CleanName_version3,CleanTitle_version3,first_appearance,last_appearance,count,dpoh_name_raw
Nadine Beloin,Senior Industry Development Officer,2021-11-19,2021-11-19,1,Nadine Beloin
Nadine Bertrand,Parliamentary Secretary,2014-11-20,2014-11-20,1,Nadine Bertrand
Nadine Bourdeau,Regional Regulatory Compliance and Enforcement Specialist,2022-08-15,2022-08-15,1,Nadine  Bourdeau
Nadine Caron,Member,2018-10-02,2018-10-02,1,Nadine Caron
Nadine Charest,Senior Trade Policy Officer,2019-02-25,2024-01-16,6,Nadine Charest
Nadine Crookes,"Director, Natural Resource Conservation Branch",2016-05-03,2017-12-20,4,Nadine Crookes
Nadine Foster,Senior Policy Advisor,2020-11-24,2022-06-16,2,Nadine Foster
Nadine Gros-louie,"Director, Parliamentary Affairs",2023-04-06,2023-04-06,1,Nadine Gros-Louie
Nadine Gros-louis,Staffer to Senator,2023-03-13,2023-12-06,4,Nadine Gros-Louis
Nadine Huggins,"Executive Director, People Management and Community Engagement",2018-12-04,2022-05-10,3,"Nadine  Huggins, Nadine Huggins"
Nadine Leblanc,Senior Vice President,2020-04-27,2025-05-06,57,"Nadine  Leblanc, Nadine LeBlanc, Nadine Leblanc, Nadine Leblanc , Nadine Lenlanc"
Nadine Nickner,Assistant Director,2017-05-04,2023-07-15,3,Nadine Nickner
Nadine Niles,Senior Compliance Engineer,2015-07-08,2015-07-08,1,Nadine Niles
Nadine Ramadan,Director of Communications,2021-05-19,2024-07-11,5,Nadine Ramadan
Nadine Roy,Chief Information Officer,2022-02-14,2022-02-14,1,Nadine Roy
Nadine Sivak,Regional Manager,2022-10-27,2022-10-27,1,Nadine Sivak
Nadine Spence,"Vice President, Indigenous Affairs and Cultural Heritage",2023-09-03,2024-10-10,5,Nadine Spence
Nadine Stiller,"Executive Director, Freshwater",2021-12-03,2023-10-24,5,Nadine Stiller
Nadir Patel,High Commissioner,2008-12-16,2021-02-03,25,Nadir Patel
Nadja Schauer,Counsellor (Commercial) and Senior Trade Commissioner,2025-03-24,2025-03-24,1,Nadja Schauer
Nadveep Bains,Member of Parliament,2016-01-15,2017-02-08,2,"Nadveep Bains, naveep bains"
Nafis Karim,Advisor to Assistant Deputy Minister,2020-06-08,2021-04-26,2,Nafis Karim
Naik Eshan,Director of Policy,2023-09-01,2023-09-01,1,Naik Eshan
Nail Mckenna,Special Assistant,2020-01-30,2020-01-30,1,Nail McKenna
Naila Mahmood,Communications and Outreach Assistant,2017-08-15,2017-08-15,1,Naila Mahmood
Naim Nazha,"Executive Director, Navigation Safety and Environmental Programs",2013-11-25,2022-02-14,10,"NAIM NAZHA, Naim Nahza, Naim Nazha"
Naina Sloan,Assistant Deputy Minister,2012-07-24,2024-11-29,67,"Naina  Sloan, Naina Sloan, Naino Sloan"
Naina Thoppil,Deputy Director,2024-01-15,2024-08-12,3,Naina Thoppil
Nakeshia Atke,Senior Policy Advisor,2023-05-11,2023-05-11,1,Nakeshia Atke
Nakeshia Atkey,Regulatory Advisor,2021-04-14,2021-06-20,2,Nakeshia Atkey
Nalan Yuksel,Advisor,2013-02-26,2013-02-26,1,Nalan Yuksel
Namir Anani,Executive Director,2009-02-12,2009-02-12,1,Namir Anani
Nan Duan,Trade Commissioner,2011-10-19,2011-10-19,1,Nan Duan
Nana Kwamena,Director,2023-05-30,2023-05-30,1,Nana Kwamena
Nana Tanaka,Assistant Director,2023-05-25,2023-05-25,1,Nana Tanaka
Nanao Kachi,"Director, Social and Consumer Policy",2013-07-11,2023-11-01,4,"Nanao  Kachi, Nanao Kachi"
Nancie Villeneuve,Regional Director,2020-10-05,2023-05-26,5,Nancie Villeneuve
Nancy Althot,Executive Assistant,2017-07-10,2017-07-10,1,Nancy Althot
Nancy Ames,Research Scientist,2017-10-26,2017-11-01,2,Nancy Ames
Nancy Baker,Policy Advisor,2008-07-08,2015-03-26,28,Nancy Baker
Nancy Belanger,Commissioner of Lobbying,2018-02-13,2021-04-21,4,"Nancy Belanger, Nancy Bélanger"
Nancy Bernard,Trade Commissioner,2018-02-13,2022-07-18,2,Nancy Bernard
Nancy Bishay,Director of Strategic Planning,2010-06-02,2019-05-16,10,Nancy Bishay
Nancy Bishy,Press Secretary,2010-04-28,2010-04-28,1,Nancy Bishy
Nancy Bisson,Executive Assistant,2013-07-17,2013-07-17,1,Nancy Bisson
Nancy Boucher,Chief of Staff,2019-06-10,2019-06-10,2,Nancy Boucher
Nancy Brassard Fortin,Staffer,2017-05-02,2017-05-02,1,Nancy Brassard Fortin
Nancy Brassard-fortin,Assistant to Member of Parliament,2018-02-05,2018-02-05,1,Nancy Brassard-Fortin
Nancy Seymour,Manager,2015-03-25,2023-11-21,9,"Nancy C Seymour, Nancy Seymour, Nancy Seymour "
Nancy C. Raine,Member of Parliament,2016-04-14,2016-04-14,1,Nancy C. Raine
Nancy Carpenter,Senior Advisor,2012-05-18,2012-05-18,1,Nancy Carpenter
Nancy Chahwan,Chief Human Resources Officer,2013-03-11,2021-10-28,13,Nancy Chahwan
Nancy Cheng,Assistant Auditor General,2009-10-09,2016-03-15,4,Nancy Cheng
Nancy D'agostino,Director,2019-03-28,2019-03-28,1,Nancy D'agostino
Nancy Dube,Special Assistant,2008-08-06,2009-04-02,2,Nancy Dube
Nancy Faraday,Manager,2013-05-28,2013-05-28,1,nancy faraday
Nancy Faraday-smith,Manager,2017-04-27,2018-06-06,10,Nancy Faraday-Smith
Nancy Fitchett,Vice President and Chief Financial Officer,2021-12-02,2023-04-20,14,"Nancy  Fitchett, Nancy Fitchett"
Nancy Fraser,Executive Assistant,2020-05-19,2020-08-18,3,Nancy Fraser
Nancy Gardiner,President,2016-10-07,2025-06-04,117,"Nancy   Gardiner , Nancy  Gardiner, Nancy Gardiner, Nancy Gardiner , Nancy Gardner"
Nancy Gauthier,Vice President,2019-05-01,2019-05-01,1,Nancy Gauthier
Nancy Green,Senator,2013-05-30,2014-10-01,2,Nancy Green
Nancy Greene Raine,Senator,2010-09-28,2018-04-25,88,"Hon. Nancy Green Raine, Nancy Green Raine, Nancy Green-Raine, Nancy Greene Raine, Nancy Greene-Raine, Senator Nancy Greene Raine"
Nancy Hamzawi,Assistant Deputy Minister,2010-12-14,2025-01-21,137,"Nancy  Hamzawi, Nancy Hamsawi, Nancy Hamzawi"
Nancy Hamzowi,Director General,2017-07-18,2017-09-22,3,Nancy Hamzowi
Nancy Harris,Director General,2013-10-08,2022-12-20,3,Nancy Harris
Nancy Hartling,Senator,2017-10-24,2024-07-22,41,"Nancy Harling, Nancy Hartling, The Hon. Nancy Hartling"
Nancy Healey,"Commissioner, Employers",2021-07-29,2024-10-17,59,"Nancy  Healey, Nancy Healey, Nancy Healy, nancy healey"
Nancy Hector,Deputy Director,2018-10-31,2019-01-28,2,Nancy Hector
Nancy Horsman,Assistant Deputy Minister,2009-08-19,2016-07-26,126,"Nancy Horseman, Nancy Horsman"
Nancy Johns,"Chief, Industry Partnerships",2019-01-14,2020-01-30,4,Nancy Johns
Nancy Karetak-lindell,Senator,2025-02-18,2025-04-10,2,Nancy Karetak-Lindell
Nancy Kearnan,"Director General, Northern Governance",2013-11-18,2019-01-22,2,Nancy Kearnan
Nancy Kingsbury,Senior Policy Advisor and Project Manager,2020-06-15,2023-11-06,2,Nancy Kingsbury
Nancy Klenavic,"Assistant Deputy Minister, Special Advisor",2010-12-14,2013-02-01,2,Nancy Klenavic
Nancy Kyte,Senior Portfolio Manager,2017-05-18,2017-11-21,3,Nancy Kyte
Nancy Laberge,"Trade Commissioner, Consumer Products",2013-05-13,2013-05-13,1,Nancy Laberge
Nancy Laflamme,Project Officer,2017-11-01,2017-11-01,1,Nancy Laflamme
Nancy Lu,Business Officer,2023-11-06,2023-11-06,1,Nancy Lu
Nancy Macartney,Senior Advisor,2010-01-28,2010-01-28,1,Nancy Macartney
Nancy Mackinnon,Policy Analyst,2018-10-29,2018-10-29,1,Nancy MacKinnon
Nancy Mann,Industrial Technology Advisor,2010-12-16,2011-03-09,2,Nancy Mann
Nancy Mccarthy,Implementation Officer,2024-03-06,2025-03-05,4,Nancy McCarthy
Nancy Miller,Acting Assistant Deputy Minister,2024-05-29,2024-05-29,1,Nancy Miller
Nancy Milroy-swainson,Director General,2009-09-10,2019-04-25,27,"Nancy Milroy Swainson, Nancy Milroy-Swainson"
Nancy Nancy Faraday-smith,Acting Director,2018-05-08,2018-05-08,1,Nancy Nancy Faraday-Smith
Nancy Othmer,Assistant Deputy Minister,2019-10-15,2023-05-03,2,"Nancy  Othmer, Nancy Othmer"
Nancy Pond,Resource Manager,2024-05-01,2024-05-01,1,Nancy  Pond 
Nancy Porteous,Director General,2014-12-03,2019-05-02,2,Nancy Porteous
Nancy Raine,Senator,2011-07-21,2017-12-07,19,"Nancy C Raine, Nancy Raine, The Honourable Senator Nancy Raine"
Nancy Raine (greene,Senator,2011-06-07,2016-05-31,2,"Nancy Rain Green, Nancy Raine (Greene)"
Nancy Ready,Senior Policy Advisor,2018-09-18,2018-09-18,1,Nancy Ready
Nancy Rheault,Senior Director,2024-04-17,2025-02-24,3,"Dr. Nancy Rheault, Nancy Rheault"
Nancy Roberts,"Director General, Intergovernmental Relations",2011-11-01,2011-11-01,1,Nancy Roberts
Nancy Ruth,Senator,2010-10-19,2016-11-29,19,Nancy Ruth
Nancy Shaw,Executive Assistant,2011-03-03,2013-02-14,2,Nancy Shaw
Nancy Smith,Senior Policy Advisor,2017-04-24,2017-04-24,1,Nancy Smith
Nancy Smyth,Director General,2016-10-18,2018-09-17,6,Nancy Smyth
Nancy Stonelake,Industrial Technology Advisor,2009-03-17,2009-03-17,1,Nancy Stonelake
Nancy Thornton,Senior Policy Advisor,2018-07-10,2018-07-10,1,Nancy Thornton
Nancy Tremblay,Associate Assistant Deputy Minister,2017-11-08,2025-06-11,58,"Nancy  Tremblay, Nancy Tremblay"
Nancy Vachon,Manager,2021-01-15,2021-01-15,1,Nancy Vachon
Nancy Webster Cole,"Senior Manager, Telemarketing Regulations",2008-07-24,2009-04-20,7,Nancy Webster Cole
Nancy Xue,Parliamentary Assistant,2018-11-19,2019-05-06,4,Nancy Xue
Nanda Yash,Policy Advisor,2024-01-26,2024-01-26,1,Nanda Yash
Nanki Signh,Executive Assistant,2021-07-08,2021-07-20,2,"Nanki Signh, Nanki Singh"
Nanveet Khinda,"Special Assistant, Policy",2016-11-17,2018-02-06,4,Nanveet Khinda
Naoko Hawkins,Policy Analyst,2022-09-07,2022-09-07,1,Naoko Hawkins
Naomi Christensen,Parliamentary Secretary Assistant,2011-09-23,2012-03-01,3,Naomi Christensen
Naomi Ingabire,"Policy Advisor, Digital Media and Distribution",2024-08-09,2024-08-09,1,Naomi  Ingabire
Naomi Katsumi,"Senior Advisor, Marine Air Emissions",2012-07-24,2024-06-04,5,Naomi Katsumi
Naomi Pelletier,Policy Advisor,2012-07-12,2013-04-03,9,Naomi Pelletier
Naomi Sterling,Deputy Director,2022-06-15,2022-06-15,1,Naomi Sterling
Naqiyah Telia,Staffer,2022-05-17,2023-04-04,5,Naqiyah Telia
Naran Leseigneur,Staffer to Minister,2025-02-17,2025-02-17,1,Naran Leseigneur
Nardia Ali,Manager,2021-08-06,2023-03-30,2,Nardia Ali
Naresh Singh,Acting Vice President,2009-06-04,2011-06-02,7,Naresh Singh
Narinder Grewal,Member of Parliament,2015-04-22,2015-04-22,1,Narinder (Nina) Grewal
Naseer Malik,Constituency Assistant,2018-02-07,2018-02-07,1,Naseer Malik
Naser Jan,Policy Analyst,2024-03-11,2024-03-11,1,Naser Jan
Nash Ann,Associate Director,2011-08-25,2011-08-25,1,Nash Ann
Nash Yanda,Staff,2022-08-02,2022-08-02,1,Nash Yanda
Nashina Shariff,Manager,2018-08-29,2024-09-10,19,"Nashina  Shariff , Nashina Shariff"
Nashira Popovic,"Manager, STBBI Estimates and Field Surveillance Section",2024-09-16,2024-09-16,1,Nashira Popovic
Nasir Ebrahimkhail,Senior Development Officer,2024-01-29,2024-06-12,2,"Nasir  Ebrahimkhail, Nasir Ebrahimkhail"
Nasra Nejatian,"Director, Strategic Planning",2012-06-05,2012-06-05,1,Nasra Nejatian
Nasser Haidar,Parliamentary Assistant,2020-02-19,2025-03-03,6,"Nasser  Haidar, Nasser Haidar"
Nasser Haider,Advisor,2023-11-07,2024-09-26,2,"Nasser Haider, nasser haider"
Nassima Zobir Bouguerba,"Director General, Marine Services and Small Vessels",2024-07-17,2025-03-27,2,"Nassima  Zobir Bouguerba, Nassima Zobir Bouguerba"
Natacha Engel,Senior Policy Advisor,2017-09-22,2021-11-24,134,"Natacha Engel, Natacha Engels, Natacha Engle, Nathacha Engel"
Nathalie Podeszfinski,Policy Advisor and Special Assistant,2008-08-11,2019-04-01,23,"NATAHALIE PODESZFINSKI, NATHALIE PODESZFINSKI, Nathalie Podeszfinski"
Natahniel Mullin,Senior Regional Advisor,2020-05-11,2020-05-11,1,Natahniel Mullin
Natalia Jankowski,Assistant,2012-06-11,2012-06-11,1,Natalia Jankowski
Natalia Koop,"Acting Director, Governance",2023-05-30,2023-10-03,2,"Natalia  Koop, Natalia Koop"
Natalia Riquelme,Chief of Staff,2020-05-14,2020-08-18,4,Natalia Riquelme
Natalia Uscinowicz,Senior Supervisor,2021-12-15,2021-12-15,1,Natalia  Uscinowicz
Natalia Ward,Senior Economist,2018-06-18,2018-06-18,1,Natalia Ward
Natalia Zhou,"Regional Advisor, West and North",2022-09-26,2024-10-16,58,"Natalia  Zhou, Natalia Zhou, Natalie Zhou"
Natalie Austin,"Manager, National Marine Conservation Area Establishment",2024-04-03,2024-04-03,1,Natalie Austin
Natalie Bechamp,Acting Director General,2017-04-21,2017-04-21,1,Natalie Bechamp
Natalie Bosse,Director General,2019-11-06,2021-05-15,2,"Natalie Bosse, Natalie Bossé"
Natalie Boulay,"Lead, Digital Technologies Supercluster",2019-08-28,2019-08-28,1,Natalie Boulay
Natalie Brett,"Manager, Indigenous Sport",2023-06-07,2023-06-07,1,Natalie Brett
Natalie Clayton,Director,2011-05-31,2017-12-07,2,Natalie Clayton
Natalie Dillon,Policy Advisor,2023-03-09,2023-11-23,3,Natalie Dillon
Natalie Dolan,"Director, Rail Policy",2012-06-06,2023-01-19,21,Natalie Dolan
Natalie Duhamed,Senior Constituency Advisor,2021-12-02,2021-12-02,1,Natalie Duhamed
Natalie Duhamel,Executive Assistant,2016-01-08,2020-01-23,3,Natalie Duhamel
Natalie Dupont,Manager,2022-10-03,2022-10-03,1,Natalie Dupont
Natalie Edwardson,Senior Policy Manager,2022-06-13,2022-10-26,2,"Natalie  Edwardson, Natalie Edwardson"
Natalie Essiembre,Parliamentary Affairs Advisor,2019-04-07,2019-04-07,1,Natalie Essiembre
Natalie Fay,Senior Communications Advisor,2022-06-08,2022-06-08,1,Natalie Fay
Natalie Fernandes,Senior Policy Officer,2024-06-14,2024-08-19,2,Natalie Fernandes
Natalie Fletcher,Senior Policy Advisor,2011-02-25,2017-02-15,12,"Natalie Fletcher, Nathalie Fletcher"
Natalie Frank,Director,2021-02-03,2021-06-10,2,Natalie Frank
Natalie Fraser,Manager | Senior Policy Advisor,2024-06-26,2024-07-04,2,Natalie Fraser
Natalie Gendron,"Assistant Director, CIHR",2010-10-04,2012-06-05,2,"Natalie Gendron, Nathalie Gendron"
Natalie Gravelle,Acting Director,2024-11-27,2024-11-27,1,Natalie Gravelle
Natalie Hall,"Manager, Communications and Media Relations",2014-12-10,2014-12-10,1,Natalie Hall
Natalie Halpenny,Staffer,2013-05-08,2013-05-08,1,Natalie Halpenny
Natalie Knox,Director,2023-01-04,2024-10-03,3,Natalie Knox
Natalie Lamarche,Project Coordinator,2024-12-03,2024-12-03,1,Natalie Lamarche
Natalie Mcgee,Executive Director,2018-08-31,2019-06-25,3,Natalie McGee
Natalie Morin,Director General,2018-02-27,2020-07-10,2,Natalie Morin
Natalie Ouimet,Parliamentary Assistant,2014-11-20,2015-02-26,4,Natalie Ouimet
Natalie Page,Director General,2022-02-22,2024-02-13,7,Natalie Page
Natalie Pennefather,"Director, Lands and Economic Development",2024-07-04,2024-12-03,4,"Natalie  Pennefather, Natalie Pennefather, Nathalie Pennefather "
Natalie Podefzfinfki,Director of Policy,2010-12-09,2010-12-09,1,Natalie Podefzfinfki
Natalie Saint-denis,Chief of Staff,2016-06-29,2016-06-29,1,Natalie Saint-Denis
Natalie Spagnuolo,Senior Policy Analyst,2023-10-23,2023-10-23,1,Natalie Spagnuolo
Natalie St. Lawrence,Director General,2017-04-11,2025-02-24,8,"Natalie St Lawrence, Natalie St. Lawrence"
Natalie St-denis,Special Assistant,2016-06-29,2016-09-08,2,Natalie St-Denis
Natalie Tessier,Senior Veterinary Officer,2022-03-25,2023-09-27,2,Natalie Tessier
Natalie Therault,Director General,2022-11-29,2022-11-29,1,Natalie Therault
Natalie Theriault,Executive Director,2017-02-16,2024-11-27,25,"Natalie  Theriault, Natalie  Theriault , Natalie Theriault, Natalie Thériault, Nathalie Theriault"
Natalie Verdon-chu,Project Manager,2022-10-14,2022-10-14,1,Natalie  Verdon-Chu 
Natalie Woodcock,Executive Assistant,2017-03-24,2017-06-12,4,Natalie Woodcock
Natalie Woodland,"Regional Advisor, Ontario",2024-01-11,2025-05-29,29,"Natalie  Woodland, Natalie  Woodland , Natalie Woodland, Nathalie Woodland"
Natalka Cmoc,Senior Director General,2018-10-12,2023-08-30,16,Natalka Cmoc
Natasa Forte,Policy Advisor,2024-02-05,2024-02-05,1,Natasa Forte
Natascha Barron-mcnabb,Special Advisor,2022-09-28,2024-02-02,13,"Natascha  Barone-McNabb, Natascha Barone-McNabb, Natascha Barron-McNabb, Natascha Barron-Mcnabb"
Natasha Kochhar,Atlantic Regional Advisor,2023-10-23,2024-11-12,30,"Natascha Kochhar, Natasha   Kochhar, Natasha  Kochhar, Natasha Kocchar, Natasha Kochar, Natasha Kochhar"
Natasha Cortes,Trade Policy Officer,2025-02-19,2025-02-19,1,Natasha Cortes
Natasha Entwistle,Parliamentary Affairs Advisor,2016-07-13,2024-10-23,6,Natasha Entwistle
Natasha Enwistle,"Director, Parliamentary Affairs",2022-10-14,2022-10-14,2,Natasha Enwistle
Natasha Faruqui,Manager,2020-08-12,2020-08-12,1,Natasha Faruqui
Natasha Kay Brenders,Vice President,2014-09-22,2014-09-22,1,Natasha Kay Brenders
Natasha Khan,"Director, Regulatory Policy",2018-04-25,2018-04-25,1,Natasha Khan
Natasha Kim,Assistant Deputy Minister,2017-11-02,2025-05-28,142,"Natasha  Kim, Natasha Kim, Natasha Kim "
Natasha Kochlar,Regional Affairs Advisor,2024-01-24,2024-01-24,1,Natasha Kochlar
Natasha Kornak,Staffer,2018-06-29,2018-06-29,1,Natasha Kornak
Natasha Leclerc,Legal Counsel,2014-12-01,2014-12-01,1,Natasha Leclerc
Natasha Lepur,Office Administrator,2019-04-04,2022-10-27,5,Natasha Lepur
Natasha Levesque-hill,Director General,2023-07-26,2023-07-26,1,Natasha Levesque-Hill
Natasha Manjii,Advisor,2017-09-07,2017-09-07,1,Natasha Manjii
Natasha Montemurro,Director of Policy,2024-07-23,2024-07-23,1,Natasha Montemurro
Natasha Pateman,Director,2015-03-18,2024-03-01,3,Natasha Pateman
Natasha Rascanin,Assistant Deputy Minister,2011-02-23,2018-11-14,29,"Natasha Rascanin, Natasha Rascannin, Natasha Tascanin"
Natasha Reimer,Policy Advisor,2022-03-18,2023-02-09,6,"Natasha  Reimer , Natasha Reimer"
Natasha Rende,"Director, Programs",2024-10-29,2024-10-29,1,Natasha Rende
Natasha Roebuck,Staffer,2013-11-27,2013-11-27,2,"Natasha Roebuck, Natasha Rowbuck"
Natasha Van Bentum,Outreach Advisor,2024-03-14,2024-03-14,1,Natasha van Bentum
Nate Erskine Smith,Member of Parliament,2018-08-28,2019-12-17,2,"Nate Erskine Smith, Nate Erskine-Smith"
Nate Feldman,Parliamentary Secretary,2024-12-10,2024-12-10,1,Nate Feldman
Nathalie Altherr,Executive Assistant to Assistant Deputy Minister,2021-06-07,2021-06-07,1,Nathalie Altherr
Nathalie Bechamp,Chief of Investor Services,2017-01-26,2024-03-15,7,"Nathalie Bechamp, Nathalie Béchamp"
Nathalie Belliveau,Director,2017-06-12,2017-06-12,1,Nathalie Belliveau
Nathalie Bergeron,Senior Policy Advisor,2021-04-09,2023-03-03,5,Nathalie Bergeron
Nathalie Bertrand,Associate Assistant Deputy Minister,2025-01-29,2025-01-29,1,Nathalie  Bertrand
Nathalie Bouchard,"Deputy Director, Analysis, Intelligence and Data Collaboration",2022-05-04,2022-05-04,1,Nathalie Bouchard
Nathalie Brault,Senior Director,2021-06-17,2021-06-30,3,Nathalie Brault
Nathalie Charette,Manager,2018-11-01,2018-11-01,2,Nathalie Charette
Nathalie Clayton,Senior Policy Advisor,2011-03-07,2011-03-29,2,Nathalie Clayton
Nathalie Cote,Chief of Staff,2024-07-12,2024-07-12,2,"Nathalie Cote, nathalie  cote"
Nathalie Couture,Senior Policy Advisor,2021-03-11,2021-03-11,1,Nathalie Couture
Nathalie Dagg,Manager,2024-10-02,2024-10-02,1,Nathalie Dagg
Nathalie Deslauriers,Executive Director,2022-11-16,2024-10-04,3,Nathalie Deslauriers
Nathalie Desrochers,Senior Program Officer,2023-09-12,2024-07-15,6,Nathalie Desrochers
Nathalie Drouin,Deputy Clerk,2017-03-03,2023-12-20,13,Nathalie Drouin
Nathalie Dube,Director General,2016-05-20,2024-06-18,4,"Nathalie Dube, nathalie dube"
Nathalie Duran,Policy Analyst,2009-02-12,2009-02-12,1,Nathalie Duran
Nathalie Durand,Executive Director,2009-02-26,2022-08-10,23,Nathalie Durand
Nathalie Fleury,"Director, Constituency Office",2021-01-13,2023-01-20,2,Nathalie Fleury
Nathalie Fortin,Administrative Assistant,2024-11-11,2024-11-11,1,Nathalie Fortin
Nathalie G. Drouin,Deputy Clerk of the Privy Council and Associate Secretary,2020-01-30,2025-01-30,22,Nathalie G. Drouin
Nathalie Gagnon,Project Manager,2016-09-08,2023-02-16,2,Nathalie Gagnon
Nathalie Gahimbare,Policy Advisor,2020-06-22,2023-06-26,79,"Natalie Gahimbare, Nathalie  Gahimbare, Nathalie  Gahimbare , Nathalie Gahibare, Nathalie Gahimbara, Nathalie Gahimbare"
Nathalie Gamhbiare,Policy Clerk,2022-05-05,2022-05-05,1,Nathalie Gamhbiare
Nathalie Gour,Director General,2024-10-08,2025-05-29,2,"NATHALIE Gour, Nathalie Gour"
Nathalie Guay,Senior Special Assistant,2016-01-12,2017-05-23,14,"NATHALIE GUAY, Nathalie Guay"
Nathalie Jackson,Analyst,2015-05-07,2015-05-07,1,Nathalie Jackson
Nathalie Kachulis,Director General,2017-08-22,2017-08-22,1,Nathalie Kachulis
Nathalie Kauffeldt,Executive Director,2022-06-15,2023-06-06,2,"Nathalie  Kauffeldt, Nathalie Kauffeldt"
Nathalie Laliberte,Vice President,2019-05-01,2019-05-01,1,Nathalie Laliberte
Nathalie Lambert,"Director, Global Accounts",2018-03-28,2018-03-28,1,Nathalie Lambert
Nathalie L'ecuyer,"Manager, Band Creation and Membership",2024-11-20,2024-11-20,1,Nathalie L'Ecuyer
Nathalie Leroux,Director General,2015-02-13,2023-08-22,8,Nathalie Leroux
Nathalie Levman,Counsel,2016-06-06,2024-11-26,13,Nathalie Levman
Nathalie Manseau,Acting Director,2017-05-29,2017-05-29,1,Nathalie Manseau
Nathalie Martel,Director,2019-04-25,2019-04-25,1,Nathalie Martel
Nathalie Martel-walsh,Parliamentary Assistant,2014-11-20,2018-05-08,3,Nathalie Martel-Walsh
Nathalie Martineau,"Assistant Director, Supervision",2018-07-24,2024-06-19,3,"Nathalie Martineau, Nathalie Matineau"
Nathalie Meilleur,Assistant Commissioner and Chief Audit Executive,2024-11-21,2024-11-21,1,Nathalie Meilleur
Nathalie Montpetit,Constituency Assistant,2023-10-23,2024-12-16,3,Nathalie Montpetit
Nathalie Morin,Executive Director,2018-04-17,2022-11-28,32,"Nathalie Morin, nathalie morin"
Nathalie Nepton,Director General,2025-02-26,2025-02-26,1,Nathalie Nepton
Nathalie Nercessian,Trade Commissioner,2017-11-08,2017-11-08,1,Nathalie Nercessian
Nathalie Normandin,Member of Parliament,2020-02-06,2020-02-06,2,Nathalie Normandin
Nathalie Nye,Director General,2023-11-15,2024-11-25,11,"Nathalie  Nye, Nathalie Nye"
