CleanName_version3,CleanTitle_version3,first_appearance,last_appearance,count,dpoh_name_raw
Abigail Creach,Legislative Assistant,2024-04-29,2024-04-29,3,Abigail Creach
Abigail Garwood,Policy Advisor,2019-02-26,2025-02-19,29,"Abigail Garwood, Abigail Garwood "
Abigail Grawood,"Special Assistant, Parliamentary Affairs",2019-04-11,2019-04-11,1,Abigail Grawood
Abigail Lixfeld,Senior Director,2014-07-16,2025-03-10,32,"Abigail Lixfeld, abigail lixfeld"
Abigail Sullivan,Policy Analyst,2023-12-12,2023-12-12,1,Abigail Sullivan
Abigail Thomas,Senior Industry Development Officer,2021-02-18,2021-02-18,1,Abigail Thomas
Abigayle Gaumont,"Policy Analyst, Future Skills",2022-10-26,2022-10-26,1,Abigayle Gaumont
Abina Dann,Consul General,2012-02-23,2012-02-23,1,Abina Dann
Abla Hanna,Director of Operations,2017-11-08,2025-03-04,11,"Abla Hanna, Abla Hanna "
Aboubakar Mounchili,Acting Director,2024-02-13,2024-02-13,1,Aboubakar Mounchili
Aboulatif Zlad,Member of Parliament,2016-11-17,2016-11-17,1,Aboulatif Zlad
Abra Adamo,Advisor,2020-09-11,2020-09-11,1,Abra Adamo
Abraham Tachjian,Open Banking Lead,2022-04-21,2023-11-15,23,Abraham Tachjian
Abubakar Khan,"Director, Business Advisory",2015-10-29,2024-06-04,4,Abubakar Khan
Ada Luz Rodriguez,Principal Commercial Delegate,2024-06-18,2024-06-18,1,Ada Luz  Rodriguez
Adair Heuchan,"Minister-Counselor and Deputy Permanent Representative, Canada to the FAO",2011-10-18,2011-10-18,1,Adair Heuchan
Adam Arsenault,Director,2016-04-12,2022-01-26,5,Adam Arsenault
Adam Austen,Legislative Assistant,2016-03-10,2019-04-16,13,Adam Austen
Adam Balkovec,Senior Legal Counsel,2024-12-17,2024-12-17,1,Adam Balkovec
Adam Barbolet,Counsellor and Senior Trade Commissioner,2017-09-13,2021-03-10,38,Adam Barbolet
Adam Barratt,Director General,2017-12-06,2025-02-03,3,Adam Barratt
Adam Baylin-stern,Policy Advisor,2016-06-15,2017-12-01,135,"Adam Baylen-Stern, Adam Baylin Stern, Adam Baylin- Stern, Adam Baylin-Stern, Adam Baylin-Sterns, Adam Baylin-stern, Adam Baylis-Stern, Adam Daylin-Stern"
Adam Bergren,Acting Director,2020-06-22,2024-06-12,15,Adam Bergren
Adam Bilnick,Special Assistant,2009-07-14,2009-07-14,1,Adam Bilnick
Adam Black,Policy Analyst,2023-01-24,2023-01-24,1,Adam Black
Adam Blinick,Director of Policy,2008-12-15,2013-10-08,277,"ADAM BLINICK, Adam Blinick, Adam Blinik, Mr. Adam Blinick"
Adam Buffone,Associate Director,2024-05-06,2024-05-06,1,Adam Buffone
Adam Burns,Assistant Deputy Minister,2013-03-26,2025-05-16,64,Adam Burns
Adam Carroll,Chief of Staff,2017-10-17,2023-05-10,88,"Adam  Carroll, Adam Caroll, Adam Carr, Adam Carrol, Adam Carroll, adam Carroll, adam carroll"
Adam Chalmers,Director of Policy,2013-11-27,2013-11-27,1,Adam Chalmers
Adam Chamber,Director of Policy,2013-09-05,2013-09-05,1,Adam Chamber
Adam Chambers,Member of Parliament,2008-07-16,2025-04-03,558,"Adam  Chambers, Adam  Chambers , Adam Chambers, Adam Chambers , Adam Chambers MP"
Adam Church,Senior Policy Advisor,2009-04-21,2012-11-23,69,"ADAM CHURCH, Adam Church"
Adam Colley,"Senior Analyst, Office of Program Renewal",2022-03-03,2022-03-03,1,Adam Colley
Adam Cull,Sector Specialist,2015-12-02,2019-03-05,3,Adam Cull
Adam Deochand,Policy Analyst,2023-11-23,2023-11-23,2,Adam Deochand
Adam Deverett,Policy Advisor,2024-10-31,2024-10-31,1,Adam Deverett
Adam Dick,"Project Manager, Forest Research",2023-11-06,2023-11-06,1,Adam Dick
Adam Doane,Science Advisor,2017-05-23,2021-05-27,6,Adam Doane
Adam Exton,"Director, Parliamentary Affairs",2017-03-03,2021-02-18,47,Adam Exton
Adam Fallenbuchl,Senior Economist,2023-05-04,2023-05-04,1,Adam Fallenbuchl
Adam Fanaki,Acting Senior Deputy Commissioner,2009-05-05,2009-09-24,3,Adam Fanaki
Adam Flores,Manager,2018-05-09,2024-11-13,11,"Adam  Flores, Adam  Flores , Adam Flores"
Adam Gibson,Acting CEO,2010-09-21,2017-04-20,4,Adam Gibson
Adam Giles,Senior Specialist,2012-01-04,2012-01-04,1,Adam Giles
Adam Gordon,Senior Policy Advisor,2023-11-17,2025-05-28,44,"Adam  Gordon, Adam Gordon"
Adam Grech,Director of Operations,2017-01-16,2024-09-03,14,"Adam Grech, Adam Grech "
Adam Green,Manager,2018-12-06,2018-12-06,1,Adam Green
Adam Hatfield,Senior Director,2015-09-17,2018-05-31,6,"Adam Hartfield, Adam Hatfield"
Adam Hayes,Senior Policy Analyst,2010-04-20,2010-04-20,1,Adam Hayes
Adam Hendriks,"Director, Operations Western Canada",2012-01-31,2012-01-31,1,Adam Hendriks
Adam Hutchens,Senior Relationship Manager,2025-04-25,2025-04-25,1,Adam Hutchens
Adam Jacques,"Deputy Director, Deputy Minister Office",2022-07-22,2022-07-22,1,Adam Jacques
Adam Koerverden,Member of Parliament,2020-07-22,2023-05-23,4,"Adam Koerverden, Adam Koeverden"
Adam Lamont,Chief Operating Officer,2020-07-03,2020-07-03,1,Adam Lamont
Adam Larouche,Executive Assistant,2016-09-20,2023-09-26,11,Adam Larouche
Adam Levine,"Team Leader, Aboriginal Consultation and Participant Funding",2023-05-30,2023-05-30,1,Adam Levine
Adam Levins,Senior Advisor,2017-03-15,2017-03-15,1,Adam Levins
Adam Lukofsky,Senior Policy Advisor,2020-04-24,2023-09-11,114,"Adam Ludofsky, Adam Lufkosky, Adam Lukofsku, Adam Lukofsky, Adam Lukovsky, adam Lukofsky"
Adam Lufofsky,"Advisor, Quebec",2020-12-14,2020-12-14,1,Adam Lufofsky
Adam Martin,Tax Policy Officer,2018-10-10,2019-02-06,3,Adam Martin
Adam Moore,Staffer,2014-11-18,2024-12-09,29,"Adam  Moore, Adam Moore"
Adam Moscoe,Policy Advisor,2016-01-11,2016-05-15,10,Adam Moscoe
Adam Moser,Senior Analyst,2017-10-05,2017-11-30,3,Adam Moser
Adam Murphy,Assistant,2016-03-08,2016-03-08,1,Adam Murphy
Adam Nadege,Advisor,2016-06-29,2016-06-29,1,Adam Nadége
Adam Newman,Legal Advisor,2017-01-25,2017-01-25,1,Adam Newman
Adam Ostry,Special Advisor,2009-05-26,2009-05-26,1,Adam Ostry
Adam Paulsen,Senior Policy Analyst,2020-05-20,2020-05-20,1,Adam Paulsen
Adam Reid,Legislative Assistant,2014-06-05,2015-04-28,5,Adam Reid
Adam Roffel,Constituency Assistant,2016-12-02,2016-12-02,1,Adam Roffel
Adam Ryan,"Senior Advisor, Regional Affairs",2017-02-06,2017-02-06,1,Adam Ryan
Adam Savoia,Executive Assistant,2018-05-29,2018-05-29,1,Adam Savoia
Adam Scott,"Vice Chair, Telecommunications",2010-05-17,2025-04-30,81,"Adam  Scott, Adam Scott, Adam Scottt"
Adam Scotti,Photographer,2018-08-09,2018-08-09,2,Adam Scotti
Adam Silverstein,Manager,2008-07-03,2008-07-03,1,Adam Silverstein
Adam Slade,Economist,2016-09-27,2016-09-27,1,Adam Slade
Adam Soloway,Director,2022-06-07,2024-10-10,25,Adam Soloway
Adam Stern-baylin,Policy Advisor,2017-02-15,2017-02-15,1,Adam Stern-Baylin
Adam Szoo,Policy Advisor,2024-08-13,2024-08-13,1,Adam Szoo
Adam Taylor,Policy Advisor,2008-12-12,2013-10-29,75,Adam Taylor
Adam Van Koeverden,Member of Parliament,2019-11-12,2025-06-03,354,"Adam  van Koeverden, Adam  van koeverden, Adam Van - Koeverden, Adam Van Koeverdan, Adam Van Koeverden, Adam Van Koevereden, Adam Van Kooverden, Adam VanKoeverden, Adam van Koeverden, Adam van Koeverden , Adam van Koeverden, , Adam van Koeverdenn, Adam van koeverden"
Adam Vaugham,Parliamentary Secretary,2020-01-29,2020-04-24,2,"Adam Vaugham, Adam Vaughen"
Adam Vaughan,Member of Parliament,2014-08-20,2021-08-11,509,"ADAM VAUGHAN, Adam Vaugh, Adam Vaughan, Adam Vaughn, Adam Vughan, Mr. Adam Vaughan, Mr. Adam Vaughan, M.P., adam vaughn"
Adam Wallace,Policy Advisor,2022-07-20,2022-07-20,1,Adam  Wallace
Adam Waugh,Senior Special Assistant,2011-01-24,2011-01-24,2,Adam Waugh
Adam Yahn,Special Assistant,2010-09-30,2010-09-30,1,adam yahn
Adam Zohrri,Policy Analyst,2022-05-25,2024-10-08,6,"Adam  Zohrri, Adam Zohrri"
Adamou Saidou,Sector Specialist,2023-04-14,2023-04-14,1,Adamou   Saidou
Adan Abdi,"Director, Client and Community Response",2024-07-04,2024-08-13,3,"Adan  Abdi, Adan Abdi, Adan Abdi,"
Adanette Frederick,Staffer,2020-01-13,2020-08-14,2,Adanette Frederick
Addington Zoe,Policy Advisor,2009-02-13,2009-02-13,1,Addington Zoe
Adeeba Ahmad,Outreach Officer,2018-08-28,2018-08-28,1,Adeeba Ahmad
Adel Boulazreg,Policy Advisor,2016-01-19,2018-05-31,292,"ADEL Boulazreg, Adel Boularazeg, Adel Boulazeg, Adel Boulazerg, Adel Boulazred, Adel Boulazreg, Adel Boulrazeg, Adel Boulzareg, Adel Boulzereg, Adel Buolazreg, adel boulazreg"
Adele Cooper,Acting Manager,2013-11-29,2013-11-29,1,Adele Cooper
Adele Desjardins,Staffer,2014-10-02,2016-03-02,2,Adèle Desjardins
Adele Mccracken,Manager,2025-06-10,2025-06-10,1,Adele McCracken
Adele Mugford,"Director, Indigenous Affairs",2021-02-23,2021-02-23,1,Adele Mugford
Adele Seguing,Executive Assistant,2024-02-26,2024-02-26,1,Adele Seguing
Adelle Jonker,Constituency Assistant,2021-02-09,2021-02-09,1,Adelle Jonker
Adem Alejandro,President,2019-11-14,2020-10-07,2,Adem Alejandro
Ademola Adebisi,Senior Policy Analyst,2023-12-20,2024-06-04,2,Ademola Adebisi
Adey Bailey,Senior Trade Policy Officer,2025-03-31,2025-03-31,1,Adey Bailey
Adie Hayes,Visitor Experience,2021-02-23,2021-02-23,1,Adie Hayes
Adimi Lionel Adimi,Policy Advisor,2020-08-17,2020-08-17,1,Adimi Lionel Adimi
Aditi Naik,Policy Advisor,2024-12-11,2024-12-11,3,"Aditi  Naik, Aditi Naik"
Aditi Ratnakarnaik,Policy Advisor,2023-04-26,2023-04-26,1,Aditi Ratnakarnaik
Adler Aristilde,Ambassador to Zimbabwe,2025-04-09,2025-04-09,1,Adler Aristilde
Adler Mark,Member of Parliament,2013-12-18,2013-12-18,1,Adler Mark
Admiral Drew Robertson,"Chief of Staff, Maritime",2008-11-28,2008-11-28,1,Admiral Drew Robertson
Adnan Khan,Director,2024-06-21,2024-06-21,1,Adnan Khan
Adolfo Quesada,Trade Commissioner,2023-01-30,2023-01-30,1,Adolfo Quesada
Adonis Dina,Senior Analyst,2024-03-20,2024-08-28,3,"Adonis  Dina, Adonis Dina"
Adreann Vanvugt,Chief of Staff,2015-07-30,2015-07-30,1,Adreann Vanvugt
Adria Minsky,Director of Policy,2009-09-10,2013-10-29,96,"ADRIA MINSKY, Adria Minski, Adria Minsky"
Adria Miskey,Policy Advisor,2012-03-20,2012-03-20,1,Adria Miskey
Adrian Bradford,Senior Business Development Specialist,2017-08-15,2017-08-15,1,Adrian Bradford
Adrian Di Giovanni,"Senior Program Specialist, Law and Development",2019-05-01,2019-05-01,1,Adrian Di Giovanni
Adrian Egbers,Policy Analyst,2014-09-03,2023-05-03,8,Adrian Egbers
Adrian Halucha,Policy Advisor,2021-08-03,2024-08-13,3,Adrian Halucha
Adrian Majeski,Mechanical Engineer,2015-10-02,2016-01-19,3,Adrian Majeski
Adrian Minsky,Policy Advisor,2011-11-02,2011-11-02,1,Adrian Minsky
Adrian Mota,Associate Vice President,2011-01-24,2025-05-01,22,Adrian Mota
Adrian Norfolk,"Ambassador, Canada to Qatar",2011-02-11,2016-05-25,2,Adrian Norfolk
Adrian Papara,Assistant,2018-03-27,2018-03-27,1,Adrian Papara
Adrian Raddatz,Advisor,2022-03-14,2025-01-29,3,Adrian Raddatz
Adrian Swietlicki,Deputy Director,2023-01-13,2023-01-13,1,Adrian Swietlicki
Adrian Walraven,"Senior Director, Specific Claims",2016-08-11,2023-03-31,2,Adrian Walraven
Adriana Caudillo,Canadian Embassy in Mexico,2017-03-10,2017-03-10,1,Adriana Caudillo
Adriana Gonzalez,Intern,2017-06-07,2018-10-16,37,Adriana Gonzalez
Adriana Gouvea,"Senior Policy Analyst, Human Rights",2018-05-04,2018-05-04,1,Adriana Gouvea
Adriana Mondragon,Parliamentary Assistant,2017-10-24,2017-10-24,1,Adriana Mondragon
Adriana Zeleney,Director,2024-05-22,2024-05-22,1,Adriana Zeleney
Adriane Epprecht,Analyst,2022-11-16,2022-11-16,1,Adriane  Epprecht 
Adrianna Mcgillivray,Assistant to the Minister,2016-03-08,2016-04-05,2,Adrianna McGillivray
Adrien Montpetit,Policy Advisor,2018-03-22,2018-03-22,1,Adrien Montpetit
Adrienne Christie,"Senior Policy Advisor, Strategic Projects Office",2014-11-13,2014-11-13,1,Adrienne Christie
Adrienne Foster,"Director, Strategy and Corporate Planning",2021-03-01,2021-03-01,1,Adrienne Foster
Adrienne Jones,Head,2015-03-31,2015-03-31,1,Adrienne Jones
Adrienne Morin,"Deputy Director, Programs and Commercial Operations",2024-03-01,2024-03-01,1,Adrienne Morin
Adrienne Vickery,National Cryptocurrency Coordinator,2021-01-13,2021-01-28,3,Adrienne Vickery
Adrijana Corluka,Senior Policy Analyst,2015-07-20,2015-07-20,1,Adrijana Corluka
Aeriel Biron,"Program Officer, Band Creation and Membership",2024-11-20,2024-11-20,1,Aeriel Biron
Afreen Ghouse,Member of Parliament,2023-08-09,2023-08-09,3,"Afreen  Ghouse , Afreen Ghouse"
Afreen Sheikh,Constituency Affairs and Outreach Coordinator,2023-09-28,2023-09-28,1,Afreen Sheikh
Afshin Matin,"Head, Systems Integration Unit",2022-05-20,2022-05-20,1,Afshin Matin
Afshin Shams,"Director, Trusted Trader Division",2022-02-01,2024-08-20,2,Afshin Shams
Afton Doubleday,Assistant,2014-07-08,2014-07-08,1,Afton Doubleday
Agampreet Gill,Trade Commissioner,2024-05-01,2024-05-01,1,Agampreet Gill
Agata Frankowicz,,2017-11-28,2017-11-28,1,Agata Frankowicz
Agathe Alie,"Director, Special Initiatives",2021-08-10,2022-11-25,5,"Agathe  Alie, Agathe Alie"
Agathe Cote,Deputy Governor,2010-09-23,2015-04-28,15,"Agathe Cote, Agathe Coté, Agathe Côté"
Ageleky Bouzetos,Permits Coordinator,2024-02-23,2024-02-23,1,Ageleky Bouzetos 
Aglukkaq Leona,"Minister, Health",2011-12-12,2012-03-19,2,Aglukkaq Leona
Agnes Klein,Senior Medical Advisor,2016-11-22,2018-05-22,5,Agnes Klein
Agnes Lajoie,"Assistant Commissioner, Patents",2015-04-21,2015-04-21,1,Agnes Lajoie
Agnes Okayere,Maximum Revenue Entitlement,2020-02-03,2020-02-03,1,Agnes Okayere
Agnes Okyere,Junior Economist,2012-09-20,2012-09-20,1,Agnes Okyere
Agop Evereklian,Chief of Staff,2009-11-17,2015-05-25,8,Agop Evereklian
Agop Everleklian,"Director, Economic Development",2015-04-30,2015-04-30,1,Agop Everleklian
Agusti Bordas Cusco,Manager | Senior Policy Advisor,2024-06-21,2024-06-21,1,Agusti Bordas Cusco
Ahava Trivedi,Special Assistant,2009-03-02,2009-10-07,4,Ahava Trivedi
Ahdithya Visweswaran,Junior Political Analyst,2023-11-20,2023-11-20,1,Ahdithya Visweswaran
Ahmad Issa,"Trade Commissioner, Infrastructure",2022-01-06,2022-01-06,1,Ahmad Issa
Ahmad Khorchid,Director,2022-06-22,2024-05-27,2,Ahmad Khorchid
Ahmed Abdikheir,Director of Policy,2020-03-22,2020-11-26,7,"Ahmed Abdikheir, Ahmed Abdikhier"
Ahmed Abisye,Parliamentary Secretary's Assistant,2024-11-20,2024-11-20,1,Ahmed Abisye
Ahmed Absiye,Parliamentary Assistant,2023-10-17,2023-10-17,1,Ahmed Absiye
Ahmed Eliwa,Policy Advisor,2023-11-02,2025-03-07,46,"Ahmed  Eliwa, Ahmed Eliwa"
Ahmed Hassan,"Manager, Compliance Programs",2019-05-09,2021-05-13,2,Ahmed Hassan
Ahmed Hussein,Member of Parliament,2016-04-26,2020-05-17,3,Ahmed Hussein
Ahmed Hussen,"Minister, Families, Children and Social Development",2016-02-23,2025-03-03,368," Ahmed  Hussen, Ahmed  Hussen, Ahmed Hussen, Hon. Ahmed Hussen, Minister Ahmed Hussen, Mr. Ahmed Hussen, M.P., The Hon. Ahmed Hussen, The Honourable Ahmed  Hussen, P.C., M.P., The Honourable Ahmed Hussen, P.C., M.P."
Ahmed Muntaha,Policy Advisor,2025-02-17,2025-02-21,2,Ahmed Muntaha
Ahn Tran,Associate Research Officer,2025-03-19,2025-03-19,1,Ahn Tran
Ahoussou Laurence,"Director, Policy and Negotiations",2024-03-26,2024-03-26,1,Ahoussou Laurence
Ahsan Musavi,Policy Analyst,2025-06-06,2025-06-06,1,Ahsan Musavi
Aicha Fall,"Senior Policy Manager, Partnerships and Coordination Directorate",2016-05-02,2016-05-02,1,Aicha Fall
Aisha Paquette-dioury,Special Assistant,2022-02-14,2024-12-02,32,"Aicha Paquette-Dioury, Aisha   Paquette-Dioury, Aisha  Paquette-dioury, Aisha Paquette-Dioury, Aisha Paquette-Dioury , Aïsha  Paquette-Dioury, Aïsha Paquette-Dioury"
Aidan Ditchburn-trout,Policy Analyst,2023-06-28,2024-11-06,5,"Aidan  Ditchburn-Trout, Aidan Ditchburn-Trout"
Aidan Kennedy,Senior Policy Analyst,2025-01-17,2025-01-29,3,Aidan Kennedy
Aidan O'brien,Manager,2017-11-08,2017-11-08,1,Aidan O'Brien
Aidan Strickland,Executive Assistant to Chief of Staff,2020-05-29,2021-05-20,5,"Aidan Strackland, Aidan Strickland"
Aiden Robertson Baklid,Senior Policy Advisor,2024-01-15,2024-05-16,2,Aiden Robertson Baklid
Aiesha Zafar,"Assistant Deputy Minister, Migration Integrity",2021-02-23,2024-10-08,4,Aiesha Zafar
Aijaz Baig,,2018-12-11,2018-12-11,1,Dr. Aijaz Baig
Aiman Akmal,Issue Manager,2023-05-25,2023-10-23,3,"Aiman Akmal, aikman akmal"
Ailana Lockart,Member of Parliament,2016-11-17,2016-11-17,2,Ailana Lockart
Aileen Amigo Macaraeg,Senior Program Advisor,2023-08-14,2023-08-14,1,Aileen Amigo Macaraeg
Aileen Pangilinan,Director,2016-06-27,2022-10-05,2,Aileen Pangilinan
Ailenne Allsopp,Administrative Assistant,2021-02-22,2021-02-22,1,Ailenne Allsopp
Ailish Campbell,Chief Trade Commissioner,2011-10-20,2025-04-28,166,"Ailish Campbell, Dr Ailish Campbell, Dr. Ailish Campbell"
Alish Campbell,Director General,2012-06-18,2017-04-10,5,"Aillish Campbell, Alish Campbell"
Aime Dimatteo,Director General,2013-02-15,2020-12-16,13,"Aime DiMatteo, Aime Dimatteo, Amie Dimatteo"
Aime Dontigny,Director,2019-06-11,2024-02-04,8,"Aime Dontigny, Aimé  Dontigny, Aimé Dontigny, Aimé Dontingy"
Aimee Zweig,Executive Director,2016-11-22,2022-12-15,19,"Aime Zweig, Aimee Zweig"
Aimee Beboso,Trade Policy Analyst,2015-10-23,2015-10-23,1,Aimee Beboso
