CleanName_version3,CleanTitle_version3,first_appearance,last_appearance,count,dpoh_name_raw
Farrah Kerkadi,"Policy Advisor, Official Languages and Quebec",2024-11-19,2024-11-19,1,Farrah Kerkadi
Farrah Lilia Kerkadi,"Advisor, Issues and Assistant to the Parliamentary Secretary",2022-11-24,2022-11-24,1,Farrah Lilia Kerkadi
Farrah-lilia Kerkadi,Policy Advisor,2022-11-24,2025-01-27,15,"Farrah-Lila Kerkadi, Farrah-Lilia  Kerkadi , Farrah-Lilia Kerkadi"
Farzad Jalaei,Research Officer,2022-07-11,2022-11-29,2,"Farzad  Jalaei , Farzad Jalaiei"
Farzana Saadat,Regulatory Project Manager,2012-02-28,2012-02-28,1,Farzana Saadat
Farzin Yousefian,Policy Advisor,2018-10-15,2019-04-03,5,Farzin Yousefian
Fast Ed,Member of Parliament,2019-05-14,2019-05-14,1,Fast Ed
Fast Edward,"Minister, International Trade | Minister, Foreign Affairs",2013-01-30,2013-01-30,1,Fast Edward
Fateh Fazeli,Research Scientist,2012-03-22,2012-03-22,1,Fateh Fazeli
Fatima Abassi,Chief of Staff,2024-01-11,2024-06-11,2,"Fatima Abassi, Fatima Abbasi"
Fatima Ali,Constituency Assistant,2022-01-31,2022-03-02,2,Fatima Ali
Fatima Asghar,Policy Advisor,2023-11-20,2025-03-03,53,"Fatima  Asghar, Fatima Asghar, Fatima Asghar , Fatima Ashgar, fatima asghar"
Fatima Said,"Special Assistant, Regional and Parliamentary Affairs",2022-03-07,2022-03-07,2,Fatima Said
Fatimah Nadhum,Intern,2019-05-14,2019-05-14,1,Fatimah Nadhum
Fatine Bahri,"Counselor, Embassy of Tunisia in Ottawa",2024-05-28,2024-05-28,1,Fatine Bahri
Fatini-hellas Diamandis,Parliamentary Secretary,2018-02-07,2018-02-07,1,Fatini-Hellas Diamandis
Fatma Ben Sayeh,Senior Program Officer,2024-10-25,2024-10-25,1,Fatma Ben Sayeh
Fatou Toure,Constituency Assistant,2022-01-24,2022-09-06,3,Fatou Toure
Fawaz Fakim,Senior Policy Advisor,2022-02-01,2022-08-18,2,Fawaz Fakim
Faye Ackermans,Member,2014-11-07,2018-08-09,4,"Fay Ackermans, Faye Ackermans"
Fayaz Manji,Director,2020-07-07,2022-11-02,20,"Fayaz  Manji, Fayaz Manji"
Faycal El-khoury,Member of Parliament,2016-01-26,2025-06-03,131,"Faycal Al-Khoury, Faycal El-Khoury, Fayçal El-Khoury, Façal El-Khoury"
Faye Ali,Parliamentary Assistant,2024-06-27,2024-06-27,1,Faye Ali
Faye Wu,Senior Program Officer,2022-08-02,2022-12-19,2,"Faye  Wu, Faye Wu"
Fazal Musa,Legislative Assistant,2024-05-16,2024-11-26,9,Fazal Musa
Frederic Bissonnette,Executive Director,2021-03-26,2025-05-01,41,"Federic Bissonnette, Frederic  Bissonnsette, Frederic Bissonnet, Frederic Bissonnette, Frederic Bissonnsette, Frédéric  Bissonnette, Frédéric Bissonnette, Frédéric Bissonnette "
Federic Seppey Seppey,Policy Analyst,2009-02-12,2009-02-12,1,Federic Seppey Seppey
Federico Albanian Hidalgo,Staffer,2018-02-01,2018-02-13,2,"Federico Albanian Hidalgo, Federico Albarran Hidalgo"
Felicia Cull,Policy Advisor,2023-06-30,2023-06-30,1,Felicia Cull
Felicia Mazzarello,Policy Analyst,2022-05-18,2022-05-18,1,Felicia Mazzarello
Felicia Minotti,Deputy Director,2013-09-24,2024-10-07,6,Felicia Minotti
Felicia Wasylowski,Special Assistant,2008-07-31,2008-10-20,2,Felicia Wasylowski
Felicitas Katepa-mupondwa,"Director, Research and Development",2017-10-26,2024-02-13,4,Felicitas Katepa-Mupondwa
Felicity Feinman,Digital and Social Media Lead,2018-04-07,2018-04-18,2,Felicity Feinman
Felipe Alfaro,Policy Advisor,2022-02-01,2024-07-31,48,"Felipe     Alfaro, Felipe Alfaro, Felipe Alvaro, felipe Alfaro"
Felipe Alfaro Heller,Policy Advisor,2020-11-06,2023-04-26,2,Felipe Alfaro Heller
Felix Bibeau,Parliamentary Secretary,2023-06-06,2023-11-22,2,Félix Bibeau
Felix Boudreault,Senior Advisor to the Deputy Minister,2011-06-21,2013-03-18,6,Felix Boudreault
Felix Giroux,Intern,2021-07-12,2021-07-12,1,Felix Giroux
Felix Li,Minister-Counsellor,2011-10-19,2011-10-19,1,Felix Li
Felix Mercure,Policy Analyst,2020-02-05,2020-02-05,1,Felix Mercure
Felix Meunier,Director General,2022-11-04,2025-01-15,13,"Felix Meunier, Félix Meunier"
Felix Wong,Special Assistant,2012-09-19,2018-10-04,3,Felix Wong
Ferando Minna,Parliamentary Secretary's Assistant,2009-12-18,2010-03-22,2,Ferando Minna
Frederik Boisvert,"Deputy Chief of Staff, Operations",2009-08-11,2015-07-29,49,"FREDERIK BOISVERT, Fererik Boisvert, Frederic Boisvert, Frederick Boisvert, Frederik Boisvert, Fredrick Boisvert, Frédérik Boisvert, frederick Boisvert"
Ferguson Jeff,Director,2020-07-21,2020-07-21,1,ferguson Jeff
Ferial Nathoo,Senior Investment Analyst,2021-11-23,2024-11-28,6,Ferial Nathoo
Fern Bannatyne,Associate Director,2025-03-24,2025-03-24,1,Fern Bannatyne
Fernand Comeau,Director General,2022-05-13,2024-02-12,2,Fernand Comeau
Fernand Proulx,Chief Operating Officer,2013-08-16,2017-11-28,3,Fernand Proulx
Fernand Robichaud,Senator,2010-11-16,2014-11-25,20,"Fernand Robichaud, Fernard Robichaud, Hon. Fernaud Robichaud, The Hon. Senator Fernand Robichaud"
Fernando Minna,Policy Advisor,2010-01-11,2018-09-20,10,Fernando Minna
Fernando Preto,Research Scientist,2009-09-30,2009-09-30,1,Fernando Preto
Ferry De Kerckhove,Ambassador of Canada to Egypt,2010-03-24,2010-03-24,1,Ferry de Kerckhove
Fetewa Assande,"Communications Officer, Ministerial Announcements, Communications Directorate",2023-10-03,2023-10-03,1,Fetewa Assande
Fidele Ndayisenga,Expert Advisor,2018-07-04,2018-07-24,2,Fidèle Ndayisenga
Filbee Sara,"Assistant Deputy Minister, Lands and Economic Development",2013-02-18,2014-02-26,2,Filbee Sara
Filip Nestorov,Parliamentary Assistant,2019-04-10,2019-04-10,2,Filip Nestorov
Filip Novakovic,Constituency Assistant,2016-07-28,2022-04-11,12,"Filip Novacovic, Filip Novakovi?, Filip Novakovic, Filip Novakovik"
Filip Petrovic,Trade Commissioner,2022-06-07,2022-11-22,4,Filip Petrovic
Filipe Dinis,Chief Operating Officer,2019-06-18,2022-07-21,2,Filipe Dinis
Fillmore Andy,Parliamentary Secretary,2023-06-05,2023-06-05,1,Fillmore Andy
Filmore Andy,Member of Parliament,2017-02-01,2017-02-01,1,Filmore Andy
Filomena Silva,Manager,2018-01-18,2018-01-18,1,Filomena Silva
Filomena Tassi,Member of Parliament,2015-11-13,2025-03-12,476,"Fillomena Tassi, Filomena  Tassi, Filomena Tasi, Filomena Tassi, Hon. Filomena Tassi, The Honourable Filomena Tassi, P.C., M.P."
Filomina Tassi,Minister of Labour,2018-06-18,2020-08-27,3,Filomina Tassi
Fin D,Member of Parliament,2016-10-27,2016-10-27,1,Fin D
Fin Donnelly,Member of Parliament,2010-09-28,2019-05-15,193,"Fin Donelly, Fin Donnelley, Fin Donnelly, Fin Donnelly, M.P., Fin Donnely, Finn Donnelly, Mr. Fin Donnelly, MP, finn Donnelly"
Findlay Kerry-lynne,Associate Minister,2013-03-19,2013-03-19,1,Findlay Kerry-Lynne
Finley Diane,Member of Parliament,2014-11-14,2019-05-30,2,Finley Diane
Finn Long,Policy Advisor,2021-11-22,2025-03-11,75,"Finn  Long, Finn  Long , Finn Long"
Finpay Meeting,Senior Government Representative,2015-11-18,2015-11-18,1,FinPay meeting 2015
Fiolmena Tassi,"Minister, Employment, Workforce Development and Labour",2020-03-12,2020-03-12,1,Fiolmena Tassi
Fion Anastassiades,"Advisor, Policy and Stakeholder Relations",2012-02-02,2014-03-03,42,"Fion Anastassadies, Fion Anastassiadees, Fion Anastassiades, Mr. Fion Anastassiades"
Fiona Gilfillan,Assistant Deputy Minister,2010-08-03,2023-03-01,108,"Fiona Gilfilian, Fiona Gilfillan, Fiona Gilfillian, Fionna Gilfillan"
Fiona Gillifan,Assistant Deputy Minister,2017-09-26,2017-09-26,1,Fiona Gillifan
Fiona Hill,"Manager, Harmonization and Special Initiatives",2023-12-14,2023-12-14,1,Fiona  Hill 
Fiona Keith,Legal Advisor,2020-11-05,2022-10-28,4,Fiona Keith
Fiona Mantha,Financial Investment Analyst,2022-12-16,2025-02-24,43,Fiona Mantha
Fiona Simons,Director of Policy,2018-10-23,2023-06-15,454,"Fiona  Simmons, Fiona  Simon, Fiona  Simons, Fiona Simmons, Fiona Simons, Fiona Simons , fiona simmons, fiona simons"
Fiona Zuzarte,Senior Science and Technology Advisor,2018-10-30,2021-07-16,2,Fiona Zuzarte
Fiore Pace,Deputy Director,2015-04-24,2020-02-06,3,Fiore Pace
Fitzgerald Paul,Senior Policy Advisor,2008-07-15,2008-07-15,1,Fitzgerald Paul
Fjodor Jemcov,Special Assistant,2017-02-01,2017-02-01,1,Fjodor Jemcov
Flaherty Jim,"Minister, Finance",2013-10-23,2013-10-23,1,Flaherty Jim
Flanagan Erin,Director of Policy,2018-09-05,2019-03-20,2,Flanagan Erin
Flavie Major,Director,2024-02-21,2024-05-07,2,Flavie Major
Flora Livesey,"Sector Advisor, Infrastructure and Power",2017-04-19,2017-10-30,4,Flora Livesey
Flora Mak,Deputy Director,2015-02-20,2023-04-27,2,Flora Mak
Flordeliz Gigi Osler,Senator,2024-05-28,2024-05-28,2,Flordeliz Gigi Osler
Flordeliz Osler,Senator,2023-02-09,2025-06-11,14,"FLORDELIZ  Osler, Flordeliz (Gigi) Osler, Flordeliz (Gigi) Osler , Flordeliz Osler"
Flore Kouadio,Competition Advocate,2024-10-31,2024-10-31,1,Flore Kouadio
Florence Bailey,Policy Advisor,2014-12-02,2015-04-29,9,Florence Bailey
Florence Foley,Manager,2024-06-13,2024-08-13,3,"Florence  Foley, Florence  Foley "
Florence Fung,Policy Analyst,2022-01-25,2024-05-10,5,"Florence  Fung, Florence Fung"
Florence Guillot,PARDP,2020-08-06,2020-08-06,1,Florence Guillot
Florence Truong,Analyst,2020-07-10,2020-07-10,1,Florence Truong
Florian Bizindavyi,Program Manager,2021-03-09,2021-03-09,1,Florian Bizindavyi
Florian Leuprecht,Policy Advisor,2014-10-02,2014-10-02,1,Florian Leuprecht
Florian Olsen,Parliamentary Affairs,2011-11-01,2015-07-29,58,"Floian Olsen, Florian Olsen"
Folkes Tiara,"Special Advisor, Policy and Regional Affairs",2018-02-28,2018-02-28,1,Folkes Tiara
Foran John,Director,2014-12-17,2014-12-17,1,Foran John
Forbes Chris,Deputy Minister,2017-09-25,2017-09-25,1,Forbes Chris
Forgeron Jean Guy,Senior Assistant Deputy Minister,2020-06-04,2020-06-18,2,Forgeron Jean Guy
Forgeron Jean-guy,"Vice President, Operations",2011-11-29,2025-03-11,2,Forgeron Jean-Guy
Fortier Patricia,Ambassador to the Dominican Republic,2009-01-26,2009-01-26,1,Fortier Patricia
Fortier Suzanne,President,2008-11-04,2008-11-04,1,Fortier Suzanne
Fortin Anna-marie,Internal Trade Promotion Office,2017-02-08,2017-02-08,1,Fortin Anna-Marie
Fotini Diamandis,Member of Parliament,2019-05-06,2019-05-06,1,Fotini Diamandis
Fracois Da Sylva,"Manager, Banking",2010-10-07,2011-10-26,2,"Fracois Da Sylva, Francois Da Sylva"
Francois Masse,"Director General, Blue Economy Policy Directorate",2013-09-20,2024-12-20,14,"Fracoise Masse, Francois Masse, Francoise Masse, François Masse"
Franc Larocque,Junior Financial Analyst,2024-06-07,2024-06-07,1,Franc Larocque
Franca Gatto,Director,2017-09-11,2024-04-10,15,"Franca  Gatto, Franca Gatto"
France Beaudet,"Associate Director, Compliance Directorate",2020-09-25,2025-02-12,5,France Beaudet
France Bergeron,"Director, Programs and Operations",2013-10-08,2013-10-08,1,France Bergeron
France Bernard,Manager,2022-10-24,2022-10-24,1,France  Bernard
France Bolduc,Senior Procurement Advisor | Procurement Specialist,2017-09-13,2017-09-13,1,France Bolduc
France Bonsant,Member of Parliament,2010-09-21,2011-03-02,16,"FRANCE BONSANT, France Bonsant"
France Chevalier Duvnjak,Special Advisor,2023-03-09,2023-03-09,1,France Chevalier Duvnjak
France Fortier,"Director, Periodical Publishing Policy and Programs",2019-07-31,2023-10-20,11,France Fortier
France Guimond,Assistant Deputy Minister,2013-12-11,2016-12-19,3,France Guimond
France Jacovella,Director General,2015-05-01,2015-12-11,7,France Jacovella
France Lavergne,"Special Assistant, Operations",2009-11-03,2009-11-03,1,France Lavergne
France Pegeot,Executive Vice President,2010-01-18,2025-05-12,115,"France Pegeot, France Pegéot, France Pégeot"
France Pitre,Director,2017-02-28,2017-02-28,1,France Pitre
France Tartaix,Program Officer,2020-03-05,2025-02-26,21,"France Tartaix, Frances Tartaix"
France Tremblay,Advisor,2019-05-21,2019-05-31,2,France Tremblay
France Vaillancourt,Manager,2024-01-24,2024-01-24,1,France Vaillancourt
Frances Adm,McRae,2018-10-23,2018-10-23,1,Frances ADM
Frances Allen,"Vice Chief of Staff, Defence",2017-06-15,2024-07-03,7,Frances Allen
Frances Cosstick,International Development Project Advisor,2017-05-04,2017-05-04,1,Frances Cosstick
Frances Hall,Director,2014-10-09,2021-01-27,3,"FRANCES HALL, Frances Hall"
Frances Lankin,Senator,2016-05-03,2024-06-10,83,"Frances Lankin, Frances Larkin, Francis Lankin, SENATOR FRANCES LANKIN, The Honourable Senator Frances Lankin, francis Lankin"
Frances Mcrae,Assistant Deputy Minister,2015-10-14,2025-05-14,186,"Frances  McRae, Frances MacRae, Frances McCrae, Frances McRae, Frances McRea, Frances Mcrae, Francis  McRae , Francis McRae"
Frances Tanner,"Country Program Manager, Zambia",2008-11-27,2010-05-05,2,Frances Tanner
Frances Zhang,"Principal Analyst, Digital Innovation Impact Hub",2023-01-20,2023-01-20,1,Frances Zhang
Francesca Addante,"Manager, Western Canada",2022-12-05,2022-12-05,1,Francesca Addante
Francesca Desaulniers,Senior Administrative Assistant,2021-05-04,2022-11-23,4,"Francesca  Desaulniers, Francesca Desaulniers"
Francesca Mcconnell,Manager,2023-05-30,2023-05-30,1,francesca  mcconnell
Francesco Biondi-morra,Parliamentary Secretary,2016-05-12,2019-05-30,20,Francesco Biondi-Morra
Francesco Del Bianco,Director General,2008-10-02,2024-03-20,36,"Francesco  Del Bianco, Francesco  Del Bianco , Francesco  Del Bianco  , Francesco Del Bianco, Francesco Del Bianco , Francesco Del Biano, Francesco Del Blanco, Francisco Del Bianco, francesco delbianco"
Francesco Sorbara,Member of Parliament,2015-12-01,2025-03-18,1296,"Frances Sorbara, Francesco   Sorbara , Francesco  Sorbara, Francesco Sarbora, Francesco Sobara, Francesco Sobera, Francesco Sorbara, Francesco Sorbara , Francesco Sorbara, M.P., Francesco Sorbera, Francesco Sorbora, Francesco Sorbrara, Franceso Sorbara, Francisco Sorbara, Franciso Sorbara, Frank Sorbara, Fransceco Sorbara, Fransesco Sorbara, Mr. Francesco Sorbara, francesco sorbara"
Francie Ducros,"Assistant Secretary, Social and Cultural Sector",2019-07-02,2019-07-02,1,Francie Ducros
Francine Desharnais,Advisor,2021-12-17,2024-12-16,4,"Francine Desharnais, Francine Desharnais "
Francine Girard-griffith,Acting Assistant Deputy Minister,2008-11-17,2011-01-13,3,Francine Girard-Griffith
Francine Guay,Constituency Assistant,2017-02-24,2017-02-24,1,Francine Guay
Francine Lalonde,Member of Parliament,2010-10-26,2010-10-27,2,Francine Lalonde
Francine Morin,Scheduling Assistant,2013-09-20,2013-09-20,1,Francine Morin
Francine Noftle,Director,2012-05-28,2016-10-26,7,Francine Noftle
Francine Pauvif,"Special Assistant, Operations",2024-02-15,2024-05-22,3,Francine Pauvif
Francis Pigeon,Executive Director,2019-02-25,2025-02-10,10,"Francine Pigeon, Francis Pigeon"
Francine Proulx,Senior Development Officer,2015-11-24,2015-11-24,1,Francine Proulx
Francine Raynault,Member of Parliament,2011-09-29,2015-04-01,39,"FRANCINE RAYNAULT, Francince Raynault, Francine Raynault, Francine Raynault, M.P., Francine Rayneault, Ms. Francine Raynault, M.P."
Francois Champagne,Minister,2016-11-15,2020-04-30,5,"Francois Champagne, Hon. Francios Champagne"
Francois De Champlain,"Sector Specialist, Plant Health and Pesticides",2022-02-08,2025-01-17,6,"Francios De Champlain, Francois de Champlain, François de Champlain"
Francios Giroux,Judicial Affairs Advisor,2023-04-13,2023-08-01,2,Francios Giroux
Francios-philippe Champagne,"Minister, Industry",2023-06-06,2023-06-06,1,Francios-Philippe Champagne
Francois Beaudry,Policy Advisor,2010-10-06,2012-08-15,205,"Frances Beaudry, Francis Beaudry, Francois Beaudry, Francois Beaurdy, Francois Beudry, François Beaudry"
Francis Beausoleil,Assistant,2021-12-21,2021-12-21,3,Francis Beausoleil
Francis Bedros,Chief of Program | Deputy Director,2016-03-22,2016-03-22,1,Francis Bedros
Francis Bergeron,Competition Law Officer,2023-11-02,2023-11-02,1,Francis  Bergeron
Francis Bertrand-laferniere,Regional Advisor and Executive Assistant,2022-07-07,2022-07-07,1,Francis Bertrand-Lafernière
Francis Bertrand-lafreniere,"Executive Assistant, Quebec",2021-03-30,2022-11-22,6,"Francis Bertrand-Lafreniere, Francis Bertrand-Lafrenière"
Francis Bilodeau,Associate Deputy Minister,2009-08-18,2025-05-30,367,"Francis  Bilodeau, Francis Bilodeau, Francis Bilodeau , Françis Bilodeau"
Francis Boyer,Junior Analyst,2018-03-01,2018-03-01,1,Francis Boyer
Francis Brisson,"Assistant Deputy Minister, Corporate Management and Service Sector",2024-11-05,2024-11-05,1,Francis  Brisson
Francis Castonguay,Director General,2018-03-29,2024-01-09,5,Francis Castonguay
Francis Charette,Special Assistant,2012-07-05,2012-07-05,1,Francis Charette
Francis Chechile,Communications Assistant,2022-01-20,2023-02-03,3,Francis Chechile
Francis Cornut,CTI,2025-05-27,2025-05-27,1,Francis Cornut
Francis Czyzowicz,Assistant to Member of Parliament,2016-02-25,2016-03-08,2,Francis Czyzowicz
Francis Dorsemaine,Deputy Director,2014-10-30,2025-03-31,8,"Francis Dorsemaine, François Dorsemaine"
Francis Drouin,Member of Parliament,2015-12-01,2025-02-11,1313,"FRANCIS DROUIN, FRANK DROUIN, Frances  Drouin, Frances Drouin, Francis   Drouin, Francis  Drouin, Francis  Drouin , Francis Douin, Francis Droin, Francis Drouin, Francis Drouin , Francis Drouin MP, Francis Droulin, Francois Drouin, Franics Droulin, Franis Drouin, Frank Drouin, HON. FRANCIS DROUIN, Mr. Francis Drouin, francis Drouin, francis drouin"
Francis Fox,Senator,2010-05-10,2011-03-08,9,"Francis Fox, The Honourable Francis Fox"
Francis Huot,Senior Trade Commissioner,2024-02-01,2024-05-23,2,"Francis  Huot, Francis Huot"
Francis Jacques,"Coordination Officer, Environmental Programs",2024-02-28,2024-10-30,2,Francis Jacques
Francis Jobin,Chief of Staff,2024-04-23,2025-01-30,3,"Francis  Jobin, Francis Jobin"
Francis Kiromera,Senior Policy Analyst,2024-07-10,2024-07-10,1,Francis Kiromera
Francis Levesque,Parliamentary Assistant,2017-05-01,2022-02-10,5,"Francis Lévesque, francis  Levesque "
Francis Maguire,Deputy Minister,2019-01-23,2019-01-23,1,Francis Maguire
Francis Mailley,Parliamentary Assistant,2010-11-25,2010-11-25,1,Francis Mailley
Francis Mailly,Exempt Staff,2010-11-25,2010-11-25,1,Francis Mailly
Francis Mcguire,President,2017-07-13,2022-11-21,44,"Francis  McGuire, Francis McGuire, Francis Mcguire"
Francis Michaud,"Director, Audit Operations",2017-07-28,2017-07-28,1,Francis Michaud
Francis Nolan Poupart,"Senior Advisor, Strategic Policy",2021-03-04,2021-03-04,1,Francis Nolan Poupart
Francis Roy,Staffer to Senator,2018-11-22,2018-11-22,1,Francis Roy
Francis Scarpaleggia,Member of Parliament,2008-11-17,2025-03-04,321,"Frances Scarpaleggia, Francid Scarpaleggia, Francis SCARPALEGGIA, Francis Scapaleggia, Francis Scarpagleggia, Francis Scarpaleegia, Francis Scarpaleggi, Francis ScarpaleggiA, Francis Scarpaleggia, Francis Scarpalegia, Francis Scarpallaggia, Francis Scarpallagia, Francis Scarpallegia, Francis Scarpelaggia, Francis Scarpeleggia, Francis Scarpellagia, Frank Scarpaleggia, francis scarpalegia"
Francis Tersigni,Minister Exempt Staff,2021-07-02,2021-07-02,1,Francis Tersigni
Francis Trudel,"Associate Chief Human Resources Officer, Canada",2022-12-14,2024-03-27,2,Francis Trudel
Francis Villeneuve,Deputy Director,2016-01-22,2019-01-31,10,Francis Villeneuve
Francis-bertrand Lafremiere,Parliamentary Secretary,2020-08-19,2020-08-19,1,Francis-Bertrand Lafremière
Francisco Rivadeneyra,"Director, CBDC and Fintech Policy and Research",2022-11-15,2024-10-22,2,"Francisco  Rivadeneyra, Francisco Rivadeneyra"
Franco Germano,Director,2012-01-27,2012-01-27,1,Franco Germano
Francoid Bedard,"Sector Specialist, Pork",2013-08-14,2013-08-14,1,Francoid Bedard
Francois Barrette,Industrial Analysis and Development Officer,2013-09-27,2014-03-11,2,François Barrette
Francois Beaulieu,Expert Advisor,2020-12-15,2022-07-13,4,Francois Beaulieu
Francois Belisle,Assistant,2016-03-24,2016-03-24,1,Francois Belisle
Francois Bertrand-lafreniere,Regional Advisor,2022-09-26,2022-09-26,1,Francois Bertrand-Lafreniere
Francois Boileau,Taxpayers' Ombudsperson,2020-11-23,2024-02-20,7,"Francois Boileau, François  Boileau, François Boileau"
Francois Boudreault,Analyst,2010-09-23,2011-09-15,10,"François Boudreau, François Boudreault"
Francois Boulanger,Director,2013-11-06,2013-11-06,1,François Boulanger
Francois Boulay,Strategic Advisor,2021-02-23,2021-02-23,1,Francois Boulay
Francois Brunet,Chief Information Officer,2022-02-14,2022-02-14,1,Francois Brunet
Francois Cadieux,Senior Research Officer,2014-12-09,2014-12-09,1,François Cadieux
Francois Champayne,Parliamentary Secretary,2016-02-04,2016-10-18,2,"Francois Champayne, Francois P. Champagne"
Francois Champlain,Director of Policy,2023-05-09,2023-05-09,1,François Champlain
Francois Choquette,Member of Parliament,2011-10-27,2019-04-15,105,"FRANÇOIS CHOQUETTE, Francois Choequette, Francois Choquette, Francois Coquette, Francoise Choquette, François Choquette, François Choquette, M.P."
Francois Chouinard,Senior Advisor | Economist,2022-07-15,2024-11-01,5,Francois Chouinard
Francois Collins,Director General,2018-03-06,2018-04-11,2,Francois Collins
