CleanName_version3,CleanTitle_version3,first_appearance,last_appearance,count,dpoh_name_raw
Edward Straw,"Vice President, Corporate Financing",2009-02-03,2009-02-09,2,Edward Straw
Edward Trippel,Research Scientist,2022-11-30,2025-02-25,10,Edward Trippel
Edwards Gary,Tax Policy Officer,2016-10-28,2016-10-28,1,Edwards Gary
Edwige Affaa,Program Officer,2024-04-05,2024-04-05,1,Edwige Affaa
Edwin Holder,"Minister of State, Science and Technology",2014-10-14,2015-06-30,3,Edwin Holder
Edyta Dwojewska,Regional Program Development Team Leader,2024-06-13,2024-06-13,1,Edyta Dwojewska
Eesha Chaudhry,Intern,2022-11-18,2022-11-18,1,Eesha Chaudhry
Effie Panousos,Senior Policy Analyst,2023-04-21,2024-02-01,3,Effie Panousos
Effie Triantafilopoulos,Member of Parliament,2020-08-20,2020-08-20,1,Effie Triantafilopoulos
Ehren Corey,President and CEO,2021-01-15,2023-12-15,4,Ehren Corey
Ehren Cory,Chief Executive Officer,2020-11-26,2025-02-25,16,"Ehren Cory, Ethen Cory"
Ehsan Alavi,Special Assistant to Member of Parliament,2012-06-07,2012-06-07,1,Ehsan Alavi
Eiad El Fateh,Senior Policy Analyst,2021-04-23,2021-04-23,1,Eiad El Fateh
Eiad El-fateh,Director,2021-04-21,2021-04-21,1,Eiad El-Fateh
Eileen Boyd,Assistant Cabinet Secretary,2012-02-29,2012-02-29,1,Eileen Boyd
Eileen Clarkin,Senior Policy Advisor,2017-04-20,2017-04-20,1,Eileen Clarkin
Eileen Hinton,Communications Advisor,2019-03-20,2019-04-04,2,Eileen Hinton
Eileen Stewart,"Deputy Director, Cuba and Nicaragua",2024-05-10,2024-06-10,3,"Eileen  Stewart, Eileen Stewart"
Eilliam Kuchapski,Special Assistant,2009-11-24,2009-11-24,1,Eilliam Kuchapski
Eiman Zarrug,Executive Assistant,2018-01-22,2018-01-29,2,Eiman Zarrug
Elisabeth Briere,Member of Parliament,2020-02-04,2025-02-27,96,"Elisabeth Briere, Elisabeth Brière, Éisabeth Brière, Élisabeth Brière"
Eitan Waldman,Policy Analyst,2020-08-13,2023-10-31,11,Eitan Waldman
Ej Kenny,Commander,2022-11-08,2022-11-08,1,EJ Kenny
Ekaterina Stoica,"Senior Analyst, Secretariat",2022-10-31,2025-03-05,2,Ekaterina Stoica
Ekaternya Nova,Senior Policy Advisor,2023-11-21,2023-11-21,1,Ekaternya Nova
El Mehdi Haddou,Veterinary Officer,2018-10-24,2018-10-24,1,El Mehdi Haddou
Elaine Chong,Senior Advisor,2020-09-15,2021-06-16,9,"Elaina Chong, Elaine Chong"
Elaina Liang,Policy Analyst,2023-03-06,2025-05-12,6,Elaina Liang
Elaine Brown,"Director of Operations, Northeast Ontario Operations",2022-04-29,2022-04-29,1,Elaine Brown
Elaine Chatigny,Branch Head,2015-09-15,2018-06-07,14,"Elaine Chatigny, Elaine Chattigny, Élaine Chatigny"
Elaine Cote,Parliamentary Assistant,2023-11-08,2024-11-06,7," Élaine Côté, Elaine Cote, Élaine  Côté, Élaine Côté"
Elaine De Granpre,"Manager, Food and Nutrition Education",2015-01-16,2015-01-16,1,Elaine De Granpré
Elaine Feldman,President,2008-09-24,2013-03-06,49,Elaine Feldman
Elaine Furie,Constituency Assistant,2018-12-17,2018-12-17,1,Elaine Furie
Elaine Mccoy,Senator,2009-03-06,2020-02-25,71,"ELAINE McCoy, Elaine McCoy, Elaine Mccoy"
Elaine Michaud,Member of Parliament,2011-10-03,2015-07-14,35,"Elaine Michaud, Eleaine Michaud, ÉLAINE MICHAUD, Élaine Michaud"
Elaine Nixon,Chief of Operations,2022-12-01,2022-12-01,1,Elaine Nixon
Elaine Saunders,"Manager, Licensing, MMPR",2015-08-20,2015-08-20,1,Elaine Saunders
Elaine Wong,Senior Scientific Evaluator,2021-01-14,2021-01-14,1,Elaine Wong
Elan Harper,Policy Advisor,2024-01-10,2025-03-10,159,"Elan  Harper, Elan  Harper , Elan Harper, Elan Harper , Elana Harper"
Elana Cherry,"Associate Director, GIVD, TPD",2014-06-04,2014-06-04,1,Elana Cherry
Elana Mitchell,Special Regional Assistant to the Minister,2021-02-18,2021-02-18,1,Elana Mitchell
Elana Pal,Senior Officer,2016-11-09,2016-11-09,1,Elana Pal
Elder Bains,Chief of Staff,2016-02-04,2016-02-04,1,Elder Bains
Elder Marques,Chief of Staff,2016-01-11,2020-09-16,397,"Elden Marques, Elder C. Marques, Elder Marques, Elders Marques, elder marques"
Elder Marquez,Senior Advisor,2016-02-08,2019-03-27,8,"Elder Maques, Elder Marquez"
Eldon Holder,Director,2021-03-19,2021-03-19,1,Eldon Holder
Eleanor Catenaro,Press Secretary,2018-10-16,2018-10-16,1,Eleanor Catenaro
Eleanor Haine-bennett,Program Officer,2020-10-22,2020-10-22,1,Eleanor Haine-Bennett
Eleanor Hornback,Senior Policy Advisor,2024-06-05,2024-06-05,1,Eleanor Hornback
Eleanor Hughes,Director of Policy,2021-12-16,2023-03-21,7,Eleanor Hughes
Eleanor Hugues,Senior Advisor,2022-03-02,2022-03-02,1,Eleanor Hugues
Eleanor Johnston,Senior Special Assistant,2009-05-12,2010-03-30,5,"ELEANOR JOHNSTON, Eleanor Johnston"
Eleanor Ryan,"Senior Chief, Structural Initiatives",2008-07-21,2022-10-18,33,Eleanor Ryan
Eleanor Toews,Manager,2021-02-24,2021-06-29,3,Eleanor Toews
Eleanore Catenaro,Director of Communications,2014-10-06,2020-06-12,2,Eleanore Catenaro
Elena Humeniuk,Program Manager,2019-03-22,2019-04-16,2,Elena Humeniuk
Elena Lungu,Manager,2015-07-29,2020-12-09,2,Elena Lungu
Elena Milicevic,Policy Analyst,2019-05-01,2019-05-01,1,Elena Milicevic
Elena Mitchell,Senior Operations Manager,2020-04-09,2025-05-15,37,"Elena Mitchel, Elena Mitchell"
Elena Pierce,Acting Manager,2023-08-29,2023-08-29,1,Elena Pierce
Eleonora Di Salvo,"Manager, Alcohol Policy",2022-10-28,2022-10-28,1,Eleonora  Di Salvo
Eleonore Rupprecht,Trade Commissioner,2024-08-28,2025-03-28,4,Eleonore Rupprecht
Eli Ahsassi,Member of Parliament,2016-05-02,2023-10-18,2,"Eli  Ehassi, Eli Ahsassi"
Eli Arkin,Senior Environmental Advisor,2024-02-21,2024-02-21,1,Eli Arkin
Eli Kallab,"Policy Advisor, Stakeholder Relations",2023-07-05,2023-07-05,1,Eli Kallab
Elie Salibi,Policy Advisor,2008-11-17,2013-12-12,128,"ELIE SALIBI, Eli Salibi, Elie Salebi, Elie Salibi, Ely Salibi"
Eli Schuster,Communications Advisor,2008-11-27,2008-11-27,1,Eli Schuster
Elias Abourizk,"Director, Policy and Negotiations",2018-08-24,2024-10-03,13,Elias Abourizk
Elias Collette,Director General,2023-09-28,2023-09-28,1,Elias Collette
Elias Nelson,Senior Advisor,2019-03-28,2020-12-02,6,Elias Nelson
Elias Rafoul,"Vice President, Accreditation Services",2019-05-09,2019-05-09,1,Elias Rafoul
Elie Kallab,Director of Policy,2023-02-17,2025-01-16,60,"Elie  Kabab , Elie  Kallab, Elie Kallab, Elie Kallab, , Elie kallab"
Elin Miller,Senior Policy Analyst,2018-05-01,2020-05-19,2,Elin Miller
Eline Hu,"Advisor, Parliamentary Affairs",2019-04-02,2019-04-09,5,"Eline HU, Eline Hu, Éline Hu"
Elinor Mcnamee,Specialist,2020-05-19,2020-05-19,1,Elinor McNamee
Eliot Bergeron,Communications Assistant,2025-01-16,2025-01-16,1,Eliot Bergeron
Elliot Hughes,Policy Advisor,2015-12-18,2019-04-18,447,"ELLIOT HUGHES, Eliot Hughes, Elliot Hugh, Elliot Hughes, Elliot Hugues, Elliott Hughes, Elliott Hugues"
Eliot Phillipson,President,2009-03-23,2009-03-23,1,Eliot Phillipson
Elisa Kaltcheva,Senior Desk Officer,2015-11-24,2015-11-24,1,Elisa Kaltcheva
Elisa Lieff,Senior General Counsel,2012-01-18,2012-01-18,1,Elisa Lieff
Elisa Mayhew,Assistant Comptroller General,2014-10-29,2014-10-29,1,Elisa Mayhew
Elisabeth Anctil,Senior Development Officer,2023-10-03,2023-10-03,1,Elisabeth  Anctil 
Elisabeth Bertrand,Acting Executive Director,2014-10-03,2019-05-08,3,Elisabeth Bertrand
Elisabeth Chatillon,Assistant Deputy Minister,2009-04-09,2009-04-09,1,Élisabeth Châtillon
Elisabeth D'amours,Policy Advisor,2021-03-01,2025-05-15,209,"Elisabeth  d'Amours, Elisabeth D'Amours, Elisabeth d'Amours, Elisabeth d'Amours , Elisabeth d'Armours, Élisabeth  D’Amour, Élisabeth  d'Amours, Élisabeth D'Amours"
Elisabeth Eid,Assistant Deputy Minister,2020-11-15,2020-11-27,2,Elisabeth Eid
Elisabeth Humphrey,Analyst,2020-05-19,2020-05-19,1,Elisabeth Humphrey
Elisabeth Huot,Trade Policy Officer,2025-05-14,2025-05-14,1,Elisabeth Huot
Elisabeth Lander,Associate Director,2019-02-04,2019-02-04,1,Elisabeth Lander
Elisabeth Lang,"Superintendent, OSB",2022-10-14,2022-10-14,1,Elisabeth Lang
Elisabeth Lecoursiere,"Director, Outreach and Marketing",2019-07-03,2020-02-04,2,"Elisabeth Lecoursiere, Elizabeth Lacoursiere"
Elisabeth Paul,Chief of Staff | Executive Assistant to the Minister,2023-11-09,2023-11-09,1,Elisabeth Paul
Elisabetta Kerr,"Analyst and Economist, Indigenous Policy and Northern Division",2024-10-04,2024-10-04,1,Elisabetta Kerr
Elisapee Sheutiatik,"Director, Regional Affairs",2012-12-12,2012-12-12,1,Elisapee Sheutiatik
Elise Boisjoly,Assistant Deputy Minister,2019-07-05,2021-06-18,5,"Elise Boisjoly, Élise Boisjoly"
Elise Lacaille,Policy Analyst,2025-01-13,2025-01-14,2,Elise Lacaille
Elise Laiolino,Special Assistant,2018-05-22,2018-05-22,1,Elise Laiolino
Elise Lavigne,"Director, National Programs, Fisheries Resource Management",2019-11-27,2021-05-14,2,Elise Lavigne
Elise Maiolino,Senior Gender and Diversity Advisor,2018-04-05,2021-06-11,39,Elise Maiolino
Elise Racine,Senior Policy Analyst,2014-03-20,2014-03-20,1,Elise Racine
Elise Renaud,Director,2023-05-19,2024-11-19,5,"Elise  Renaud, Elise Renaud"
Elise Saint-martin,Executive Assistant,2018-11-22,2018-11-22,1,Élise Saint-Martin
Elise Wagner,Director of Policy,2019-01-08,2024-06-25,159,"Elise  Wagner, Elise Wagner"
Elise Wiebe,Member of Parliament,2024-02-28,2024-02-28,1,Elise Wiebe
Elisha Ram,Associate Assistant Deputy Minister,2008-11-12,2024-05-21,72,Elisha Ram
Elissa Golberg,Assistant Deputy Minister,2011-07-28,2024-12-19,87,"Elisa Golberg, Elissa A Golberg, Elissa Golberg, Elissa Goldberg, Eliza Goldberg"
Elissa Golbert,Director General,2011-07-28,2011-07-28,1,Elissa Golbert
Elissa Tilley,"Regional Director, Communications – Atlantic Region",2015-06-15,2015-06-15,1,Elissa Tilley
Eliza Ngai,Metallurgical Engineer,2022-07-02,2022-07-02,1,Eliza Ngai
Elizabeth Allen,Deputy Director,2020-06-09,2022-10-07,3,"Elizabeth  Allen, Elizabeth Allen"
Elizabeth Anderson,Senior Special Assistant,2018-01-18,2024-02-07,99,"Elizabeth  Anderson, Elizabeth Anderson"
Elizabeth Arsenault,Atlantic Desk,2017-05-18,2025-02-24,111,"Elizabeth  Arsenault, Elizabeth  Arsenault , Elizabeth  Arseneault , Elizabeth Arsenault, Elizabeth Arsenault , Elizabeth Arseneault"
Elizabeth Atkinson,Senior Policy Manager,2021-09-21,2021-09-21,1,Elizabeth Atkinson
Elizabeth Barker,Vice Chair,2017-09-14,2019-12-05,3,Elizabeth Barker
Elizabeth Baxter,Economic Advisor,2022-09-07,2024-10-31,3,Elizabeth Baxter
Elizabeth Beckett,Director,2017-10-17,2025-04-04,9,"Elizabeth  Beckett, Elizabeth Beckett"
Elizabeth Boston,"Director, Mathematical, Environmental and Physical Division",2019-03-21,2019-03-21,1,Elizabeth Boston
Elizabeth Brandon-williams,Project Manager,2019-04-10,2019-04-10,1,Elizabeth Brandon-Williams
Elizabeth Briere,Parliamentary Secretary,2020-02-04,2024-11-20,3,"Elizabeth Brière, elizabeth Brière , Élizabeth Brière"
Elizabeth Cabrera,"Special Assistant, Policy",2008-08-26,2009-12-16,4,Elizabeth Cabrera
Elizabeth Cahill,Senior Policy Analyst,2013-09-25,2013-09-25,1,Elizabeth Cahill
Elizabeth Campbell,Parliamentary Assistant,2020-10-13,2023-07-11,3,"Elizabeth  Campbell, Elizabeth Campbell"
Elizabeth Casuga,Director,2009-07-14,2023-10-16,4,Elizabeth Casuga
Elizabeth Chalmers,Director,2025-05-26,2025-05-26,1,Elizabeth  Chalmers
Elizabeth Champoux,Chief of Staff,2022-03-04,2022-03-04,1,Elizabeth Champoux
Elizabeth Cheesbrough,Director of Policy,2012-11-22,2024-07-17,89,"Elizabeth  Cheesbrough, Elizabeth  Cheesbrough , Elizabeth Cheesborough, Elizabeth Cheesbrough, Elizabeth Cheesbrough,, Elizabeth Chessbrough, elizabeth Cheesbrough"
Elizabeth Cheesebrough,Senior Policy Advisor,2019-04-23,2019-04-23,1,Elizabeth Cheesebrough
Elizabeth Clark,Director General,2024-09-23,2024-09-23,1,Elizabeth Clark
Elizabeth Clarke,Deputy Director,2014-11-07,2024-11-20,8,"Elizabeth  Clarke , Elizabeth Clarke"
Elizabeth D'amours,Director of Policy,2022-01-06,2022-01-07,2,Elizabeth D'Amours
Elizabeth Davidson,Director of Communications,2022-09-27,2022-09-27,1,Elizabeth Davidson
Elizabeth Daylor,Director,2024-03-14,2024-03-14,1,Elizabeth Daylor
Elizabeth Denham,Assistant Privacy Commissioner,2008-07-10,2010-04-28,32,Elizabeth Denham
Elizabeth Dodds,Chief of Staff,2009-02-02,2009-03-03,3,Elizabeth Dodds
Elizabeth Douglas,Director General,2018-03-21,2018-11-29,3,Elizabeth Douglas
Elizabeth Dowdeswell,Lieutenant Governor,2023-11-02,2023-11-02,1,Elizabeth Dowdeswell
Elizabeth Drent,Acting Deputy Director,2014-03-09,2014-03-12,4,Elizabeth Drent
Elizabeth Duncan,Commissioner,2012-02-27,2014-03-05,2,Elizabeth Duncan
Elizabeth Dussault,Manager,2020-12-11,2021-04-08,3,Elizabeth Dussault
Elizabeth Edmondson,"Policy Analyst, Oceans and Fisheries Policy",2017-08-17,2017-08-17,1,Elizabeth Edmondson
Elizabeth Edmonson,Policy Advisor,2024-05-23,2024-05-23,1,Elizabeth  Edmonson
Elizabeth Edwards,Constituency Assistant,2017-05-11,2017-05-11,2,Elizabeth Edwards
Elizabeth Eve,Program Officer,2013-01-09,2013-01-09,1,Elizabeth Eve
Elizabeth Faure,Administrative Assistant,2012-02-15,2012-02-15,2,Elizabeth Faure
Elizabeth Foster,Associate Assistant Deputy Minister,2020-02-25,2023-03-29,10,Elizabeth Foster
Elizabeth Frangos,Constituency Assistant,2022-04-25,2022-04-25,1,Elizabeth Frangos
Elizabeth Gill,"Acting Director, Quebec",2023-07-14,2023-07-14,1,Elizabeth Gill
Elizabeth Hardy,"Project Leader, Behavioural Insights and Policy Innovation",2018-04-05,2018-04-05,1,Elizabeth Hardy
Elizabeth Hendy,Director General,2023-06-15,2023-06-15,1,Elizabeth Hendy
Elizabeth Hubley,Senator,2011-03-08,2017-02-09,29,"Elizabeth Hubley, The Hon. Elizabeth Hubley, elisabeth hubley"
Elizabeth Kaminsky,Policy Analyst,2024-04-10,2024-08-09,2,"Elizabeth  Kaminsky, Elizabeth Kaminsky"
Elizabeth Kennedy,Director,2021-09-28,2024-09-13,2,Elizabeth Kennedy
Elizabeth King,Manager,2023-11-15,2023-11-15,1,Elizabeth King
Elizabeth Lang,Director General,2013-11-01,2013-11-01,1,Elizabeth Lang
Elizabeth Lefrancois,Senior Policy Analyst,2011-05-11,2011-05-11,1,Elizabeth Lefrancois
Elizabeth Macdonald,Regional Advisor,2023-09-13,2023-09-21,2,"Elizabeth MacDonald, Elizabeth MacDonald "
Elizabeth Mackinnon,Director,2021-08-05,2024-02-15,4,"Elizabeth MacKinnon, Elizabeth Mackinnon"
Elizabeth Macpherson,Chairperson,2008-12-10,2011-06-08,2,Elizabeth MacPherson
Elizabeth Marshall,Senator,2010-03-16,2024-10-08,142,"ELIZABETH MARSHAL, Elizabeth (Beth) Marshall, Elizabeth Marshal, Elizabeth Marshall, The Hon. Elizabeth Marshall, The Honourable Elizabeth Marshall"
Elizabeth May,Member of Parliament,2010-09-28,2025-06-04,792,"ELIZABETH MAY, ELizabeth May, Eizabeth May, Elisabeth May, Elizabeh May, Elizabeth   May, Elizabeth  May , Elizabeth Mary, Elizabeth May, Elizabeth May`, Elizebeth May, Hon. Elizabeth May, Ms. Elizabeth May, The Hon. Elizabeth May, elizabeth may"
Elizabeth Mccann,Senior Policy Analyst,2020-10-26,2020-10-26,1,Elizabeth McCann
Elizabeth Moore,"Manager, Dementia Policy Unit",2017-09-19,2024-02-06,8,Elizabeth Moore
Elizabeth Murphy,Policy Advisor,2012-11-27,2014-10-07,16,Elizabeth Murphy
Elizabeth Normandeau-bertrand,"Special Assistant, Issues and Communications",2022-11-08,2023-05-02,2,"Elizabeth  Normandeau-Bertrand, Elizabeth Normandeau-Bertrand"
Elizabeth Orton,Assistant Director,2010-10-07,2022-06-21,3,Elizabeth Orton
Elizabeth Palmer,Staffer,2014-09-26,2014-09-26,1,Elizabeth Palmer
Elizabeth Quenville,Manager,2023-08-29,2023-09-06,2,Elizabeth Quenville
Elizabeth Reid,"Consul and Senior Trade Commissioner, Canada, Atlanta",2025-04-08,2025-04-08,1,Elizabeth Reid
Elizabeth Rhodenizer,Chief Information Officer,2018-11-14,2019-05-01,2,Elizabeth Rhodenizer
Elizabeth Richards,Senior Policy Officer,2021-03-01,2021-11-23,3,Elizabeth Richards
Elizabeth Robertson,Scheduler,2023-04-25,2023-04-25,1,Elizabeth  Robertson
Elizabeth Seale,Senior Policy Manager,2023-07-06,2023-07-06,1,Elizabeth Seale
Elizabeth Seibel,Policy Analyst,2022-12-05,2022-12-05,1,Elizabeth Seibel
Elizabeth Seymour,Staffer,2014-02-04,2015-01-27,3,Elizabeth Seymour
Elizabeth Smalley,"Director, Strategic Planning and Integration",2022-04-22,2024-06-21,7,"Elizabeth  Smalley, Elizabeth Smalley, elizabeth Smalley"
Elizabeth Steele,"Deputy Chief of Staff, MAT",2012-08-27,2013-01-16,2,Elizabeth Steele
Elizabeth Svyatnenko,Policy Analyst,2023-10-13,2023-10-13,1,Elizabeth Svyatnenko
Elizabeth Toller,"Director, Strategic Horizontal Policy Division",2016-12-19,2025-03-04,10,"Elizabeth  Toller, Elizabeth Toller, elizabeth toller"
Elizabeth Troller,"Director General, Health Care Strategies",2024-10-01,2024-10-01,1,Elizabeth Troller
Elizabeth Tromp,Senior Assistant Deputy Minister,2012-10-02,2014-08-12,5,Elizabeth Tromp
Elizabeth Tudor-bezies,Officer,2024-01-15,2024-01-15,1,Elizabeth Tudor-Bezies
Elizabeth Van Allen,"Assistant Deputy Minister, Infrastructure and Environment",2018-01-15,2018-03-14,4,Elizabeth Van Allen
Elizabeth Wademan,President and CEO,2023-08-17,2023-08-17,1,Elizabeth Wademan
Elizabeth Walsh,Fellow,2021-05-06,2021-05-06,1,Elizabeth Walsh
Elizabeth Werszko,Senior Analyst,2024-06-03,2024-06-04,2,Elizabeth Werszko
Elizabeth White-senack,Policy Analyst,2023-05-30,2024-04-17,2,Elizabeth White-Senack
Elizabeth Williams,"Ambassador of Canada to Costa Rica, Honduras and Nicaragua",2018-01-15,2023-09-08,5,Elizabeth Williams
Elizabeth Wong,Policy Advisor,2023-10-04,2025-01-08,39,"Elizabeth  Wong, Elizabeth  Wong , Elizabeth Wong, elizabeth wong"
Elizabeth Young,Deputy Chief Information Officer,2023-05-15,2023-08-03,2,Elizabeth Young
Elizibeth Lander,Assistant Manager,2014-09-10,2014-09-10,1,Elizibeth Lander
Ella Alvarado De Catleugh,Intern,2024-07-22,2024-07-22,1,Ella Alvarado De Catleugh 
Ella Clarke,Staffer,2023-10-24,2024-10-10,8,"Ella  Clarke, Ella  Clarke , Ella Clarke"
Ella Harvey,Intern,2019-05-06,2019-05-06,1,Ella Harvey
