CleanName_version3,CleanTitle_version3,first_appearance,last_appearance,count,dpoh_name_raw
Valerie Laflamme,Associate Vice President,2019-12-05,2025-04-30,47,"Valarie  Laflamme, Valerie LaFlamme, Valerie Laflamme, Valérie  Laflamme, Valérie Laflamme"
Valerie Lagace,Senior General Counsel and Secretary,2012-05-16,2022-11-03,5,"Valerie Lagace, Valerie Lagacé, Valerie Legace, Valérie Lagacé"
Valerie Landry,Partnerships Program Manager,2023-02-22,2023-02-22,1,Valerie Landry
Valerie Leinan,Manager,2015-03-06,2015-03-06,1,Valerie Leinan
Valerie Lupien,Constituency Assistant,2016-09-01,2016-09-01,1,Valérie Lupien
Valerie Momo,Executive Assistant,2020-05-26,2020-05-26,1,Valérie Momo
Valerie Plaskacz,"Manager, Distribution and Access Policy",2014-11-12,2014-11-12,2,Valerie Plaskacz
Valerie Traverse,"Vice President, Corporate Affairs",2011-01-11,2025-05-21,42,"Valerie  La Traverse, Valerie La Traverse, Valerie LaTraverse, Valerie Latraverse, Valérie  La Traverse, Valérie La Traverse, valerie  latraverse"
Valerie Verrier,Senior Advisor,2015-03-11,2016-01-14,2,Valérie Verrier
Valerie Wolf,Policy Advisor,2022-04-27,2022-04-27,1,Valérie Wolf
Valerie Wutti,Executive Director,2009-11-30,2009-11-30,1,Valerie Wutti
Valeriya Staykova,Lead Auditor,2015-10-15,2022-01-28,5,Valeriya Staykova
Valery Mattias,Senior Policy Analyst,2023-10-18,2023-10-18,1,Valery Mattias
Valessa Leblanc,"Director, Constituency",2024-09-24,2024-09-24,2,Valessa Leblanc
Vallier Simard,Manager,2018-08-14,2024-09-10,13,"Vallier  Simard, Vallier Simard"
Van Hemmen David,Policy Advisor,2013-11-21,2013-11-21,1,van Hemmen David
Van Kesteren,Member of Parliament,2010-09-21,2010-09-21,2,Van Kesteren
Van Loo James,Director of Operations,2025-03-21,2025-03-21,1,Van Loo James
Vanada Katar-miller,Director of Policy,2016-03-09,2016-03-09,1,Vanada Katar-Miller
Vandana Kattar,"Deputy Director, Outreach",2016-02-23,2022-04-04,6,"Vanada Kattar, Vandana Kattar"
Vanamberg Linda,Senior Policy Analyst,2014-07-24,2014-07-24,1,VanAmberg Linda
Vance Badawey,Member of Parliament,2016-01-05,2025-03-21,643,"Vance  Badawey, Vance  Badawey , Vance  Badeway, Vance Badaway, Vance Badawey, Vance Badawey, M.P., Vance Badeway, Vance Badewey, Vince Badeway, vance badawey"
Vance Chow,Communication Officer,2014-12-10,2014-12-10,1,Vance Chow
Vance Lockton,Senior Regional Analyst,2015-01-19,2016-03-23,5,Vance Lockton
Vandan Patel,Constituency Assistant,2023-07-25,2023-07-25,1,Vandan Patel
Vandana Fatima Kattar,Director of Policy,2014-07-11,2016-02-05,3,"Vandana Fatima Katar, Vandana Fatima Kattar"
Vandana Kattar-miller,Director of Policy,2015-12-17,2022-04-08,72,"VANDANA KATTAR-MILLER, Vandana Kattar Miller, Vandana Kattar-Millar, Vandana Kattar-Miller, vandana Kattar-Millar"
Vandana Katter-miller,"Director, Policy Affairs, Regional Economic Development",2016-03-23,2016-03-23,2,Vandana Katter-Miller
Vandana Kattra-killer,"Director, Policy Affairs Regional Economic Development",2017-02-02,2017-02-02,1,Vandana Kattra-Killer
Vandana Lattar-miller,"Director, Policy Affairs",2016-07-05,2016-10-13,2,"Vandana Lattar-Miller, Vendana Kattar-Miller"
Vandenbeld Anita,Member of Parliament,2020-09-17,2020-09-17,1,Vandenbeld Anita
Vanderveer Samuel,Policy Advisor,2013-06-13,2013-06-13,1,VANDERVEER SAMUEL
Vanessa Adams,"Special Assistant, Planning and Operations",2017-10-19,2020-06-02,17,Vanessa Adams
Vanessa Albiou,Performance Audit Professional,2021-12-03,2021-12-03,1,Vanessa Albiou
Vanessa Alboiu,"Assistant Deputy Minister, VFM 0D",2021-05-20,2021-05-20,1,Vanessa Alboiu
Vanessa Anstead,Visits Officer,2020-10-05,2020-10-05,1,Vanessa Anstead
Vanessa Blair,Senior Program Officer,2019-04-10,2023-03-21,6,Vanessa Blair
Vanessa Brochet,Executive Director General,2020-01-30,2020-01-30,1,Vanessa Brochet
Vanessa Bursey,Staffer to Member of Parliament,2017-03-06,2023-04-17,3,Vanessa Bursey
Vanessa Chang,Director,2020-03-11,2020-03-11,1,Vanessa Chang
Vanessa Charlwood,"Associate Regional Director General, West and North",2013-11-29,2024-02-01,3,"Vanessa Charlwood, vanessa  Charlwood"
Vanessa Cheeseman,Senior Business Officer,2023-05-25,2023-10-24,2,Vanessa Cheeseman
Vanessa Chen,Trade Commissioner,2023-02-06,2023-02-06,1,Vanessa Chen
Vanessa Constant,Senior Regulatory Policy and Risk Management Advisor,2019-06-20,2019-06-25,2,Vanessa Constant
Vanessa Cranston,Parliamentary Assistant,2016-09-29,2024-09-11,16,Vanessa Cranston
Vanessa Croy,"Manager, Scripting",2009-02-10,2009-02-10,2,Vanessa Croy
Vanessa Di Cenzo,Policy Advisor,2018-09-24,2018-12-18,2,Vanessa Di Cenzo
Vanessa Gomez,Assistant,2024-05-29,2024-05-29,3,"Vanessa  Gomez, Vanessa Gomez"
Vanessa Gosselin,Editor,2017-03-17,2017-03-17,1,Vanessa Gosselin
Vanessa Hage-moussa,"Deputy Director, Communications",2020-03-30,2024-08-09,15,"Vanessa  Hage-Moussa , Vanessa Hage-Moussa"
Vanessa Hanrahan,Brigadier General,2025-02-27,2025-02-27,1,Vanessa Hanrahan
Vanessa Hodgkins,Executive Assistant,2016-10-25,2016-10-25,1,Vanessa Hodgkins
Vanessa Hortie-rogers,Senior Policy Officer,2022-10-26,2022-12-14,2,Vanessa Hortie-Rogers
Vanessa House Milley,"Manager, Stakeholder Engagement",2019-07-04,2023-06-05,3,"Vanessa  House Milley, Vanessa House Miley, Vanessa House Milley"
Vanessa Mackenzie,Director,2017-01-31,2017-01-31,1,Vanessa Mackenzie
Vanessa Malik,Senior Policy Advisor,2015-09-09,2025-01-29,3,Vanessa Malik
Vanessa Peart,Senior Director,2016-01-18,2025-05-21,24,"Vanessa  Peart, Vanessa Peart"
Vanessa Perrin,Senior Policy Analyst,2023-08-22,2023-08-22,1,Vanessa Perrin
Vanessa Podgurny,"Deputy Director, Mission Support and Training",2022-01-14,2022-01-14,1,Vanessa Podgurny
Vanessa Rydell,Senior Advisor,2024-05-31,2024-05-31,1,Vanessa Rydell
Vanessa Schneider,"Director, Stakeholder Relations and Strategic Planning",2010-04-28,2015-03-10,153,"Vanessa Schneider, Vanessa Schnieder, vanessa Schneider"
Vanessa Schneinder,"Director, Strategic Planning",2014-05-06,2014-05-06,1,Vanessa Schneinder
Vanessa Vermette,Senior Advisor,2016-12-09,2024-12-09,5,Vanessa Vermette
Vanessa Wen,"Executive Director, Strategic Partnerships and Emerging Issues",2024-04-04,2025-03-03,10,"Vanessa  Wen, Vanessa Wen"
Vanja Avdic,Policy Analyst,2018-09-25,2019-04-09,3,"Vanja Advic, Vanja Avdic"
Vanvugt Andrea,Senior Policy Advisor,2013-02-27,2013-02-27,1,vanVugt Andrea
Vanya Berrouet,Senior Gender Equality Specialist,2021-07-14,2021-07-14,1,Vanya Berrouet
Var Payne,Member of Parliament,2013-03-05,2013-04-12,6,La Var Payne
Varisha Naeem,Policy Advisor,2021-07-13,2023-12-19,38,"Varisha Naeem, Varisha Naeem , varisha Naeem"
Varisha Name,"Special Assistant, Cabinet Affairs and Policy",2023-05-04,2023-05-04,1,Varisha Name
Varuna Sahgal,Senior Advisor,2018-07-04,2018-11-07,3,Varuna Sahgal
Vasanthy Sivasundaram,Manager,2012-03-22,2012-03-22,1,Vasanthy Sivasundaram
Vasilios Krassakopolous,Manager,2024-03-13,2024-04-09,2,"Vasilios Krassakopolous, Vasilios Krassakopoulos"
Vasken Khabayan,Director,2012-02-08,2021-03-05,5,Vasken Khabayan
Vasken Vosguian,Chief of Staff,2017-08-22,2025-05-08,25,"Vasken  Vosguian, Vasken Vosguian, vasken vosguian"
Vasken Vouguian,"Director, Parliamentary Affairs",2022-04-28,2022-04-28,1,Vasken Vouguian
Vats Nipun,Assistant Deputy Minister,2017-02-08,2024-05-13,4,Vats Nipun
Vaughan Lantz,"Director, Program Coherence and Effectiveness Division",2016-06-01,2016-06-01,1,Vaughan Lantz
Vaughn Adam,Member of Parliament,2016-11-29,2016-11-29,1,Vaughn Adam
Vaughn Lantz,Director,2020-05-26,2021-06-08,2,Vaughn Lantz
Vaux Julie,Chief of Staff,2014-01-22,2014-01-22,1,Vaux Julie
Vavneet Khinda,Policy Advisor,2017-02-23,2017-02-23,2,Vavneet Khinda
Vecchio Karen,Member of Parliament,2019-02-26,2019-02-26,1,Vecchio Karen
Veena Bhullar,"Advisor, Youth Affairs",2016-09-22,2018-03-19,7,Veena Bhullar
Veena Bhuller,Policy Advisor,2017-09-19,2017-09-19,1,Veena Bhuller
Veena Veena Bhullar,Youth Advisor,2017-12-19,2017-12-19,1,Veena Veena Bhullar
Vefa Atag,Trade Commissioner,2020-10-20,2021-01-25,2,Vefa Atag
Velentin Erikson,Minister of National Revenue,2015-04-02,2015-04-02,1,Velentin Erikson
Velko Tzolov,Director General,2022-11-18,2023-09-28,5,Velko Tzolov
Venessa Adams,Parliamentary Assistant,2017-03-20,2017-03-20,1,Venessa Adams
Venessa Follon,Acting Director,2024-01-15,2024-01-15,1,Venessa Follon
Venetia Lawless,"Manager, Policy Development",2020-06-29,2023-10-23,4,Venetia Lawless
Veniecia Laylor,Executive Assistant to the Chief of Staff,2020-02-19,2020-02-20,2,Veniecia Laylor
Venika Christophe,Director,2024-07-22,2024-07-22,1,Venika Christophe
Venner Gordon,Assistant Deputy Minister,2013-02-26,2013-02-26,1,Venner Gordon
Vera Kochermin,Senior Assessment Officer,2021-07-13,2021-07-13,1,Vera Kochermin
Vera Madic,"Assistant, Linda Lapointe",2019-08-20,2019-08-20,1,vera madic
Vera Morbey,Analyst,2021-07-14,2021-07-14,1,Vera Morbey
Verheul Steve,Assistant Deputy Minister,2011-04-07,2018-02-27,2,Verheul Steve
Verlyn Olson,"Minister, Agriculture and Rural Development",2012-08-17,2012-08-17,1,Verlyn Olson
Verna Crossman,Environmental Management Officer,2013-11-29,2015-05-12,2,Verna Crossman
Verna Mitura,"Sector Specialist, Wheat",2016-04-12,2017-11-09,5,Verna Mitura
Vernon White,Senator,2012-03-12,2022-06-13,46,"Honourable Senator Vernon White, Vern White, Vernon White"
Veronica Chesney,Manager,2020-02-10,2020-02-10,1,Veronica Chesney
Veronica Dhindsa,Parliamentary Secretary | Parliamentary Assistant | Regional Advisor for Quebec,2024-08-30,2024-08-30,1,Veronica Dhindsa
Veronica Gerson,Policy and Stakeholder Advisor,2013-08-14,2015-03-09,99,"Veronica Gerson, Veronica S. Gerson, veronica gerson"
Veronica Mcguire,Executive Director,2013-01-11,2016-09-27,5,"Veronica McGuire, Veronica Mcguire"
Veronica Ramrattan,"Assistant Deputy Minister, Bilateral Relations",2023-10-26,2023-10-26,2,Veronica  Ramrattan
Veronica Silva,Director General,2016-09-21,2021-04-22,6,"VERONICA SILVA, Veronica Silva, Véronica Silva"
Veronica Stolba,Constituency Assistant,2021-02-11,2021-04-23,3,Veronica Stolba
Veronik Blanchette,Technical Team Lead,2016-11-23,2016-11-23,1,Véronik Blanchette
Veronique Berube,Manager,2020-08-11,2020-08-11,1,Veronique Berube
Veronique Boucher,Director General,2022-01-13,2022-01-13,1,Veronique Boucher
Veronique Breton,Legislative Assistant,2011-08-26,2013-03-21,3,Veronique Breton
Veronique Brisebois,Senior Advisor,2024-10-22,2024-11-21,4,"Veronique Brisebois, Véronique Brisebois"
Veronique Clavet,Project Manager,2020-11-23,2020-11-23,2,Véronique Clavet
Veronique Cloutier,"Regional Advisor, Quebec and Atlantic",2023-11-20,2023-11-20,1,Véronique Cloutier
Veronique D'amours-gauthier,Senior FPP Biologist,2018-09-26,2018-09-26,1,Veronique D'Amours-Gauthier
Veronique David,"Director, Agreement Management",2020-07-07,2020-07-07,1,Veronique David
Veronique Demers,Director,2023-09-20,2023-10-24,2,Veronique Demers
Veronique Dulude,Trade Policy Officer,2017-08-09,2017-08-09,1,Veronique Dulude
Veronique Gaudreau,Director General,2016-01-21,2017-08-17,3,"Veronique Gaudreau, Véronique Gaudreau"
Veronique Gauthier,"Manager, Quebec Region",2021-05-21,2024-11-22,14,"Veronique Gauthier, Véronique  Gauthier, Véronique Gauthier"
Veronique Gilbert,Deputy Director,2025-03-04,2025-03-04,1,Veronique Gilbert
Veronique Hinse,Chief of Staff,2020-08-21,2020-08-21,1,Veronique Hinse
Veronique Hiriart-baer,Director General,2023-06-06,2024-10-01,5,"Veronique Hiriart-Baer, Véronique  Hiriart-Baer , Véronique Hiriart-Baer"
Veronique Houle,Director of Operations,2023-09-15,2024-10-17,5,"Veronique Houle, Veronique Houle "
Veronique Lafreniere,Senior Engineer,2023-10-24,2024-03-26,9,Veronique Lafreniere
Veronique Lalande,Environment Programs Coordinator,2018-06-19,2018-06-19,1,Veronique Lalande
Veronique Lavoie,Program Officer,2010-07-28,2010-07-28,1,Véronique Lavoie
Veronique Lemaire,Acting Director,2019-04-17,2019-07-10,3,"Veronique Lemaire, Véronique Lemaire"
Veronique Mallet,"Outreach Officer, Atlantic Canada | Office of the Leader of the Opposition",2013-02-27,2013-02-27,1,Véronique Mallet
Veronique Maltais,Senior Policy Analyst,2017-06-22,2024-01-19,4,"Veronique Maltais, Véronique Maltais"
Veronique Mckinnon,Policy Advisor,2019-04-09,2019-04-09,1,Veronique McKinnon
Veronique Papineau,"Director, Constituency Office",2016-10-27,2016-10-27,1,Véronique Papineau
Veronique Proulx,Policy Advisor,2017-02-09,2017-02-09,1,Véronique Proulx
Veronique Rozon,Senior Policy Analyst,2013-10-11,2013-10-11,1,Veronique Rozon
Veronique Simard,Press Secretary,2018-10-31,2020-01-14,5,Veronique Simard
Vesna Guzina,"Manager, Legislative Governance",2020-04-02,2023-08-21,7,Vesna Guzina
Vesna Radulovic,Assistant Director,2024-08-09,2024-08-09,1,Vesna Radulovic
Vic Choi,Senior Special Assistant,2015-07-09,2015-07-09,1,Vic Choi
Vic Fedeli,Finance Critic,2017-07-26,2017-08-02,2,Vic Fedeli
Vic Toews,Minister,2008-07-04,2013-06-18,142,"Hon. Vic Toews, Hon. Vic Toews, P.C., M.P., Minister Vic Toews, VIC TOEWS, VIc Toews, Vic Toews"
Vic Towes,Member of Parliament,2013-05-01,2013-05-01,2,Vic Towes
Vice Admiral Ron Lloyd,Vice Admiral,2018-08-28,2018-08-28,1,Vice Admiral Ron Lloyd
Vice Skra?i,Ambassador,2024-11-05,2024-11-05,1,Vice Skra?i?
Vincent Caron,Policy Advisor,2010-12-16,2015-05-07,166,"VINCENT CARON, Vicent Caron, Vincent Caron, Vincent Charon"
Vicent Ngan,"Director General, Horizontal Policy and Coordination",2018-05-17,2018-05-17,1,Vicent Ngan
Vicken Darakdjian,Constituency Assistant,2017-03-28,2017-03-28,2,Vicken Darakdjian
Vickers David,Senior Advisor,2018-04-03,2018-04-03,1,Vickers David
Vicki Callihoo,Administrative Assistant,2017-08-15,2017-08-15,1,Vicki Callihoo
Vicki Fleury,Strategic Advisor,2017-05-30,2022-12-02,3,Vicki Fleury
Vicki Ghadban,"Director General, Transformation",2011-03-08,2012-08-22,2,"Vicki Ghadban, Viki Ghadban"
Vicki Martin,Senior Policy Analyst,2021-05-17,2021-06-24,2,"Vicki Martin, vicki martin"
Vicki Orsborne,Acting Director,2015-11-27,2023-07-21,6,Vicki Orsborne
Vicki Walker,Director General,2018-09-25,2023-05-25,16,"Vicki Walker, Vicky Walker"
Vicki Whalen,"Chief, Regulatory Program and Projects",2017-08-29,2017-08-29,1,Vicki Whalen
Vicky Eatrides,Chairperson and Chief Executive Officer,2012-04-11,2025-04-08,71,"Vicky  Eatrides, Vicky Eatrides"
Vicky Hou,Senior Policy Advisor,2015-09-09,2015-09-18,2,Vicky Hou
Vicky Wiseman,Senior Policy Officer,2025-04-14,2025-04-14,1,Vicky Wiseman
Victor Alhassan,Physical Science Geospatial Specialist,2023-07-04,2023-07-04,1,Victor Alhassan
Victor Anthony Fedeli,Minister,2022-07-13,2022-07-20,2,Victor Anthony Fedeli
Victor Boudreau,Senator,2024-11-20,2025-06-11,6,"Victor  Boudreau, Victor Boudreau"
Victor Carvell,"Acting Director General, International Humanitarian Assistance Directorate",2008-10-20,2008-10-20,1,Victor Carvell
Victor Choi,"Senior Special Assistant, Policy and Appointments",2015-01-29,2015-01-29,1,Victor Choi
Victor Esposito,Advance,2018-10-03,2023-07-04,14,Victor Esposito
Victor Kandasami,Regional Advisor for Quebec,2021-11-30,2021-11-30,1,Victor Kandasami
Victor Kandasamy,Policy Advisor,2021-03-31,2025-03-21,146,"Victor  Kandasamy, Victor  Kandasany , Victor Kandasamy, Victoria Kandasamy"
Victor Kandasawy,"Regional Advisor, Quebec",2022-07-07,2022-07-07,1,Victor Kandasawy
Victor Ndihokubwayo,Legal Counsel,2021-02-16,2021-02-16,1,Victor Ndihokubwayo
Victor Oh,Senator,2013-02-28,2024-05-29,96,"Honourable Victor Oh, Victor  Oh, Victor Ho, Victor OH, Victor Oh"
Victor Roy-maurice,Program Officer,2017-04-19,2017-04-19,1,Victor Roy-Maurice
Victor Scuratu,Managing Director,2022-02-17,2022-03-24,2,"Victor Scuratu, Victor Scutaru"
Victor Toews,President,2009-09-30,2009-09-30,1,Victor Toews
Victor Ulitsky,Director General,2020-10-22,2020-10-22,1,Victor Ulitsky
Victor Zondag,Director of Policy,2012-09-14,2015-07-06,3,Victor Zondag
Victoria Berry,"Deputy Director, Human Rights and Governance Policy Division",2010-10-06,2010-10-06,1,Victoria Berry
Victoria Berthiaume,Policy Analyst,2020-11-20,2023-05-04,2,Victoria Berthiaume
Victoria Campbell,Executive Assistant,2022-10-18,2022-10-18,1,Victoria Campbell
Victoria Charmet,Senior Policy Analyst,2023-08-31,2023-10-31,3,Victoria Charmet
Victoria Dempster,Senior Advisor,2020-02-27,2024-12-03,62,"Victoria  Dempster, Victoria  Dempster , Victoria Dempster, Victoria Dempster "
Victoria Galea,"Executive Assistant to the Leader, Green Party of Canada",2020-11-18,2020-11-18,1,Victoria Galea
Victoria Hoskin,Policy Analyst,2024-08-01,2024-08-01,1,Victoria  Hoskin
Victoria Kellett,Deputy Director,2017-02-07,2017-02-07,1,Victoria Kellett
Victoria Lennox,Policy Analyst,2010-09-22,2010-09-27,2,Victoria Lennox
Victoria Lipp,Trade Commissioner Assistant,2023-10-23,2023-10-23,1,Victoria Lipp
Victoria Mclaren,Assistant,2012-10-24,2013-09-13,2,Victoria McLaren
Victoria Nowell,Senior Policy Advisor,2022-06-15,2023-06-09,2,"Victoria  Nowell, Victoria Nowell"
Victoria Pennell,Staffer,2013-09-13,2019-04-30,2,Victoria Pennell
Victoria Pevkina,Analyst,2023-06-19,2023-06-19,1,Victoria Pevkina
Victoria Remenda,Commission Member,2023-09-21,2023-09-21,1,Dr. Victoria Remenda
Victoria Santos,Policy Advisor,2017-10-24,2018-03-27,3,Victoria Santos
Victoria Shore,Special Assistant,2012-06-27,2012-06-27,1,Victoria Shore
Victoria Windsor,Director of Policy,2016-03-16,2019-08-01,26,Victoria Windsor
Vida Ebadi,"Regional Advisor, West and Prairies",2021-02-03,2025-02-03,222,"Vida  Ebadi, Vida Ebadi"
Vida Ebaldi,"Regional Advisor, Prairies and North",2022-11-15,2022-11-15,1,Vida Ebaldi
Vidi Ebardi,Policy Advisor,2022-01-21,2022-01-21,1,Vidi Ebardi
Vidya Persaud,NMSO Team,2015-10-21,2015-10-21,1,Vidya Persaud
Vidya Shankarayan,Director General,2019-06-25,2019-06-25,1,Vidya Shankarayan
Vidya Shankarnarayan,Assistant Deputy Minister,2020-08-27,2024-02-21,15,"Vidya Shankar Narayan, Vidya ShankarNarayan, Vidya Shankarnarayan"
Vieira Paula,Director,2011-03-31,2018-02-05,2,"Vieira Paula, vieira Paula"
Vien Huynh,Acting Director,2022-06-14,2022-06-14,1,Vien Huynh
Vien Huynh Lee,Senior Policy Advisor,2019-05-01,2019-05-01,1,Vien Huynh Lee
Viens Marc-etienne,Policy Advisor,2017-06-13,2017-06-13,1,Viens Marc-Étienne
Vignola Julie,Member of Parliament,2024-06-18,2024-06-18,1,Vignola Julie
Vija Poruks,"Project Manager, Oceans Protection Plan",2017-10-02,2017-10-02,1,Vija Poruks
Vijay Chauhan,Chief of Staff,2009-06-15,2011-10-25,6,"Vijay Chauhan, Vijay Chauhun"
Vik Pant,Chief Scientist and Chief Science Advisor,2020-01-28,2021-06-07,6,Vik Pant
Vikas Arora,Director,2018-04-16,2018-04-16,1,Vikas Arora
Vikas Sharma,"Executive Director, Andean Region Division",2023-12-01,2023-12-01,1,Vikas  Sharma
Vikesh Srivastava,Director General,2017-05-16,2024-11-04,11,Vikesh Srivastava
Viki O-zell-landry,Policy Advisor,2020-05-13,2020-05-13,1,Viki O-Zell-Landry
Viki Ozell Landry,"Advisor, Quebec",2020-11-19,2020-11-19,1,Viki Ozell Landry
Viki Ozell-landry,Regional Advisor for Quebec,2020-01-29,2023-04-18,36,"Viki OZell-Landry, Viki Ozell-Landry, Viki Ozell-landry"
Viki Ozrell-landry,Quebec Regional Advisor,2020-11-02,2020-11-02,1,Viki Ozrell-Landry
Vilo Pierre-louis,Economic Development Officer,2021-06-08,2021-06-08,1,Vilo Pierre-Louis
Vim Kochar,Senator,2010-09-28,2011-08-10,5,"Senator Vim Kochar, Vim Kochar, Vim Kochhar"
Vimla Ramlall,Policy Analyst,2012-07-05,2012-07-05,1,Vimla Ramlall
Vincent Garneau,"Director, Parliamentary Affairs",2016-02-19,2021-04-28,281,"Mr Vincent Garneau, Vince Garneau, Vincent Garneau, Vincent Graneau, vincent Garneau"
Vince Gasparo,Member of Parliament,2025-05-21,2025-05-21,1,Vince Gasparo
Vince Haraldsen,Director of Litigation,2010-11-12,2024-12-05,9,"Vince Haraldsen, vince haraldsen"
Vince Macaulay,Chief of Staff,2017-03-07,2017-03-07,1,Vince MacAulay
Vince Macneil,Chief of Staff,2016-02-08,2022-11-01,68,"Vince Mac Neil, Vince MacNeil, Vince MacNeill, Vince Macneil, Vince McNeil, Vincent MacNeil, vince macneil"
Vincent Beausejour,"Advisor, International Climate Finance",2022-08-30,2022-08-30,1,Vincent Beausejour
Vincent C. Ngan,"Assistant Deputy Minister, Climate Change Branch",2024-03-07,2024-03-07,1,Vincent C. Ngan
Vincent Carneau,Director of Policy,2020-03-26,2020-03-26,1,Vincent Carneau
Vincent Chang,"Regional Manager, Transportation Security Operations",2020-10-08,2020-10-08,2,Vincent Chang
Vincent Charles,Senior Assistant Deputy Minister,2012-04-23,2024-11-06,3,"Vincent  Charles, Vincent Charles"
Vincent Charron,Deputy Director,2014-10-30,2014-10-30,1,Vincent Charron
Vincent Chouinard-prevost,"Senior Director, ISO",2023-09-12,2023-09-14,2,"Vincent  Chouinard-Prevost, Vincent Chouinard-Prevost"
Vincent Dale,Director General,2018-12-06,2024-05-07,2,Vincent Dale
Vincent Demarais-adam,Parliamentary Affairs Advisor,2023-04-06,2023-05-25,2,Vincent Demarais-Adam
Vincent Desmarais,"Advisor, Quebec",2024-10-03,2025-03-28,36,"Vincent  Desmarais, Vincent  Desmarais , Vincent Desmarais"
Vincent Desmarais Adam,Staffer,2021-05-03,2021-05-03,1,Vincent Desmarais Adam
Vincent Desmarais-adam,"Special Assistant, Parliamentary and Regional Advisor",2021-04-21,2024-11-26,56,"Vincent  Desmarais-Adam, Vincent Desmarais-Adam, Vincent Desmarais-Adam , vincent Desmarais-Adam"
Vincent Eli Lavigne,Legislative Assistant,2024-10-22,2024-10-22,2,Vincent Eli Lavigne
Vincent Fecteau,Research Analyst,2024-08-20,2024-08-20,1,Vincent Fecteau
Vincent Haraldsen,"Director, Parliamentary Affairs",2012-06-04,2025-04-08,12,Vincent Haraldsen
Vincent Haraldson,Staffer,2011-02-09,2015-03-06,2,Vincent Haraldson
Vincent Hardy,Chief,2025-05-15,2025-05-15,1,Vincent Hardy
Vincent Haroldsen,Policy Advisor,2014-09-24,2014-10-17,2,Vincent Haroldsen
Vincent Hughes,Parliamentary Secretary's Assistant,2016-05-02,2018-06-14,30,Vincent Hughes
Vincent Hugues,Policy Advisor,2017-07-17,2017-11-08,3,Vincent Hugues
Vincent Jalbert,Senior Advisor,2014-03-04,2024-03-20,3,"Vincent  Jalbert, Vincent Jalbert"
Vincent Klassen,Director General,2014-04-22,2024-11-27,14,"Vincent Klassen, vincent klassen"
Vincent Labrosse,Director of Parliamentary Affairs,2015-05-28,2018-11-22,2,Vincent Labrosse
Vincent Lepape,"Head of Aid, Haiti",2014-12-04,2014-12-04,1,Vincent Lepape
Vincent Loiselle,Senior Policy Analyst,2020-06-16,2023-08-03,2,Vincent Loiselle
