CleanName_version3,CleanTitle_version3,first_appearance,last_appearance,count,dpoh_name_raw
Yves Cote,Commissioner of Canada Elections,2009-04-30,2018-12-19,3,"Yves Cote, Yves Côté"
Yves Desjardins-siciliano,President and Chief Executive Officer,2012-02-29,2018-10-24,5,"Yves Desjardins-Siciliano, yves Desjardins-Siciliano"
Yves Duguay,"Senior Vice President, Operations",2008-08-26,2011-11-09,3,Yves Duguay
Yves Dupras,"Advisor, Quebec",2014-11-10,2019-02-18,3,Yves Dupras
Yves Dushimimana,"Senior Economist, Financial Institutions Division",2020-11-17,2024-05-08,6,"Yves Dushimimana, Yves Dushimimana "
Yves Francis Odia Ndongo,Tax Policy Officer,2022-02-25,2022-02-25,1,Yves Francis Odia Ndongo
Yves Gagnon,Senior Policy Advisor,2010-11-24,2013-05-16,13,Yves Gagnon
Yves Gauthier,"Manager, HADCS",2014-12-19,2014-12-19,1,Yves Gauthier
Yves Gingras,"Senior Director, Economic Policy",2013-05-30,2013-05-30,1,Yves Gingras
Yves Giroux,Parliamentary Budget Officer,2009-02-04,2025-03-20,12,Yves Giroux
Yves Gonthier,"Senior Engineer, Exploration Strategic Planning",2020-07-09,2020-07-09,1,Yves Gonthier
Yves Joseph Rosalbert,"Director, Parliamentary Affairs",2024-01-25,2024-01-25,1,Yves Joseph Rosalbert
Yves Leboeuf,Vice President,2008-07-22,2014-04-07,45,"YVes Leboeuf, Yves Laboeuf, Yves Laboeur, Yves Lavoeuf, Yves LeBeouf, Yves LeBoeuf, Yves Lebeouf, Yves Leboef, Yves Leboeuf"
Yves Lavergne,Technical Director,2008-09-09,2009-02-17,3,Yves Lavergne
Yves Lavoie,Director,2023-08-22,2024-01-09,5,Yves Lavoie
Yves Lebel,Parliamentary Attaché,2017-10-19,2017-10-19,2,Yves Lebel
Yves Leguerrier,Chief Delegate for Canada to FCTC,2009-06-22,2009-06-22,1,Yves Leguerrier
Yves Lemoullec,Director,2022-07-21,2024-02-14,4,Yves Lemoullec
Yves Lessard,Member of Parliament,2010-10-26,2011-03-02,10,Yves Lessard
Yves Moullec,Officer,2023-02-23,2024-05-03,4,Yves Le Moullec
Yves Parent,Member of Parliament,2024-02-27,2024-02-27,1,Yves Parent
Yves Perron,Member of Parliament,2019-11-20,2025-02-21,251,"Yves  Perron, Yves Parron, Yves Perron"
Yves Plourde,"Advisor, Industrial Technology",2012-11-14,2012-11-14,1,Yves Plourde
Yves Poirier,"Director, Economic Development",2018-02-28,2024-01-18,15,"Yves  Poirier, Yves Poirier, Yves Porier"
Yves Richard,Industrial Research Assistant,2018-11-01,2019-03-29,5,Yves Richard
Yves Robillard,Member of Parliament,2016-03-08,2024-02-23,51,Yves Robillard
Yves Saint-germain,Director,2017-08-16,2022-05-05,10,Yves Saint-Germain
Yves-duclos Jean,Minister,2017-06-21,2017-06-21,1,Yves-Duclos Jean
Yves-frances Odia Ndongo,Analyst,2020-06-03,2020-06-03,1,Yves-Frances Odia Ndongo
Yves-francois Blanchet,Member of Parliament,2019-04-03,2025-04-25,150,"Yves Francois Blanchet, Yves François Blanchet, Yves-Francois Blanchet, Yves-François  Blanchet, Yves-François Blanchet, Yves-François Blanchette, Yves-François  Blanchet"
Yves-froncois Blanchet,Party Leader,2020-09-03,2020-09-03,1,Yves-Froncois Blanchet
Yves-joseph Rosalbert,Policy Advisor,2021-04-08,2024-02-26,10,"Yves-Joseph  Rosalbert, Yves-Joseph Rosalbert"
Yvette Meyer,Regional Director,2014-01-13,2016-01-04,2,"Yvette Meyer, Yvette Meyers"
Yvette Mulder,Oceans Program and Planning Officer,2020-08-25,2020-08-25,1,Yvette Mulder
Yvette Myers,Executive Director,2016-09-20,2019-01-30,6,Yvette Myers
Yvette-monique Gray,Regional Director,2023-06-19,2024-01-16,4,Yvette-Monique Gray
Yvon Giroux,"Senior Industry Officer, Forest Industries Directorate",2010-11-05,2010-11-05,1,Yvon Giroux
Yvon Godin,Member of Parliament,2010-08-23,2018-12-06,105,"YVON GODIN, Yvan Godin, Yves Godin, Yvon Godin"
Yvon Jeghers,First Vice President,2015-05-21,2015-05-21,1,Yvon Jeghers
Yvon Levesque,Member of Parliament,2010-10-25,2011-03-23,14,"Yvon Levesque, Yvon Lévesque"
Yvon Long,Advisor,2018-05-08,2023-11-22,3,"Yvon  Long, Yvon Long"
Yvon Martel,"Chief Scientist, International",2010-02-16,2011-03-10,2,Yvon Martel
Yvonne Boyer,Senator,2018-05-23,2024-03-21,15,Yvonne Boyer
Yvonne Chin,Regional Director,2019-10-29,2019-10-29,1,Yvonne Chin
Yvonne Grunenthaler,Trade Commissioner,2022-05-11,2022-05-11,2,Yvonne Grunenthaler
Yvonne Hundey,Constituency Assistant,2020-10-27,2020-10-27,1,Yvonne Hundey
Yvonne Jones,Member of Parliament,2013-10-21,2025-03-02,269,"Yovnne Jones, Yvonee Jones, Yvonne Johnes, Yvonne Jones, Yvonne Jones MP, Yvonne Jonnes"
Yvonne Morkos,Project and International Banking Manager,2013-04-02,2013-04-02,1,Yvonne Morkos
Yvonne Says,Outreach and Advocacy,2020-12-03,2020-12-03,1,Yvonne Says
Yvonne Uche-odu-thomas,"Director, Legar Department",2020-02-13,2020-02-13,1,Yvonne Uche-Odu-Thomas
Yvonne Zadra,Trade Commissioner,2015-11-24,2016-02-26,3,Yvonne Zadra
