CleanName_version3,CleanTitle_version3,first_appearance,last_appearance,count,dpoh_name_raw
Bardish Chagger,Member of Parliament,2015-11-12,2025-02-03,331,"Bardish Chagger, Hon Bardish Chagger, Hon. Bardish Chagger, The Honourable Bardish Chagger, The Honourable Bardish Chagger, P.C., M.P."
Bari Miller,Legislative Manager,2016-09-14,2021-12-16,19,"Bari  Miller, Bari Miller"
Barlow John,Member of Parliament,2020-01-30,2020-01-30,1,Barlow John
Barn-yen Li,Senior Advisor,2018-08-09,2023-09-27,7,Barn-Yen Li
Barnes Karla,Policy Advisor,2013-04-09,2013-04-09,1,Barnes Karla
Barney De Schneider,"Assistant Commissioner of Patents | Director, Patent Branch",2009-01-26,2009-01-26,1,Barney De Schneider
Barrack Radey,Director of Operations,2020-07-14,2020-07-14,1,Barrack Radey
Barrett Allison,Policy Advisor,2013-03-05,2013-03-05,1,Barrett Allison
Barrett Bingley,Senior Policy Advisor,2008-07-04,2008-08-06,3,Barrett Bingley
Barrett Halliday,Director,2022-02-15,2023-06-26,3,Barrett Halliday
Barry Campbell,Senator,2017-06-13,2017-06-13,1,Barry Campbell
Barry Desormeaux,Director,2012-01-27,2012-01-27,1,Barry Desormeaux
Barry Devolin,Member of Parliament,2010-11-03,2015-06-17,39,Barry Devolin
Barry Goodwin,Executive Director,2009-09-03,2010-04-07,2,Barry Goodwin
Barry Green,"Manager, Market Access Policy",2017-05-08,2017-05-08,1,Barry Green
Barry Jeffrey,"Manager, Environmental Assessment",2013-04-23,2013-04-23,1,Barry Jeffrey
Barry Kong,Director,2022-10-19,2022-10-19,1,Barry  Kong
Barry Lacombe,Senior Special Assistant,2016-06-06,2019-06-05,62,"Barry LaCombe, Barry Lacombe"
Barry Larocque,Account Manager,2009-06-12,2009-07-28,4,"Barry Larcoque, Barry Larocque"
Barry Mackillop,Deputy Director,2008-12-05,2022-01-25,21,"Barry MacKillop, Barry Mackillop, Barry McKillop"
Barry Mccallum,"Acting Director, Science",2018-04-12,2018-04-12,1,Barry McCallum
Barry Raison,Policy Advisor,2012-09-27,2016-12-14,15,Barry Raison
Barry Rashotte,Acting Director General,2009-06-01,2009-06-01,1,Barry Rashotte
Barry Runicman,Senator,2011-11-28,2011-11-28,1,Barry Runicman
Barry Shields,Member of Parliament,2018-04-25,2018-04-25,1,Barry Shields
Barry Smith,Director,2015-04-16,2016-08-12,2,Barry Smith
Bashir Manji,Executive Director,2012-09-06,2012-09-06,1,Bashir Manji
Basil Alsalti,"Project Officer, Engineering",2020-05-01,2020-05-01,1,Basil Alsalti
Basile Van Havre,Director General,2009-03-10,2024-01-26,24,"Basil Van Havre, Basil van Havre, Basile Van Havre, Basile van Harve, Basile van Havre, Basilevan Havre"
Basile Von Havre,"Director, Population Conservation and Management",2009-11-02,2010-12-17,2,Basile von Havre
Bassam Javed,Program Engineer,2024-08-21,2024-08-21,1,Bassam Javed
Bastiaan Sluijmers,Staffer,2018-03-26,2018-03-26,1,Bastiaan Sluijmers
Batchelor Blair,Deputy Director,2021-05-14,2021-05-14,1,Batchelor Blair
Batoul Hussain,"Senior Program Officer, East Africa",2024-12-11,2025-04-16,2,Batoul Hussain
Battuya Myagmarsuren,Trade Commissioner Assistant,2025-01-10,2025-01-10,1,Battuya Myagmarsuren
Batul Presswala,Policy Analyst,2022-11-25,2023-03-30,2,"Batul  Presswala, Batul Presswalla"
Bayan Kadri,Policy Advisor,2023-04-18,2025-06-13,14,"Bayan  Kadari, Bayan Kadri, Bayan Kadri "
Bayla Kolk,Assistant Deputy Minister,2009-06-26,2015-11-18,8,Bayla Kolk
Beale Mike,Assistant Deputy Minister,2009-03-25,2017-10-31,8,Beale Mike
Beata Nawacki,Policy Advisor,2024-02-06,2025-02-27,56,"Beata  Nawacki, Beata Nawack, Beata Nawacki, beata Nawacki"
Beaton Michael,Director of Policy and Stakeholder Outreach,2014-04-23,2014-04-23,1,Beaton Michael
Beatrice Irabahinyuje,"Manager, Policy and Programs",2021-02-12,2021-02-12,1,Beatrice Irabahinyuje
Beatrice Lall,Manager,2014-08-05,2015-03-31,35,Beatrice Lall
Beatrice Lavallee,Parliamentary Secretary,2020-02-18,2024-05-22,6,Béatrice Lavallée
Beatrice Van Rutten,"Legal Counsel, Industry Canada Legal Services",2014-03-24,2014-03-24,1,Béatrice van rutten
Beattie Berit,Policy Advisor,2022-11-30,2022-11-30,1,Beattie Berit
Beauchemin Simon,Director of Policy,2017-08-17,2020-01-30,3,Beauchemin Simon
Beaulieu Sebastien,Ambassador of Senegal,2020-02-12,2020-02-12,1,Beaulieu Sébastien
Beaulne Dave,"Legislative Chief, International Outbound Investment and Tax Legislation",2010-12-09,2010-12-09,1,Beaulne dave
Beck Dysart,Policy Advisor,2024-03-05,2024-03-05,1,Beck Dysart
Beck Stefanie,Deputy Minister,2023-09-26,2024-09-18,2,Beck Stefanie
Becky Carleton,Executive Assistant,2012-09-14,2012-09-14,1,Becky Carleton
Becky Dykshoorn,Constituency Office Manager and Community Liaison,2016-12-20,2016-12-20,1,Becky Dykshoorn
Becky Mes,Project Leader,2024-02-09,2024-02-09,1,Becky Mes
Becky Whitworth,Constituent Assistant,2025-03-03,2025-03-03,1,Becky  Whitworth
Bedard Sylvain,"Senior Advisor, Quebec Regional Affairs and Operations",2017-03-24,2017-03-24,1,Bédard Sylvain
Bednarek Ken,Senior Policy Advisor,2008-11-06,2008-11-06,1,Bednarek Ken
Belanger Karl,Principal Secretary for the Leader of the Opposition,2012-11-16,2012-11-16,1,Belanger Karl
Belen Gallardo,Senior Policy Officer,2021-03-02,2021-05-25,6,"Belen Gallardo, Belén Gallardo"
Belinda Kato,"Senior Policy Advisor, International Relations and Trade Policy",2025-04-17,2025-04-17,1,Belinda Kato
Belinda White,Chief of Staff,2009-07-21,2013-02-14,5,Belinda White
Belleau Jacqueline,Director of Operations,2016-12-22,2024-05-30,2,Belleau Jacqueline
Bellemare Diane,Legislative Deputy to the Government Representative,2015-03-11,2020-07-06,2,Bellemare Diane
Belqies Hamidzada,Policy Analyst,2019-04-09,2019-09-24,3,Belqies Hamidzada
Ben Chin,Senior Advisor,2017-11-20,2025-03-17,1366,"Bem Chin, Ben   Chin, Ben  Chin, Ben  Chin , Ben Chin, Ben Chin , Ben Chinn, ben  chin"
Ben,Chief of Staff,2018-11-07,2018-11-07,1,Ben Chief
Ben Amor,Director | Professor,2023-09-08,2024-02-20,4,"Ben  Amor , Ben Amor"
Ben Bednarek,Senior Policy Advisor,2012-09-22,2012-09-22,1,Ben Bednarek
Ben Berman,"Special Assistant, Western Desk",2016-05-04,2024-08-13,28,Ben Berman
Ben Carr,Member of Parliament,2016-06-07,2025-06-11,98,"Ben  Carr, Ben Carr, Benn Carr"
Ben Carriere,Legislative Assistant,2024-01-08,2024-10-15,6,Ben Carriere
Ben Charland,Policy Advisor,2016-02-09,2017-02-15,2,Ben Charland
Ben Chine,Chief of Staff,2018-07-15,2018-07-15,1,Ben Chine
Ben Copp,Senior Director,2017-05-25,2024-03-27,4,Ben Copp
Ben Forer,Policy Advisor,2019-05-22,2023-03-23,9,Ben Forer
Ben Gailor,Analyst,2017-09-19,2017-09-19,1,Ben Gailor
Ben Gilding,Policy and Communications Assistant,2015-05-14,2015-05-14,1,Ben Gilding
Ben Gully,Assistant Superintendent,2019-04-03,2025-05-29,79,"Ben Gully, Ben R Gully"
Ben Gunn-doerge,Legislative Assistant,2017-11-09,2017-11-09,1,Ben Gunn-Doerge
Ben Hamilton,"Director, Issues Management",2009-01-14,2009-05-29,14,Ben Hamilton
Ben Hartley,Senior Advisor to the Parliamentary Secretary,2016-02-17,2017-11-09,64,"Ben Harley, Ben Hartley, ben Hatley, ben hartley"
Ben Hartly,"Policy Advisor, Office of the Minister of Environment and Climate Change",2017-02-16,2017-02-16,1,Ben Hartly
Ben Hooker,"Executive Assistant to the Chief of Staff, Minister of Agriculture and Agri-Food",2020-06-08,2020-06-08,1,Ben Hooker
Ben Howe,Member of Parliament,2018-04-09,2018-04-09,1,Ben Howe
Ben Johnson,Negotiator,2017-12-12,2017-12-13,4,Ben Johnson
Ben Letts,Team Leader,2015-03-17,2015-03-17,1,Ben Letts
Ben Lobb,Member of Parliament,2009-02-23,2024-12-17,426,"BEN LOBB, Ban Lobb, Ben  Lobb, Ben Lobb, Ben Lobb, M.P., Benn Lobb, Mr. Ben Lobb, Mr. Ben Lobb, M.P."
Ben Lones,Senior Policy Advisor,2016-04-04,2024-05-17,5,Ben Lones
Ben Marc Diendere,Permanent Observer to the African Union,2024-05-13,2025-02-13,3,"Ben Marc  Diendéré, Ben Marc Diendéré"
Ben Marega,"Regional Coordinator, Horizontal Policy",2022-09-02,2025-02-28,5,Ben Maréga
Ben Martin,Chief of Staff,2011-10-17,2024-11-26,15,"Ben  Martin, Ben Martin"
Ben Parsley,Policy Advisor,2021-04-14,2021-04-14,1,Ben Parsley
Ben Parsons,Issues Manager,2011-03-11,2016-06-25,2,Ben Parsons
Ben Sambivasan,Policy Advisor,2018-11-26,2018-11-26,1,Ben Sambivasan
Ben Sharkes,Director of Communications,2023-10-26,2023-10-26,1,Ben Sharkes
Ben Smith,Chief of Staff,2023-05-24,2023-05-24,1,Ben Smith
Ben Sparkes,Director of Operations,2020-02-06,2024-02-08,6,Ben Sparkes
Ben Steylen,Manager,2021-04-21,2021-04-21,1,Ben Steylen
Ben Stickles,Acting Unit Head,2024-02-12,2025-01-31,2,"Ben Stickles, Ben Stickles "
Ben Tassel,Parliamentary Assistant,2022-02-16,2022-02-16,1,Ben Tassel
Ben Tassell,Staffer,2023-12-04,2024-10-24,5,Ben Tassell
Ben Violette,Senior Policy Advisor,2011-07-19,2011-07-19,1,Ben Violette
Ben Waetford,"Director, Intervention Strategy and Operations",2017-03-28,2017-03-28,1,Ben Waetford
Ben Wiles,Chief of Staff,2024-02-15,2025-04-03,70,Ben Wiles
Ben Woodfinden,Director of Communications,2023-03-02,2023-08-29,2,Ben Woodfinden
Benadicta Arthur,Legislative Assistant,2021-01-07,2021-01-07,1,Benadicta Arthur
Benay Alex,Chief Information Officer,2017-09-13,2017-09-13,1,Benay Alex
Bendayab Rachel,Chief of Staff,2016-04-04,2016-04-04,1,Bendayab Rachel
Bendicta Arthur,Parliamentary Research Assistant,2021-11-17,2021-11-17,1,Bendicta Arthur
Benedict Sebastien,Senior Policy Advisor,2013-03-28,2013-03-28,1,Benedict Sébastien
Benedicta Arthur,Parliamentary Affairs Advisor,2021-01-07,2024-07-25,17,Benedicta Arthur
Benedicte Lamoureux,Senior Investment Analyst,2017-10-17,2017-10-17,2,Benedicte Lamoureux
Beniot Giroux,Senior Policy Advisor,2023-09-26,2023-09-26,2,"Beniot Giroux , Benoit Giroux"
Benjamin Bergen,Constituency Assistant,2014-03-17,2014-03-17,1,Benjamin Bergen
Benjamin Berman,"Special Assistant, Western Desk",2016-05-19,2017-01-19,3,Benjamin Berman
Benjamin Bisset,Policy Analyst,2014-12-15,2014-12-15,1,Benjamin Bisset
Benjamin Bronsema,Staffer to Member of Parliament,2024-02-16,2024-04-09,3,"Benjamin  Bronsema , Benjamin Bronsema"
Benjamin Caron,Constituency Assistant,2022-02-23,2022-02-23,1,Benjamin Caron
Benjamin Curry,Landscape Ecologist,2024-09-17,2024-09-17,1,Benjamin Curry
Benjamin Diepeveen,Policy Analyst,2021-04-09,2021-04-09,1,Benjamin Diepeveen
Benjamin Doyle,Manager,2024-06-07,2024-06-07,1,Benjamin Doyle
Benjamin Ebadi,Policy Advisor,2022-11-09,2025-03-24,6,Benjamin Ebadi
Benjamin Ebella,Trade Commissioner | Business Advisor,2025-01-30,2025-01-30,1,Benjamin Ebella
Benjamin Eliasoph,Trade Commissioner,2008-09-26,2008-09-26,2,Benjamin Eliasoph
Benjamin Gunn-doerge,Senior Procedural Advisor,2022-11-15,2022-11-15,3,"Benjamin  Gunn-Doerge, Benjamin Gunn-Doerge"
Benjamin Hooker,Executive Assistant to the Chief of Staff,2017-12-07,2022-11-25,7,Benjamin Hooker
Benjamin Howe,Special Assistant,2019-04-03,2020-02-04,5,Benjamin Howe
Benjamin Johnson,Research and Policy Analyst,2023-05-11,2023-05-11,1,Benjamin Johnson
Benjamin Lachance,Parliamentary Secretary,2020-12-02,2020-12-02,1,Benjamin Lachance
Benjamin Lukenchuk,Economist,2023-05-01,2023-05-01,1,Benjamin Lukenchuk
Benjamin Magnus,Senior Trade Policy Officer,2025-03-31,2025-03-31,1,Benjamin Magnus
Benjamin Mahon,"Senior Director, Health, Housing and Wage",2024-11-20,2024-11-20,1,Benjamin Mahon
Benjamin Martin,Staffer,2012-09-20,2024-11-07,30,Benjamin Martin
Benjamin Menka,Special Assistant,2015-03-11,2015-03-11,1,Benjamin Menka
Benjamin O'bright,Specialist,2019-03-20,2019-03-20,1,Benjamin O'Bright
Benjamin Perrin,Special Advisor,2012-05-03,2013-01-23,7,Benjamin Perrin
Benjamin Prud'homme,Policy Advisor,2018-10-30,2019-08-27,8,"Benjamin Prud'Homme, Benjamin Prud'homme"
Benjamin Roebuck,"Federal Ombudsperson, Victims of Crime",2023-06-22,2023-06-22,2,Benjamin Roebuck
Benjamin Silverman,Policy Assistant,2016-05-09,2016-05-09,1,Benjamin Silverman
Benjamin Sparkes,Director of Operations,2019-04-04,2025-02-07,10,"Benjamin  Sparkes, Benjamin Sparkes"
Benjamin Steylen,Manager,2021-06-23,2021-06-23,1,Benjamin Steylen
Benjamin Stickles,Policy Advisor,2022-04-29,2022-04-29,1,Benjamin Stickles
Benjamin Swan,Research Analyst | Economist,2018-03-19,2025-03-21,9,"Benjamin  Swan, Benjamin Swan"
Benjamin Walker,Manager,2022-11-22,2022-11-22,1,Benjamin Walker
Benjamin Whelan,Senior Manager,2021-06-11,2024-03-21,6,Benjamin Whelan
Benjamin Whelen,Senior Policy Advisor,2021-10-26,2021-10-26,1,Benjamin Whelen
Benjamin Wiles,Chief of Staff,2023-04-21,2025-04-10,18,"Benjamin  Wiles, Benjamin Wiles, Benjamin Wiles "
Bennett Jensen,Policy Advisor,2021-03-08,2022-05-06,10,"Bennet Jensen, Bennett Jensen"
Bennett Carolyn,Minister,2011-11-22,2018-02-27,2,Bennett Carolyn
Bennett Donahue,Parliamentary Assistant,2018-04-04,2024-09-19,8,"Bennett Donahue, Bennett Donahue "
Bennett Gallant,Junior Policy Analyst,2024-09-10,2024-09-10,1,Bennett Gallant
Bennett Kirk,Senior Policy Advisor,2023-08-18,2023-08-18,1,Bennett Kirk
Benoit Anctil,Senior Crash Avoidance and Research Engineer,2024-08-28,2024-08-28,1,Benoit Anctil
Benoit Audet,"Coordinator, Migratory Game Bird Management Table",2021-10-15,2021-11-19,3,Benoit Audet
Benoit Basillais,"Director, Policy and Economics",2020-11-16,2024-01-24,41,"Benoit Basillais, Benoît Basillais"
Benoit Bernier,Acting Manager,2011-10-05,2012-11-14,5,Benoit Bernier
Benoit Bouvier,Policy Advisor,2010-10-06,2013-11-04,22,"BENOIT BOUVIER, Benoit Bouvier"
Benoit Briere,"Director, Private Pension Plans Division",2018-07-16,2024-05-01,6,"Benoit Briere, Benoit Brière"
Benoit Cadieux,Director,2018-05-22,2022-11-15,6,"Benoit  Cadieux, Benoit Cadieux, Benoit cadieux"
Benoit Chiquette,Director General,2013-01-15,2020-09-18,3,"Benoit Chiquette, Benoît Chiquette, benoit chiquette"
Benoit Cyr,Exempt Staff,2010-11-25,2010-11-25,1,Benoit Cyr
Benoit Daignault,President and Chief Executive Officer,2012-02-29,2018-07-10,22,"Benoit Daignault, Benoit Daigneault"
Benoit Desforges,Vice President,2018-12-04,2018-12-04,1,Benoît Desforges
Benoit Dube,Regulation and Standards Officer,2016-06-13,2016-06-13,1,Benoit Dube
Benoit Dupras,Intern,2023-05-02,2023-05-02,1,Benoit Dupras
Benoit Fortin,Special Project Officer,2009-07-16,2021-10-21,10,Benoit Fortin
Benoit Gendron,Director,2010-05-06,2022-10-13,4,Benoit Gendron
Benoit Girard,Director General,2021-06-28,2024-05-13,3,"Benoit Girard, Benoît Girard"
Benoit Guertin,"Executive Director, Audit and Evaluation",2023-03-01,2024-01-29,2,Benoit Guertin
Benoit Jean-luc,"Director, Economic Development",2013-03-28,2013-03-28,1,Benoît Jean-Luc
Benoit Julien,"Advisor, Industrial Technology",2017-10-10,2017-10-10,1,Benoit Julien
Benoit Lacassess,Senior Environmental Officer,2013-11-29,2013-11-29,1,Benoit Lacassess
Benoit Lafond,Senior Policy Analyst,2023-04-19,2023-04-19,1,Benoit  Lafond 
Benoit Leduc,Manager,2017-05-08,2025-03-24,51,"Benoit Leduc, Benoît Leduc, benoit leduc"
Benoit Lefevre,Economic Attaché,2022-09-07,2022-11-28,3,"Benoît Lefevre, Benoît Lefèvre"
Benoit Legault,"Director, Program Integrity",2022-07-19,2022-07-27,2,"Benoit   Legault, Benoit Legault"
Benoit Long,Senior Assistant Deputy Minister,2010-08-18,2023-09-05,67,"BENOIT LONG, Benoir Long, Benoit  Long, Benoit Long"
Benoit Lymburner,Director General,2019-05-01,2019-05-09,3,Benoît Lymburner
Benoit Manseau,Parliamentary Assistant,2020-02-06,2021-10-15,6,"Benoit Manseau, Benoît Manseau"
Benoit Miousse,Parliamentary Secretary,2008-12-19,2008-12-19,1,Benoît Miousse
Benoit Morin,"Senior Policy Advisor, Defence",2025-05-15,2025-05-15,1,Benoit Morin
Benoit P. Seguin,"Associate Director, Operations",2017-11-21,2017-11-21,1,Benoit P. Séguin
Benoit Plamondon,Press Attaché,2019-08-20,2021-02-11,2,"Benoit Plamondon, Benoît Plamondon"
Benoit Prefontaine,Director,2009-10-20,2021-04-06,5,"BENOIT PREFONTAINE, Benoit Prefontaine, Benoit Préfontaine"
Benoit Robidoux,Assistant Deputy Minister,2012-04-19,2018-11-27,21,Benoit Robidoux
Benoit Seguin,Acting Director,2015-08-20,2024-05-22,9,"Benoit  Seguin, Benoit Seguin, Benoit Séguin"
Benoit Tessier,Director General,2014-04-02,2025-04-25,141,"Benoit Tessier, Benoît Tessier, Benoît Tessier "
Benoit Turcotte,"Director General, Transportation of Dangerous Goods",2016-02-16,2022-07-06,10,Benoit Turcotte
Benoit Violette,Senior Policy Advisor,2008-08-26,2017-05-10,89,"Beniot Violette, Beniot Viollette, Benoir Violette, Benoit Violette, Benoît Violette, Benôit Violette"
Benoit Voilette,"Special Assistant, Policy",2012-06-15,2012-06-15,1,Benoit Voilette
Benyamin Suzanne,Chief of Staff,2019-05-03,2019-05-03,2,Benyamin Suzanne
Bequie Lake,Parliamentary Assistant,2022-04-21,2022-04-21,1,Bequie  Lake
Bernard Boutin,Chief of Staff,2016-01-21,2021-06-30,74,"Berard Boutin, Bernard Boutin"
Berard Gabrielle,"Director, Parliamentary Affairs",2018-03-20,2018-03-20,1,Berard Gabrielle
Berard Isabelle,Director General,2011-05-18,2011-05-18,1,Berard Isabelle
Berit Beattie,Policy Advisor,2022-02-02,2023-06-22,30,"Berit Beattie, Berit Beattie , Berit beattie, Bertie Beattie"
Bern Nunan,Parliamentary Assistant,2022-09-06,2022-09-06,1,Bern Nunan
Bernadete Jordan,"Minister, Rural Economic Development",2019-06-19,2019-06-19,1,Bernadete Jordan
Bernadette Clement,Senator,2021-11-15,2024-10-28,53,"Bernadette  Clement , Bernadette Clement, Hon. Bernadette Clement, The Honourable Bernadette  Clement"
Bernadette Jordan,Member of Parliament,2016-02-02,2024-02-22,223,"Bernadette Jordan, Bernadette Jordon, Bernadetter Jordan, Bernatte Jordan, Hon Bernadette Jordan, Hon. Bernadette Jordan, Honourable Bernadette Jordan, The Honourable Bernadette Jordan, bernadette Jordan, bernadette jordan"
Bernadette Kudzin,Staffer,2022-02-04,2024-10-28,5,"Bernadette Kudzin, Burnadette Kudzin, bernadette kudzin"
Bernadette Power,Director,2021-08-13,2021-08-13,1,Bernadette Power
Bernard Bigras,Member of Parliament,2008-12-03,2011-03-09,23,Bernard Bigras
Bernard Bouvier,"Advisor, Leader of the Opposition",2010-10-19,2010-10-19,1,Bernard Bouvier
Bernard Butler,Assistant Deputy Minister,2015-07-21,2018-07-25,3,Bernard Butler
Bernard Dupont,Senior Director,2016-04-05,2021-04-14,8,Bernard Dupont
Bernard Fournier,"Director, Acquisitions",2014-09-25,2014-09-25,1,Bernard Fournier
Bernard Genereux,Member of Parliament,2010-10-06,2025-02-06,281,"BERNARD GENEREUX, BERNARD GÉNÉREUX, Bernard  Généreux, Bernard Genereaux, Bernard Genereux, Bernard Generoux, Bernard Génereux, Bernard Généreu, Bernard Généreux, Bernard Généreux MP, Mr. Bernard Généreux"
