CleanName_version3,CleanTitle_version3,first_appearance,last_appearance,count,dpoh_name_raw
Pam Damoff,Member of Parliament,2015-12-03,2025-04-10,579,"Pam  Damoff, Pam Damof, Pam Damoff, Pam Damoff MP, Pam Domoff, Pat Damoff"
Pam Danoff,Minister,2018-10-23,2020-05-20,2,Pam Danoff
Pam Goldsmith,Member of Parliament,2017-03-20,2017-03-20,1,Pam Goldsmith
Pam Goldsmith Jones,Member of Parliament,2016-04-19,2019-02-25,5,Pam Goldsmith Jones
Pam Goldsmith-jones,Member of Parliament,2015-11-27,2019-06-19,110,"Pam Goldsmith-Jones, Pam Goldsmith-Jones M.P."
Pam Hine,Vice President,2024-06-17,2024-06-17,1,Pam Hine
Pam Lefaive,"Director, Temporary Foreign Worker Program",2015-06-24,2024-12-04,4,"Pam Lafaive, Pam Lefaive"
Pam Lefaive Policy,Public Safety Canada,2021-03-15,2021-03-15,1,"Pam Lefaive Manager, Policy"
Pam Miles-seguin,Senior Special Assistant,2009-05-26,2009-05-26,1,Pam Miles-Séguin
Pam Miller,Director General,2009-12-08,2019-07-10,14,"Pam Miller, Paul Miller, pam Miller"
Pam Moss,"Director, Information, Communication and Manufacturing",2011-05-18,2011-05-18,1,Pam Moss
Pam O'leary,Director of Communications,2013-03-19,2013-03-19,1,Pam O'Leary
Pam Ross,Staffer to Senator,2022-01-11,2022-01-11,1,Pam Ross
Pam Turpin,Executive Director,2021-02-25,2022-01-27,7,Pam Turpin
Pam Wallin,Senator,2019-02-27,2019-02-27,1,Pam Wallin
Pamela Arnott,Associate Director General,2022-09-23,2022-09-23,1,Pamela Arnott
Pamela Aung Thin,Associate Assistant Deputy Minister,2020-03-10,2021-12-17,3,"Pamela  Aung Thin, Pamela Aung Thin, Pamela Aung Thing"
Pamela Aung-thin,Associate Assistant Deputy Minister,2020-02-10,2025-05-05,58,"Pamela  AUNG-THIN, Pamela Aung-Thin, Pamela Aung-Thin "
Pamela Clarke,Senior Program Officer,2020-11-04,2020-11-04,1,Pamela Clarke
Pamela Damoff,Member of Parliament,2020-12-15,2023-02-09,3,"Pamela Damdoff, Pamela Damoff"
Pamela Danoff,Parliamentary Secretary,2020-04-17,2020-04-17,1,Pamela Danoff
Pamela Duggan,Constituency Assistant,2022-01-12,2023-11-06,2,Pamela Duggan
Pamela Eades,Chief of Staff,2023-10-18,2023-10-18,1,Pamela Eades
Pamela French,Manager | Senior Policy Advisor,2016-01-27,2016-01-27,1,Pamela French
Pamela Goldsmith,Parliamentary Secretary,2017-04-10,2017-04-10,1,Pamela Goldsmith
Pamela Goldsmith Jones,Member of Parliament,2016-06-03,2018-11-11,13,"Pamela Goldsmith Jones, pamela goldsmith jones"
Pamela Goldsmith-jones,Member of Parliament,2015-11-17,2019-09-10,151,"Pamela Goldsmith - Jones, Pamela Goldsmith-Jones"
Pamela Gordon,Deputy Head of Cooperation,2021-07-26,2025-04-01,2,Pamela Gordon
Pamela Harrison,"Director General, Community Engagement",2024-06-07,2024-06-07,1,Pamela  Harrison
Pamela Hine,"Vice President, Housing Solutions",2024-05-06,2024-05-06,2,Pamela Hine
Pamela Hunt,Manager,2016-07-13,2016-07-13,1,Pamela Hunt
Pamela Jones,Senior Policy Advisor,2023-12-04,2023-12-04,1,Pamela Jones
Pamela Lefaive,Director,2024-11-19,2025-03-05,5,"Pamela  Lefaive, Pamela Lefaive, Pamela Lefaive "
Pamela Macdonald,Executive Director,2024-09-05,2024-10-30,3,Pamela MacDonald
Pamela Mccoll,Senior Policy Analyst,2016-08-16,2016-08-16,1,Pamela McColl
Pamela Mccurry,Assistant Deputy Minister,2016-05-17,2016-05-17,1,Pamela McCurry
Pamela Miller,Director General,2009-03-19,2021-07-09,36,Pamela Miller
Pamela Mintern,"Assistant Director, Communications Central-South",2023-05-26,2023-05-26,1,Pamela Mintern
Pamela Moss,"Director, Manufacturing, Communications and Technologies",2013-10-15,2019-06-06,2,Pamela Moss
Pamela Presley,Industrial Technology Advisor,2017-12-08,2018-02-06,4,Pamela Presley
Pamela Simpson,Manager,2014-06-26,2022-11-24,9,"Pamela  Simpson, Pamela Simpson"
Pamela Stephens,Press Secretary,2010-08-16,2010-08-16,1,Pamela Stephens
Pamela Turpin,Acting Director,2012-10-24,2024-05-27,7,"Pamela  Turpin , Pamela Turpin"
Pamela Wallin,Senator,2009-02-10,2024-10-15,105,"Hon. Pamela Wallin, Pamela Wallin, Senator Pamela Wallin, The Honourable Senator Pamela Wallin"
Pamela Widdis,Executive Assistant,2012-09-14,2012-09-14,1,Pamela Widdis
Pamela Wolfe Roberge,Director,2020-03-25,2020-03-25,1,Pamela Wolfe Roberge
Pamela Wolfe-roberge,Senior Policy Advisor to the Deputy Minister,2018-08-22,2018-08-22,1,Pamela Wolfe-Roberge
Pana Merchant,Senator,2010-09-28,2017-02-07,34,Pana Merchant
Panagiota Koroneo,Policy Advisor,2022-10-05,2022-10-05,1,Panagiota Koroneo
Pankaj Dau,Constituency Assistant,2015-05-22,2015-05-22,1,Pankaj Dau
Pankaj Sehgal,Assistant Deputy Minister,2016-11-21,2025-01-21,22,"Pankaj Sehgal, pankaj Sehgal"
Panthea Pourmalek,Policy Advisor,2023-12-18,2024-10-25,2,Panthea Pourmalek
Paola Mellow,Director,2012-05-02,2025-05-26,87,"Paola Mallow, Paola Mellow, Paola Mellows, Paolla Mellow, Paolo Mellow, Paula Mellow, Paulo Mellow"
Paola Vasquez,Policy Advisor,2020-02-18,2024-03-22,8,"Paola  Vasquez , Paola Vasquez, Paola Vasquez "
Paola Zurro,Director,2018-12-18,2019-09-13,6,Paola Zurro
Paolo Diemanuele,Economic Development Officer,2022-11-07,2022-11-07,1,Paolo Diemanuele
Paolo Utano,Sector Advisor,2011-07-05,2011-07-05,1,Paolo Utano
Pappalardo Nicolas,Chief of Staff,2015-02-05,2015-02-05,1,Pappalardo Nicolas
Paradis Christian,"Minister, Natural Resources",2011-03-07,2011-03-07,1,Paradis Christian
Parag Buch,Subject Matter Technical Specialist,2017-10-04,2017-11-21,2,Parag Buch
Pardeep Ahluwalia,Director General,2010-10-07,2010-10-07,1,Pardeep Ahluwalia
Parenteau Jean-bernard,"Director, Central Africa and the Great Lakes",2011-04-21,2011-04-21,1,Parenteau Jean-Bernard
Patrick Borbey,Associate Deputy Minister,2008-07-15,2019-11-12,93,"Parick Borbey, Patrick Barbey, Patrick Borbey, Patrick Bourbey"
Parker Frank,Policy Advisor,2014-09-30,2014-09-30,1,Parker Frank
Parker Varnai,Staffer,2022-05-25,2025-01-31,13,Parker Varnai
Parm Bains,Member of Parliament,2021-11-05,2025-06-11,134,"Parm  Bains , Parm Bains"
Parm Gill,Member of Parliament,2011-06-14,2015-07-21,56,"PARM GILL, Parm Gill"
Parmar Amanpreet,Executive Assistant,2023-03-01,2023-03-01,1,Parmar  Amanpreet
Parnell Pachal,Innovation Officer,2021-03-04,2021-05-05,3,Parnell Pachal
Parsa Afshar,Junior Policy Analyst,2024-10-29,2024-12-05,3,Parsa Afshar
Parthi Muthukumarasamy,Executive Director,2013-02-09,2025-04-16,3,Parthi Muthukumarasamy
Parthiban Muthukumarasamy,"Director, Meat Division",2013-03-05,2023-08-23,7,"Dr. Parthiban Muthukumarasamy, Parthiban Muthukumarasamy"
Parvinder Sachdeva,Policy Advisor,2016-02-17,2021-03-31,836,"PARVINDER SACHDEVA, Parvider Sachdeva, Parvidner Sachdeva, Parvinder Sachdeeva, Parvinder Sachdera, Parvinder Sachdeva, Parvinder Sachdever, Parvinder Sachedva, Parvinder Sacheva, Parvinder sachdeva, Pavidner Sachdeva, Pavinder Sachdeva, parvinder sachdeva"
Parvinder Sachedeva,Deputy Chief of Staff,2020-12-16,2020-12-16,1,Parvinder Sachedeva
Parvinder Singh Sachdeva,Policy Advisor,2016-10-20,2016-12-05,3,Parvinder Singh Sachdeva
Pascal Blais,Market Analyst,2018-10-10,2018-10-10,1,Pascal Blais
Pascal Dumont,Manager,2017-05-03,2017-05-03,1,Pascal Dumont
Pascal Gagnon,Manager,2022-10-21,2022-10-21,1,Pascal Gagnon
Pascal Girard,"Director General, North/Atlantic/Ontario",2022-11-01,2024-10-29,4,"Pascal  Girard, Pascal Girard, Pascale Girard"
Pascal Hugo- Plourde,Director,2021-04-21,2021-04-21,1,Pascal Hugo- Plourde
Pascal Klatt,Senior Economist,2011-05-26,2019-06-25,3,Pascal Klatt
Pascal Laverdure,Program Officer,2023-01-09,2023-01-09,1,Pascal Laverdure
Pascal Lemay,Economic Research Analyst,2020-05-22,2020-05-22,1,Pascal Lemay
Pascal Lesage,Acting Unit Head,2022-10-19,2024-05-24,9,"Pascal Lesage, Pascal Lesage "
Pascale Massot,Senior Policy Advisor,2016-01-26,2020-12-16,71,"Dr. Pascale Massot, Pascal Massot, Pascale Massot"
Pascal Medieu,"Assistant Director, Education and Training",2017-03-02,2018-01-18,6,Pascal Médieu
Pascal Michel,Chief Science Officer,2016-09-02,2023-10-05,14,"Dr Pascal Michel, Pascal Michel"
Pascal Ricard,Constituency Assistant,2019-04-25,2019-04-25,1,Pascal Ricard
Pascal Roberge,Director,2021-08-17,2021-08-17,1,Pascal Roberge
Pascal Seguin,Policy Advisor,2023-12-13,2024-05-01,2,Pascal Seguin
Pascal Tanguay,Acting Director,2023-04-25,2023-04-25,1,Pascal Tanguay
Pascal Tremblay,Analyst,2015-04-20,2015-04-20,1,Pascal Tremblay
Pascal Verville,Manager,2008-08-26,2023-12-01,2,Pascal Verville
Pascal-pierre Paille,Member of Parliament,2010-09-28,2011-03-02,5,"Pascal Pierre-Paille, Pascal-Pierre Paille, Pascal-Pierre Paillé"
Pascale,Member of Parliament,2024-02-02,2024-02-02,1,The Honourable  Pascale 
Pascale Archambault,Principal Director,2024-01-16,2024-02-16,2,"Pascale  Archambault, Pascale Archambault "
Pascale Boulerice,Director General,2021-05-05,2024-12-19,18,"Pascale  Boulerice, Pascale Boulerice, pascale Boulerice, pascale boulerice"
Pascale Champagne,"Director General, Energy, Mining and Environment",2023-07-31,2023-07-31,1,Pascale Champagne
Pascale Charbonneau,Executive Assistant to the Deputy Minister,2024-04-11,2024-04-11,1,Pascale Charbonneau
Pascale Collas,Senior Policy Advisor,2020-01-31,2020-01-31,1,Pascale Collas
Pascale Dugre Sasseville,Chief,2011-02-17,2011-02-17,1,Pascale Dugre Sasseville
Pascale Dugre-sasseville,"Director, Financial Institutions",2009-03-05,2023-05-11,35,"Pascale Dugre-Sassevile, Pascale Dugre-Sasseville, Pascale Dugree-Sasseville, Pascale Dugré-Sasseville"
Pascale Giguere,Director and General Counsel,2017-11-07,2017-11-07,1,Pascale Giguère
Pascale Groulx,Policy Advisor,2013-11-18,2013-11-18,1,Pascale Groulx
Pascale Marchand,Senior Advisor to the Assistant Deputy Minister,2020-06-01,2020-06-01,1,Pascale Marchand
Pascale Montminy,Assistant Deputy Minister,2024-02-19,2024-02-19,1,Pascale  Montminy
Pascale Robichaud,Chief of Staff,2018-03-12,2018-03-12,1,Pascale Robichaud
Pascale Saulnier,"Canadian Forces, Pension Office",2018-04-09,2018-04-09,1,Pascale Saulnier
Pascale St-onge,"Minister, Canadian Heritage",2021-10-29,2025-03-01,138,"Hon. Pascale St-Onge, Pascale  St-Onge, Pascale  St. Onge, Pascale  St. Onge , Pascale St-Onge, Pascale St-Onge , Pascale St. Onge, The Honourable Pascale  St-Onge "
Pascaline Yayi,"Assistant, Committee",2023-11-28,2023-11-28,1,Pascaline Yayi
Pasquale Salvaggio,Director,2023-11-01,2024-01-08,3,"Pasqauale Salvaggio, Pasquale Salvaggio"
Pat Bovey,Senator,2017-10-23,2017-10-23,1,Pat Bovey
Pat Breton,Director General,2016-05-24,2018-05-29,6,"Pat Brenton, Pat Breton"
Pat Brown,Member of Parliament,2010-11-02,2010-11-02,1,Pat Brown
Pat Buchik,"Manager, Heritage Conservation",2013-05-10,2013-05-10,1,Pat Buchik
Pat Comtois,"Director, Vendor Relations",2018-02-12,2018-05-29,2,Pat Comtois
Pat Davidson,Member of Parliament,2010-09-21,2015-04-28,72,Pat Davidson
Pat Dorsay,"Acting Vice President, Nova Scotia",2017-01-26,2017-01-26,1,Pat Dorsay
Pat Dorsey,"Vice President, ACOA PEI and Tourism",2018-06-05,2019-12-17,2,Pat Dorsey
Pat Duncan,Senator,2019-05-07,2024-12-04,42,Pat Duncan
Pat Finnigan,Member of Parliament,2013-02-06,2021-06-18,258,"PAT FINNIGAN, Pat Finigan, Pat Finn, Pat Finnegan, Pat Finngan, Pat Finnigan, Pat Finnigan, M.P., Pat Finningan, Pat Flannigan, Patt Finnigan, pat finnigan"
Pat Gunn,Constituency Assistant,2023-02-27,2023-02-27,2,Pat Gunn
Pat Kelly,Member of Parliament,2016-01-21,2025-03-06,231,"Pat  Kelly, Pat Kelley, Pat Kelly"
Pat Lynch,Chief of Staff,2009-11-25,2009-11-25,1,Pat Lynch
Pat Martin,Member of Parliament,2009-03-03,2015-04-29,27,Pat Martin
Pat Ockwell,"Deputy Director, East Europe",2011-10-17,2011-10-17,1,Pat Ockwell
Pat Perkins,Member of Parliament,2015-01-24,2015-07-09,21,Pat Perkins
Pat Perry,Director General,2008-10-31,2008-10-31,1,Pat Perry
Pat Rondeau,Office Manager,2012-08-22,2012-08-22,1,Pat Rondeau
Pat Stewart,"Director General, Marketed Health Products Directorate",2014-06-04,2017-05-16,2,Pat Stewart
Pat Tobin,Director General,2015-04-01,2016-11-09,2,Pat Tobin
Patirce Nadeau,Associate Assistant Deputy Minister,2019-07-18,2019-07-18,1,Patirce Nadeau
Patrick Pereira,Regional Advisor,2021-08-18,2023-12-13,103,"Patrcik Pereira, Patrick  Pereira, Patrick Pereira, Patrick Pereira , Patrick Periera, patrick  periera"
Patrick Cousineau,Deputy Chief of Staff | Director of Policy,2008-07-15,2024-12-09,198,"PATRICK COUSINEAU, Patric Cousineau, Patrick Couseneau, Patrick Couseneua, Patrick Cousineau, Patrick Cousinesau, Patrick D Cousineau, Patrick D. Cousineau, Patrock Cousineau"
Patric Fournier-savard,Survey Manager,2024-07-04,2024-09-09,4,Patric Fournier-Savard
Patricia Beh,Director of Policy,2018-09-12,2023-01-16,95,"Patrica Beh, Patricai Beh, Patricia Beh"
Patricia Brady,Vice President,2015-10-14,2024-11-19,76,"Patrica Brady, Patricia  Brady, Patricia  Brady , Patricia Brady, Patricia Brady "
Patrica Fuller,Director General,2017-05-18,2017-05-18,1,Patrica Fuller
Patrica Pena,Director General,2014-12-09,2015-12-18,3,Patrica Pena
Patrice Cousineau,"Advisor, Political and Economic",2014-03-07,2014-03-07,1,Patrice Cousineau
Patrice Finnigan,Member of Parliament,2016-02-02,2018-08-28,8,"Patrice Finnigan, Patrick Finnigan"
Patrice Guindon,"Director, Global Accounts – Infrastructure and Financial Services",2017-04-27,2017-04-27,1,Patrice Guindon
Patrice Leblanc,"Acting Director General, Habitat Management",2008-07-21,2010-01-26,2,Patrice LeBlanc
Patrice Lepage,Senior Investment Analyst,2024-10-03,2024-11-28,7,Patrice Lepage
Patrice Nadeau,"Assistant Deputy Minister, Network and Security Services",2016-10-24,2025-03-14,51,"Patrice  Nadeau, Patrice Nadeau"
Patrice Rondeau,Acting Senior Assistant Deputy Minister,2015-09-09,2017-05-17,7,Patrice Rondeau
Patrice Simon,Director General,2010-10-07,2024-11-18,8,Patrice Simon
Patricia Atkinson,"Policy Advisor, Humanitarian Affairs Group",2012-01-30,2012-01-30,1,Patricia Atkinson
Patricia Bell,Press Secretary,2016-08-08,2016-08-10,2,Patricia Bell
Patricia Benmtolila,"Director, Energy Structured and Project Finance",2020-04-06,2020-04-06,1,Patricia Benmtolila
Patricia Bentolila,"Director, Energy, Structured and Project Finance",2024-03-01,2024-03-01,1,Patricia Bentolila
Patricia Best,Director of Communications,2011-10-18,2015-07-24,12,Patricia Best
Patricia Bovey,Senator,2016-11-24,2023-04-24,92,"Hon. Patrice Bovey, Patricia Bovey, Senator Patricia Bovey, The Honourable Patricia Bovey, patricia bovey"
Patricia Carpentier-mathe,Strategic Advisor,2025-05-08,2025-05-08,1,Patricia Carpentier-Mathé
Patricia Davidson,Member of Parliament,2010-09-21,2015-05-12,111,"Patricia Davidson, Patricia Davidson, M.P."
Patricia De Mille,Senior Compliance Officer,2024-02-28,2025-03-27,4,"Patricia De Mille, Patricia DeMille"
Patricia Dechman,"Acting Associate Director, Policy, Planning and International Affairs Directorate",2024-10-23,2024-10-23,1,Patricia Dechman
Patricia Duncan,Senator,2019-02-21,2023-11-06,3,Patricia Duncan
Patricia Dupuis,Manager,2021-08-19,2024-04-15,7,"Patricia  Dupuis, Patricia Dupuis"
Patricia Edouarzin,Member's Assistant,2011-11-23,2011-11-23,1,Patricia Edouarzin
Patricia Elliot,Acting Director and Senior Trade Commissioner,2013-05-16,2013-05-16,1,Patricia Elliot
Patricia Elliott,Consul | Senior Trade Commissioner,2014-11-13,2018-08-23,2,Patricia Elliott
Patricia Evanoff,"Senior Director, Legislation, Approvals and Strategic Policy",2012-06-01,2013-07-08,2,Patricia Evanoff
Patricia Fornarolo,Chief Information Officer,2022-02-14,2022-02-14,1,Patricia  Fornarolo
Patricia Fuller,"Ambassador, Climate Change",2014-04-23,2021-12-08,56,Patricia Fuller
Patricia Hassard,Deputy Cabinet Secretary,2010-04-30,2012-02-29,2,Patricia Hassard
Patricia Hearn,Executive Director,2016-03-04,2016-03-04,1,Patricia Hearn
Patricia Jane Duncan,Senator,2019-04-02,2019-04-02,1,Patricia Jane Duncan
Patricia Kania,Acting Manager,2014-05-16,2014-05-16,1,Patricia Kania
Patricia Kell,Director General,2017-12-13,2023-09-03,9,"Patricia  Kell, Patricia Kell"
Patricia Kelly,Veterinary Program Officer,2022-11-21,2022-11-21,1,Patricia  Kelly
Patricia Kosseim,Senior General Counsel and Director General,2014-09-04,2014-12-09,2,Patricia Kosseim
Patricia Langan-torell,Director and Senior Trade Commissioner,2017-02-08,2017-04-21,3,Patricia Langan-Torell
Patricia Lattanzio,Member of Parliament,2020-03-06,2024-07-15,57,"Patricia  Lattanzio , Patricia Latanzio, Patricia Lattanzio"
Patricia Laviolette,"Director General, Financial Operations",2010-12-06,2011-10-26,2,Patricia Laviolette
Patricia Lefebour,Constituency Assistant,2021-11-15,2022-03-09,2,Patricia LeFebour
Patricia Maccaughan,Senior Project Officer,2015-01-15,2022-07-27,10,Patricia MacCaughan
Patricia Maclellan,Manager,2017-07-18,2017-07-18,1,Patricia MacLellan
Patricia Malikail,Director General,2009-02-10,2015-09-22,18,Patricia Malikail
Patricia Mcallister,Acting Director,2017-08-23,2024-11-20,2,Patricia McAllister
Patricia Mcbride,Senior Program Officer,2019-02-25,2019-02-25,1,Patricia McBride
Patricia Mcdowell,"Vice President, Regulatory Affairs",2008-07-13,2010-06-03,4,"Patricia MacDowell, Patricia McDowell"
Patricia Mckeage,Manager,2024-09-12,2024-09-12,1,Patricia McKeage
Patricia Morcos,Parliamentary Secretary,2019-05-29,2019-05-29,1,Patricia Morcos
Patricia Mortimer,Executive Vice President and Secretary General,2013-03-13,2013-03-13,1,Patricia Mortimer
Patricia Pena,Assistant Deputy Minister,2012-08-15,2025-05-22,80,"Patricia   Peña, Patricia  Pena, Patricia  Peña, Patricia Pena, Patricia Peña, Patricia Peña "
Patricia Perkins,Member of Parliament,2015-05-12,2015-05-12,1,Patricia (Pat) Perkins
Patricia Roset Zuppa,"Vice President, Policy Development",2022-02-24,2022-02-24,1,Patricia  Roset Zuppa
Patricia Roset-zuppa,"Vice President, Policy",2020-05-01,2024-11-22,37,"Patricia  Roset-Zuppa, Patricia  Roset-zuppa, Patricia Roset-Zuppa"
Patricia Rosher,Assistant Chief Commissioner,2022-02-08,2022-10-26,4,"Patricia  Rosher, Patricia Rosher"
Patricia Rouillard,Manager,2020-06-11,2020-06-11,1,Patricia Rouillard
Patricia Roy-papineau,Senior Analyst,2024-05-29,2024-05-29,1,Patricia  Roy-Papineau
Patricia Rozet-zuppa,Director of Policy,2020-02-18,2020-02-18,1,Patricia Rozet-Zuppa
Patricia Salibury,Manager,2016-04-27,2016-04-27,1,Patricia Salibury
Patricia Sauve-mccuan,"Director, Common Administrative Services",2019-12-05,2019-12-05,1,Patricia Sauvé-McCuan
Patricia Sibal,Senior Policy Advisor,2022-02-28,2025-02-14,284,"Paticia Sibal, Patricia  Sibal, Patricia  Sibal , Patricia  Sibbal, Patricia (""Trish"") Sibal, Patricia Sibal, Patricia Sibald, Patricia Sibbal, Patricia Sibel, Patricia Sibil, Patricia Sidal, patricia Sibal, patricia sibal"
Patricia Wilson,Director General,2016-09-21,2024-02-14,5,"Patricia  Wilson, Patricia Wilson"
Patricia-anne Cote,Senior Director,2023-04-21,2025-03-13,6,"Patricia-Anne Cote, Patricia-Anne Coté"
Patrick Adams,Duty,2020-10-26,2020-10-26,1,Patrick Adams
Patrick Amyot,"Assistant Deputy Minister, Corporate Management Branch | Chief Financial Officer",2020-07-29,2023-08-30,3,Patrick Amyot
Patrick Ballay,Acting Director,2021-10-13,2023-09-19,28,"Patrick  Ballay, Patrick Ballay"
Patrick Barthold,Director,2021-06-10,2021-06-10,1,Patrick Barthold
Patrick Beatty,Student,2011-07-27,2011-07-27,1,Patrick Beatty
Patrick Beaulieu,"Director, Accounts",2019-09-17,2019-09-17,1,Patrick Beaulieu
Patrick Blanar,Director,2013-09-17,2025-03-06,58,"Patrick  Blanar, Patrick Blanar, Patrick Blanar , Patrick Blanard"
Patrick Boie,Senior Communications Advisor,2024-02-06,2024-02-06,1,Patrick  Boie
Patrick Bonin,Policy Advisor,2024-12-11,2025-05-13,6,Patrick Bonin
Patrick Boucher,Senior Assistant Deputy Minister,2011-10-20,2025-04-23,35,"Patrick  Boucher, Patrick Boucher, Patrick Boucher "
Patrick Boulanger,"Deputy Director, Permits",2009-08-19,2012-12-19,2,Patrick Boulanger
Patrick Bourbay,Assistant Deputy Minister,2009-06-18,2009-09-11,5,Patrick Bourbay
Patrick Bourque,Economic Development Officer,2025-01-09,2025-01-10,2,"Patrick  Bourque, Patrick Bourque"
Patrick Braid,Member of Parliament,2012-03-28,2012-03-28,1,Patrick Braid
Patrick Brazeau,Senator,2010-10-06,2024-12-12,17,"Patrick Brazeau, Patrick brazeau"
Patrick Breton,Director,2021-07-15,2021-07-15,1,Patrick Breton
Patrick Brown,Member of Parliament,2009-02-13,2017-08-01,188,"Partick Brown, Patrick Brown, Patrick Brown, M.P., Patrick Brown, MP, patrick brown"
Patrick Brown Brown,Member of Parliament,2010-11-24,2010-11-24,1,Patrick Brown Brown
Patrick Bussiere,Director,2022-05-17,2022-05-17,1,Patrick Bussiere
Patrick Carpentier,Brigadier General,2021-04-30,2021-04-30,1,Patrick Carpentier
Patrick Casey,Staffer,2016-04-18,2016-04-18,1,Patrick Casey
Patrick Chabot,Managing Director,2024-01-12,2024-09-11,5,"Patrick  Chabot, Patrick Chabot"
Patrick Charbonneau,President and Chief Executive Officer,2024-02-05,2024-05-31,3,"Patrick  Charbonneau, Patrick Charbonneau"
Patrick Chevalier,Director,2012-05-15,2012-09-26,3,Patrick Chevalier
Patrick Cloutier,Senior Policy Advisor,2019-08-06,2023-05-11,2,Patrick Cloutier
Patrick Comtois,Director General,2019-01-25,2025-05-26,28,"Patrick  Comtois, Patrick Comtois"
Patrick Courcelles,Consul and Trade Commissioner,2022-12-21,2022-12-21,1,Patrick Courcelles
Patrick Couslneau,Senior Strategic Advisor,2019-02-21,2019-02-21,1,Patrick Couslneau
Patrick Cyr,Manager,2020-10-28,2021-03-15,6,Patrick Cyr
Patrick De Sousa Lahey,Member of Parliament,2013-07-24,2013-07-24,1,Patrick de Sousa Lahey
Patrick Delorme,Policy Analyst,2022-04-25,2022-04-25,1,Patrick Delorme
Patrick Dermody,Parliamentary Assistant,2019-05-07,2019-05-07,1,Patrick Dermody
Patrick Donnelly,Chief of Staff,2011-07-06,2011-07-19,5,Patrick Donnelly
Patrick Dorsey,"Vice President, PEI and Tourism",2016-07-18,2025-03-10,44,Patrick Dorsey
Patrick Durocher,Caucus Liaison,2022-05-17,2022-05-17,1,Patrick Durocher
Patrick Egit,Policy Advisor,2019-06-20,2024-10-31,12,"Patrick  Egit, Patrick Egit"
Patrick Finn,Assistant Deputy Minister,2009-07-10,2019-07-24,64,"PATRICK FINN, Patrick Finn"
Patrick Flansberry,Administrative Assistant,2017-10-16,2017-11-20,2,Patrick Flansberry
Patrick Fleming,Policy Analyst,2021-04-20,2021-04-20,1,Patrick Fleming
Patrick Forest,Director,2023-02-16,2024-02-14,4,Patrick Forest
Patrick Fournier,Research and Analysis Officer,2022-04-26,2022-05-10,3,Patrick Fournier
Patrick Giroux,Economic Development Officer,2018-10-15,2019-01-08,2,Patrick Giroux
Patrick Gorman,Senior Investment Analyst,2022-10-11,2022-10-11,1,Patrick Gorman
Patrick Gosselin,Manager | Senior Policy Advisor,2016-11-28,2018-05-03,3,Patrick Gosselin
Patrick Gregoire,Staffer,2017-01-31,2018-01-25,4,"Patrick Grégoire, patrick gregoire"
Patrick Haggerty,Manager,2016-06-21,2017-09-22,2,Patrick Haggerty
Patrick Halley,Assistant Deputy Minister,2012-09-26,2025-06-05,237,"PATRICK HALLEY, Patrick   Halley, Patrick  Halley, Patrick  Halley , Patrick Haley, Patrick Halley, Patrick Halley "
Patrick Healy,Senior Chief,2015-03-30,2015-03-30,1,Patrick Healy
