CleanName_version3,CleanTitle_version3,first_appearance,last_appearance,count,dpoh_name_raw
Wayne Smith,Chief Statistician,2011-07-29,2015-02-02,4,Wayne Smith
Wayne Stetski,Member of Parliament,2015-11-27,2019-06-05,158,"HON. WAYNE STETSKI, WAYNE STETSKI, Wayne Stegski, Wayne Stetski"
Wayne Stryde,Acting Assistant Deputy Minister,2011-03-14,2011-03-14,1,Wayne Stryde
Wayne Walsh,Director General,2016-04-10,2024-11-07,21,Wayne Walsh
Wayne Wong,Member of Parliament,2016-10-24,2016-10-24,1,Wayne Wong
Wayne Wouter,Clerk to the Privy Council,2009-01-13,2011-06-10,2,Wayne Wouter
Wayne Wouters,Clerk of the Privy Council and Secretary to the Cabinet,2008-10-30,2014-10-02,195,"Wayne G Wouters, Wayne G. Wouters, Wayne Wouters, wayne wouters"
Weadon Bryn,"Assistant Deputy Minister, Finance and Corporate Services",2009-01-12,2009-01-12,1,WEADON BRYN
Wei Shu Wang,Parliamentary Secretary,2022-04-28,2022-09-08,2,"Wei Shu Wang, Wei shu Wang"
Weina Yuan,Business Specialist,2010-01-26,2010-01-26,1,Weina Yuan
Weldon Epp,Assistant Deputy Minister,2013-06-13,2025-05-01,33," Weldon Epp, Weldon  Epp, Weldon Epp"
Wells David,Senator,2014-04-08,2014-04-08,1,Wells David
Welsh Jack,Regional Advisor and Minister's Aide,2020-12-02,2020-12-02,1,Welsh Jack
Wen Kwan,Senior Director,2017-06-13,2022-08-24,12,Wen Kwan
Wendell Brown,Assistant Deputy Minister,2018-04-12,2018-09-06,2,Wendell Brown
Wendell Sandford,"High Commissioner, Canada in Brunei",2010-04-19,2010-04-19,1,Wendell Sandford
Wendy A. Tadros,Chair,2010-10-21,2013-11-29,3,Wendy A. Tadros
Wendy Dempsey,Assistant Director General,2019-06-19,2019-06-19,1,Wendy Dempsey
Wendy Drukier,Director General,2019-04-29,2025-04-25,4,Wendy Drukier
Wendy Gilmour,Director General,2013-11-08,2023-06-22,12,"H.E. Wendy Gilmour, WENDY GILMOUR, Wendy Gilmore, Wendy Gilmour"
Wendy Hadwen,Assistant Deputy Minister,2022-11-24,2025-05-27,62,"Wendy  Hadwen, Wendy Hadwen, Wendy Hadwin"
Wendy Hawden,Deputy Chief,2023-06-08,2023-06-08,1,Wendy Hawden
Wendy Jahn,"Registrar, Seed Section",2018-04-18,2018-08-16,2,Wendy Jahn
Wendy Lazarenko,Senior Advisor,2021-06-23,2021-06-23,1,Wendy Lazarenko
Wendy Loschiuk,Assistant Auditor General,2009-10-09,2009-10-09,1,Wendy Loschiuk
Wendy Nixon,"Director General, Aviation Security",2018-03-06,2021-12-09,23,Wendy Nixon
Wendy Owen-clement,Policy Analyst,2013-10-28,2013-10-28,1,Wendy Owen-Clement
Wendy Pringle,Research Analyst,2024-01-25,2024-01-25,1,Wendy Pringle
Wendy Rogers,"Director, Programs and Partnerships, BC Region",2022-08-23,2022-08-23,1,Wendy Rogers
Wendy Street,"Manager, Food Programs and Challenges",2020-06-18,2020-06-18,1,Wendy Street
Wendy Tadros,Chair,2012-01-24,2013-09-11,3,Wendy Tadros
Wendy Trahan,Telecommunications Analyst,2023-10-16,2023-10-16,1,Wendy Trahan
Wendy Trusler,Trade Commissioner,2010-10-29,2010-10-29,1,Wendy Trusler
Wendy Vasbinder,"Policy Officer, Market Access",2016-07-13,2016-07-13,1,Wendy Vasbinder
Wendy Watson Wright Watson-wright,Assistant Deputy Minister,2009-04-06,2009-04-06,1,Wendy Watson Wright Watson-Wright
Wendy Watson-wright,Assistant Deputy Minister,2008-09-17,2009-04-21,4,Wendy Watson-Wright
Wendy Williams,Regional Director,2023-05-15,2024-12-04,6,Wendy Williams
Wendy Wu,"Regional Advisor, Ontario",2024-11-20,2024-11-25,2,Wendy Wu
Wenyue Zheng,Program Manager,2012-02-07,2012-03-22,2,Wenyue Zheng
Werbicki Ryan,Assistant,2020-01-30,2020-01-30,1,Werbicki Ryan
Werner Kurtz,Principal Researcher,2020-07-31,2022-05-12,2,Werner Kurtz
Werner Liedtke,Acting Commissioner,2024-04-08,2024-11-25,17,Werner Liedtke
Wernick Michael,Deputy Minister,2013-04-30,2013-04-30,1,Wernick Michael
Wes Graham,Staffer to Member of Parliament,2025-01-15,2025-01-15,1,Wes Graham
Wes Mcleah,Director of Parliamentary Affairs,2008-12-01,2008-12-01,1,Wes McLeah
Wes Mclean,Senior Advisor,2009-01-07,2009-12-02,4,"Wes Maclean, Wes McLean"
Wes Mcmeekin,"Special Assistant, Policy – Africa, Asia",2009-09-03,2009-09-03,1,Wes McMeekin
Wes Moore,Senior Policy Advisor,2009-04-28,2009-10-08,3,Wes Moore
Wes Shoemaker,"Head, Pacific Salmon Strategy",2022-11-25,2023-02-07,3,Wes Shoemaker
Wesley Moore,Policy Advisor,2008-07-30,2024-06-25,50,"Wesely Moore, Wesley Moore"
Wesley Boyd,Member of Parliament,2019-03-04,2019-03-07,2,Wesley Boyd
Wesley Mcmeekin,"Special Assistant to the Minister, International Development for Asia and Africa",2009-07-31,2009-07-31,1,Wesley McMeekin
Wesley Rodney,Manager,2016-12-20,2016-12-20,1,Wesley Rodney
Wesley-ryan Boyd,"Regional Advisor, West and North",2024-05-08,2024-05-08,1,Wesley-Ryan Boyd
Wesly Graham,Constituency Assistant,2025-01-07,2025-01-07,1,Wesly Graham
Wesseman Lars,Senior Advisor to the Minister of Seniors,2019-07-24,2019-07-24,1,Wesseman Lars
West Ian,Chief of Staff,2013-05-10,2013-05-10,1,West Ian
Weston Bachman,Intergovernmental Affairs Officer,2025-03-10,2025-03-10,2,Weston Bachman
Weston John,Member of Parliament,2014-04-08,2014-04-08,1,Weston John
Wex Richard,Vice President,2015-07-02,2015-07-02,1,Wex Richard
White Jillian,"Advisor, Stakeholder Relations",2019-05-10,2019-05-10,1,White Jillian
White Kasondra,Director,2023-06-05,2023-06-05,1,White Kasondra
White Michael,Director of Policy,2014-10-01,2014-10-01,1,White Michael
Whitney Hooper,Director,2024-01-26,2024-01-26,1,Whitney Hooper
Whitney Morrison,Regional Assistant,2016-09-16,2018-03-01,9,Whitney Morrison
Widad Mas,"Lead Advisor, Strategy - Real Estate",2018-10-24,2018-10-24,1,Widad Mas
Wiktoria Mulak,Policy Analyst,2024-12-05,2024-12-05,1,Wiktoria Mulak
Wil Amos,Parliamentary Secretary,2020-02-10,2020-09-08,2,Wil Amos
Wilbene Cenatus,Officer,2020-11-04,2022-08-18,3,"Wilbene Cenatus, Wilbène Cenatus"
Wilbert Joseph Keon,Senator,2009-06-11,2009-06-11,1,Wilbert Joseph Keon
Wilbert Keon,Senator,2009-09-03,2009-09-03,1,Wilbert Keon
Wilcox Kendra,Director of Operations,2021-05-19,2021-05-19,1,Wilcox Kendra
Wild Joe,Senior Assistant Deputy Minister,2023-02-28,2023-02-28,1,Wild Joe
Wilder Walker,Senior Policy Advisor,2024-05-23,2024-05-23,1,Wilder Walker
Wilder Walker-smith,Senior Special Assistant,2024-06-19,2024-06-19,1,Wilder Walker-Smith
Wilder Walker-stewart,Policy Advisor,2022-09-21,2025-03-17,118,"Wilder  Walker-Stewart, Wilder  Walker-Stewart , Wilder Walker - Stewart, Wilder Walker-Steward, Wilder Walker-Stewart, Wilder Walker-Stewart , wilder walker-stewart"
Wilfred Moore,Senator,2010-09-30,2016-11-16,75,"Hon. Wilfred Moore, Sen. Wilfred Moore, The Hon. Senator Wilfred Moore, The Hon. Wilfred Moore, The Honourable Senator Wilfred Moore, Wilfed Moore, Wilfred Moor, Wilfred Moore, Wilfres Moore, Wilfrid Moore, senator Wilfred Moore, wilfred moore"
Wilfred P. Moore,Senator,2011-03-08,2015-05-11,8,Wilfred P. Moore
Wilfred Wong,Senior Economist,2023-04-04,2025-05-12,10,Wilfred Wong
Wilhelm Kelly,Senior Policy Advisor,2016-08-26,2016-12-06,2,Wilhelm Kelly
William Messier,Policy Advisor,2023-11-07,2024-08-22,59,"Wiliam Messier, William  Messier, William Messier, William Messier , william Messier, william messier"
William Morneau,"Minister, Finance",2016-01-11,2020-04-27,23,"Hon. William (Bill) Morneau, Wiliam Morneau, William (Bill) Morneau, William Monreau, William Morneau, William Mourneau"
Wilkinson Jonathan,Minister,2019-04-17,2024-09-23,5,Wilkinson Jonathan
Wilks David,Member of Parliament,2011-10-05,2011-10-05,1,Wilks David
Will Adams,Chief of Staff,2010-02-02,2012-06-19,11,Will Adams
Will Amos,Member of Parliament,2016-02-04,2021-05-26,120,"WILL AMOS, Will Amon, Will Amos"
Will Blahut,Assistant,2017-09-18,2017-09-18,1,Will Blahut
Will Bulmer,Lead Specialist,2022-12-07,2022-12-07,1,Will Bulmer
Will Greaves,Member of Parliament,2025-05-08,2025-05-08,1,Will Greaves
Will Hill,Chief of Staff,2011-03-03,2011-03-03,1,Will Hill
Will Horne,Assistant,2017-03-06,2017-03-06,1,Will Horne
Will Keefe,Policy Advisor,2020-07-17,2024-04-24,85,"Will  Keefe, Will  Keefe , Will Keefe, Will O'Keefe"
Will Keefe-stacey,Policy Advisor,2021-02-24,2021-11-04,4,Will Keefe-Stacey
Will Meneray,"Senior Manager, Housing Policy",2024-03-15,2024-11-18,5,"Will Menerary, Will Meneray"
Will Paterson,Senior Economist,2012-06-20,2012-06-20,1,Will Paterson
Will Rehm,Intern,2021-07-14,2021-07-14,1,Will Rehm
Will Varma,"Vice President, Enterprise Information Security",2019-09-12,2019-09-12,1,Will Varma
Will Yan,Director,2019-03-26,2019-03-26,1,Will Yan
"William ""jj"" Pristanski","Director, Parliamentary Affairs",2021-02-10,2021-02-10,2,"William ""JJ"" Pristanski"
William Amos,Member of Parliament,2015-12-01,2021-05-27,214,"Wiiliam Amos, Willam Amos, William Amos"
William Anderson,Executive Director,2012-01-04,2024-11-15,10,William Anderson
William Armitage,Senior Marine Safety Inspector,2024-10-21,2024-10-21,1,William Armitage
William Baker,Deputy Minister,2008-08-05,2012-03-26,16,"WILLIAM BAKER, William Baker, William V Baker"
William Benn,Project Engineer,2024-10-30,2024-10-30,1,William Benn
William Bennett,Acting Manager,2008-12-09,2008-12-09,1,William Bennett
William Blahut,Special Assistant,2017-09-27,2022-11-22,3,William Blahut
William Blair,Member of Parliament,2015-12-10,2024-05-03,4,William Blair
William Blouin,"Special Assistant, Minister of Transport",2020-07-09,2020-07-09,1,William Blouin
William Bradley,Senior Economist,2018-04-25,2018-04-25,1,William Bradley
William Camm,Senior Policy Analyst,2024-12-03,2024-12-03,1,William  Camm
William Constan,Program Analyst,2024-03-25,2024-04-17,2,William Constan
William Cotter,Senator,2020-10-26,2020-10-26,1,William (Brent) Cotter
William Crosbie,Assistant Deputy Minister,2012-09-19,2012-11-29,3,William Crosbie
William Elliott,Commissioner,2009-04-02,2009-04-02,1,William Elliott
William F. Pentney,"Deputy Minister, Justice and Deputy Attorney General",2013-08-19,2017-01-06,2,William F. Pentney
William Fassett,Office Manager,2021-06-03,2024-10-16,6,"William  Fassett, William Fassett, william fassett"
William Fizet,Director General,2009-06-09,2017-05-15,4,William Fizet
William Fradette,Political Advisor,2020-03-09,2022-02-07,4,William Fradette
William Francis Morneau,Minister | Member of Parliament,2016-04-21,2017-09-27,2,William Francis Morneau
William Gaudry,Political Advisor,2022-04-07,2023-11-01,7,"WILLIAM GAUDRY, William  Gaudry, William Gaudry"
William Gibson,Economist,2018-06-13,2021-11-29,3,William Gibson
William Harris,Policy Analyst,2023-02-21,2024-07-11,5,William Harris
William Harry Blouin,Senior Policy Advisor,2020-04-03,2020-04-03,1,William Harry Blouin
William Harvey,Quebec Desk,2020-12-17,2022-10-25,3,William Harvey
William Harvey Blouin,Special Assistant,2016-08-23,2023-11-21,15,"William Harvey Blouin, wiliam  harvey-blouin, william harvey blouin"
William Harvey-blouin,"Regional Advisor, Quebec",2020-04-02,2025-03-06,128,"William  Harvey-Bloui, William  Harvey-Blouin, William Harvey-Blouin, william Harvey-Blouin, william harvey-blouin"
William Hawkins,"Director, Stakeholder Relations",2010-09-29,2011-05-18,21,William Hawkins
William Heeley,Policy Analyst,2023-04-26,2023-04-26,1,William  Heeley
William Hinse-macculloch,Policy Analyst,2021-08-17,2021-08-17,1,William Hinse-MacCulloch
William Horne,Policy and Parliamentary Affairs Advisor,2016-12-05,2018-06-18,16,William Horne
William Keefe,Senior Policy Advisor,2023-01-20,2023-01-20,1,William Keefe
William Keefe-stacey,Minister Exempt Staff,2021-03-02,2024-04-26,14,William Keefe-Stacey
William Kelley,"Director General, Aerospace Equipment Program Management",2010-11-04,2010-11-04,1,William Kelley
William King,Chief of Staff,2008-09-16,2019-02-21,66,"WILLIAM KING, Wiiliam King, William (Bill) King, William King"
William Kuchapski,Special Assistant,2009-02-26,2009-02-26,1,William Kuchapski
William Lee,Legislative Assistant,2022-01-28,2024-04-30,7,"William  Lee, William Lee"
William Leffler,"Senior Director, Strategic Policy and Stakeholder Relations",2016-04-21,2016-04-21,1,William Leffler
William Mackey,"Counselor, US Space Affairs",2014-05-22,2014-05-22,1,William Mackey
William Macleod,Director,2014-01-27,2014-01-27,1,William (Bill) MacLeod
William Macminn,Senior Advisor,2023-09-07,2023-09-07,1,William MacMinn
William Manning-dewar,Economist,2022-06-22,2022-06-22,1,William Manning-Dewar
William Martin,Policy Advisor,2023-07-05,2023-07-05,1,William  Martin
William Mathieson,Senior Project Leader,2019-09-04,2024-12-11,11,"William  Mathieson , William Mathieson, William Mathieson , william mathieson"
William Matthews,Assistant Comptroller General,2009-08-10,2009-08-11,2,William Matthews
William Mcgillivray,Regional Director General,2022-11-03,2024-11-01,4,"William MacGillvray, William McGillivary, William McGillivray"
William Mcmurray,Member,2015-03-17,2016-10-26,6,William McMurray
William Moore,Senator,2012-11-08,2012-11-08,1,William Moore
William Moroz,Senior Project Manager,2023-02-23,2023-05-18,4,"William  Moroz, William Moroz"
William Morrison,Communications Advisor and Legislative Assistant,2017-02-07,2025-02-12,8,"William  Morrison , William Morrison"
William Pellerin,"Deputy Director, Trade Remedies Division",2020-05-15,2020-05-15,1,William Pellerin
William Pentney,Associate Deputy Minister,2008-07-22,2017-03-03,14,"WILLIAM PENTNEY, William Pentney, William Petney"
William Pietersma,Investment Analyst,2025-03-07,2025-03-07,1,William Pietersma
William Pristanski,Parliamentary Assistant,2020-11-25,2021-03-23,2,William Pristanski
William Simard,Policy Advisor,2023-11-22,2023-11-28,2,"Willliam  Simard, william simard"
William Smirle,Chair,2009-03-13,2009-12-11,6,William Smirle
William Stairs,Chief of Staff,2009-06-05,2011-03-01,3,William Stairs
William Truelove,Commander,2014-02-19,2014-02-19,1,William Truelove
William Vancise,Chair,2014-05-01,2014-05-01,1,William Vancise
William Varma,"Vice President, Enterprise Information Security",2019-12-03,2020-01-09,3,William Varma
William Williams,"National Manager, Grains and Oilseeds Section",2018-03-19,2018-03-19,1,William Williams
William Wilson,Policy Analyst,2023-09-18,2025-03-13,9,"William  Wilson , William Wilson"
William Yan,"Director, Bureau of Nutritional Sciences",2008-07-03,2021-03-31,13,"Dr. William Yan, William Yan"
William Zapata,Constituency Assistant,2020-11-27,2020-12-04,2,William Zapata
William-harvey Blouin,Policy Advisor,2024-03-21,2024-03-21,1,William-Harvey Blouin
Williamson Carley,Assistant,2020-01-30,2020-01-30,1,Williamson Carley
Wilma Van Norden,Managing Director,2013-01-18,2016-07-21,20,"Wilma Van Norden, Wilma VanNorden, Wilma van Norden"
Wilma Vreeswijk,Deputy Minister,2013-04-16,2017-05-16,11,"Wilma Vreeswick, Wilma Vreeswijk"
Wilson Miao,Member of Parliament,2021-11-05,2025-02-05,102,"WIlson Miao, Wilson Maio, Wilson Miao, wilson  miao"
Wilton Littlechild,Commissioner,2013-04-08,2015-06-25,2,Wilton Littlechild
Winchester Bruce,Senior Policy Advisor,2010-06-24,2010-06-24,1,Winchester Bruce
Winfield Nicholas,"Director, Ecosystems Management Policies and Practices",2015-04-27,2015-04-27,1,Winfield Nicholas
Winnie Truong,Constituency Assistant,2021-02-24,2021-05-28,2,Winnie Truong
Winona Embuldeniya,Director,2013-11-18,2024-10-08,3,Winona Embuldeniya
Wladyslaw Lizon,Member of Parliament,2011-06-14,2015-06-16,182,"WLADYSLAW LIZON, Wladislaw Lizon, Wladslaw Lizon, Wladylaw Lizon, Wladysaw Lizon, Wladyslav Lizon, Wladyslaw Lion, Wladyslaw Lizon, Wladyslaw Lizon MP, Wlayslaw Lizon"
Wojo Zielonka,Chief Financial Officer,2022-11-15,2023-11-28,4,Wojo Zielonka
Wolf Findling,"Director General, Finance and Management Accountability",2021-02-18,2021-02-18,1,Wolf Findling
Woodland Natalie,Senior Advisor,2024-08-02,2024-08-02,1,Woodland Natalie
Woodley Amanda,"Policy Advisor, Office of the Minister of Innovation, Science and Industry",2020-01-16,2020-01-16,1,Woodley Amanda
Woodworth Stephen,Member of Parliament,2011-11-01,2011-11-01,1,Woodworth Stephen
Wook Yang,Policy and Program Fellow,2021-11-15,2021-12-09,2,Wook Yang
Wouters Wayne,Clerk of the Privy Council and Secretary to the Cabinet,2014-02-27,2014-02-27,1,Wouters Wayne
Wrenna Robertson,Senior Policy Advisor,2024-10-29,2024-10-29,1,Wrenna Robertson
Wright Ian,"Director, Financial Crimes Governance and Operations",2018-04-19,2018-04-19,1,Wright Ian
Wyatt Westover,"Regional Advisor, Quebec",2022-03-24,2024-11-28,13,"Wyatt  Westover, Wyatt Westover"
Wyzdom Mccalla-rodol,Parliamentary Assistant,2023-02-15,2024-11-04,3,Wyzdom McCalla-Rodol
