comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2
434434,2018-09-25,Hon. Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
434444,2018-09-25,Hon. Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
434446,2018-09-25,Hon. Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
441661,2018-11-15,Hon. Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
446091,2019-02-21,Hon. Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
446092,2019-02-21,Hon. Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
474039,2020-05-19,Hon. Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
482724,2020-09-21,Hon. Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
550017,2022-11-30,Hon. Lawrence MacAulay,"Minister, Veterans Affairs",1,Lawrence Macaulay,"Minister, Veterans Affairs",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
369701,2016-02-02,HON. LAWRENCE MacAULAY,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
396189,2017-02-07,HON. LAWRENCE MACAULAY,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
380496,2016-06-16,"Hon. Lawrence MacAulay, P.C., M.P.","Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
384739,2016-09-12,"Hon. Lawrence MacAulay, P.C., M.P.",Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
389445,2016-11-15,"Hon. Lawrence MacAulay, P.C., M.P.",Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
407017,2017-07-06,"Hon. Lawrence MacAulay, P.C., M.P.","Minister, Agriculture and Agri-Food Canada",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food Canada",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
366709,2015-12-02,HON. LAWRENCE MacAULEY,Minister,1,Lawrence Macauley,Minister,Lawrence Macauley,Minister
341630,2014-11-20,Hon. Leaona Aglukkaq,Minister,1,Leaona Aglukkaq,Minister,Leona Aglukkaq,"Minister, Health"
349093,2015-03-13,Hon. Leona Aglikkaq,Minister,1,Leona Aglikkaq,Minister,Leona Aglukkaq,"Minister, Health"
323995,2014-04-10,Hon Leona Aglukkaq,Minister,1,Leona Aglukkaq,Minister,Leona Aglukkaq,"Minister, Health"
229269,2012-06-18,Hon. Leona Aglukkaq,"Minister, Canadian Northern Economic Development Agency",1,Leona Aglukkaq,"Minister, Canadian Northern Economic Development Agency",Leona Aglukkaq,"Minister, Health"
277345,2013-06-06,Hon. Leona Aglukkaq,"Minister, Health",1,Leona Aglukkaq,"Minister, Health",Leona Aglukkaq,"Minister, Health"
323997,2014-04-10,Hon. Leona Aglukkaq,Minister,1,Leona Aglukkaq,Minister,Leona Aglukkaq,"Minister, Health"
348893,2015-03-02,Hon. Leona Aglukkaq,Minister,1,Leona Aglukkaq,Minister,Leona Aglukkaq,"Minister, Health"
158653,2010-10-08,Hon Lisa Raitt,Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
457695,2019-06-05,Hon Lisa Raitt,Member of Parliament,1,Lisa Raitt,Member of Parliament,Lisa Raitt,Minister
98634,2009-02-27,Hon. Lisa Raitt,Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
125794,2009-09-24,Hon. Lisa Raitt,"Minister, Natural Resources",1,Lisa Raitt,"Minister, Natural Resources",Lisa Raitt,Minister
149605,2010-05-19,Hon. Lisa Raitt,"Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
156278,2010-09-30,Hon. Lisa Raitt,Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
158652,2010-10-01,Hon. Lisa Raitt,Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
163377,2010-12-02,Hon. Lisa Raitt,"Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
202207,2011-12-02,Hon. Lisa Raitt,"Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
210529,2012-02-13,Hon. Lisa Raitt,"Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
217728,2012-03-01,Hon. Lisa Raitt,"Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
222559,2012-04-03,Hon. Lisa Raitt,"Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
223583,2012-04-03,Hon. Lisa Raitt,"Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
221247,2012-04-24,Hon. Lisa Raitt,"Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
233223,2012-08-07,Hon. Lisa Raitt,"Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
245421,2012-10-30,Hon. Lisa Raitt,"Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
257103,2013-01-17,Hon. Lisa Raitt,Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
287389,2013-07-23,Hon. Lisa Raitt,Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
286776,2013-07-23,Hon. Lisa Raitt,"Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
304890,2013-10-21,Hon. Lisa Raitt,"Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
299015,2013-10-22,Hon. Lisa Raitt,"Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
316309,2014-01-06,Hon. Lisa Raitt,"Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
317669,2014-02-25,Hon. Lisa Raitt,"Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
319709,2014-02-28,Hon. Lisa Raitt,"Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
330645,2014-07-21,Hon. Lisa Raitt,"Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
357972,2015-04-21,Hon. Lisa Raitt,"Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
354124,2015-04-27,Hon. Lisa Raitt,"Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
367709,2016-01-26,Hon. Lisa Raitt,Member of Parliament,1,Lisa Raitt,Member of Parliament,Lisa Raitt,Minister
408238,2017-09-13,Hon. Lisa Raitt,Deputy Leader of the Opposition,1,Lisa Raitt,Deputy Leader of the Opposition,Lisa Raitt,Minister
413184,2017-10-03,Hon. Lisa Raitt,Deputy Leader,1,Lisa Raitt,Deputy Leader,Lisa Raitt,Minister
428450,2018-06-11,Hon. Lisa Raitt,Member of Parliament,1,Lisa Raitt,Member of Parliament,Lisa Raitt,Minister
433058,2018-08-09,Hon. Lisa Raitt,Member of Parliament,1,Lisa Raitt,Member of Parliament,Lisa Raitt,Minister
301435,2013-10-22,HON. LISA RAITT,"Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
323509,2014-04-01,"Hon. Lisa Raitt, M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
417477,2017-12-05,"Hon. Lisa Raitt,  P.C., M.P.",Member of Parliament,1,Lisa Raitt,Member of Parliament,Lisa Raitt,Minister
345337,2015-01-27,"Hon. Lisa Raitt, P.C. M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
222188,2012-04-25,"Hon. Lisa Raitt, P.C., M.P.","Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
226324,2012-05-22,"Hon. Lisa Raitt, P.C., M.P.","Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
285389,2013-07-16,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
294870,2013-09-10,"Hon. Lisa Raitt, P.C., M.P.","Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
294872,2013-09-17,"Hon. Lisa Raitt, P.C., M.P.","Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
294875,2013-09-25,"Hon. Lisa Raitt, P.C., M.P.","Minister, Transport",1,Lisa Raitt,"Minister, Transport",Lisa Raitt,Minister
302345,2013-10-25,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
302312,2013-10-29,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
309009,2013-11-04,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
315224,2014-01-30,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
318598,2014-02-10,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
322183,2014-03-17,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
322185,2014-03-19,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
321977,2014-03-21,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
323949,2014-04-27,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
329814,2014-06-17,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
329660,2014-06-26,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
330978,2014-07-18,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
334834,2014-09-03,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
337260,2014-10-27,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
345577,2015-01-29,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
348362,2015-02-12,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
348364,2015-02-13,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
348365,2015-02-14,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
350621,2015-02-17,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
348372,2015-02-20,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
348374,2015-02-24,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
350579,2015-03-03,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
350585,2015-03-09,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
362088,2015-09-16,"Hon. Lisa Raitt, P.C., M.P.",Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
406430,2017-07-18,"Hon. Lisa Raitt, P.C., M.P.",Member of Parliament,1,Lisa Raitt,Member of Parliament,Lisa Raitt,Minister
109309,2009-05-27,Hon. Lynne Yelich,"Minister of State, Western Economic Diversification",1,Lynne Yelich,"Minister of State, Western Economic Diversification",Lynne Yelich,Member of Parliament
145198,2010-03-30,Hon. Lynne Yelich,"Minister of State, Western Economic Diversification",1,Lynne Yelich,"Minister of State, Western Economic Diversification",Lynne Yelich,Member of Parliament
145199,2010-03-30,Hon. Lynne Yelich,"Minister of State, Western Economic Diversification",1,Lynne Yelich,"Minister of State, Western Economic Diversification",Lynne Yelich,Member of Parliament
145200,2010-03-30,Hon. Lynne Yelich,"Minister of State, Western Economic Diversification",1,Lynne Yelich,"Minister of State, Western Economic Diversification",Lynne Yelich,Member of Parliament
245088,2012-10-30,Hon. Lynne Yelich,"Minister of State, Western Economic Diversification",1,Lynne Yelich,"Minister of State, Western Economic Diversification",Lynne Yelich,Member of Parliament
348280,2015-02-18,Hon. Lynne Yelich,Minister of State,1,Lynne Yelich,Minister of State,Lynne Yelich,Member of Parliament
323509,2014-04-01,"Hon. Lynne Yelich, P.C.",Member of Parliament,1,Lynne Yelich,Member of Parliament,Lynne Yelich,Member of Parliament
158246,2010-10-05,Honourable Larry Bagnell,Member of Parliament,1,Larry Bagnell,Member of Parliament,Larry Bagnell,Member of Parliament
403753,2017-05-25,Honourable Lawrenace MacAulay,Minister,1,Lawrenace Macaulay,Minister,Lawrence Mcaulay,Minister
384978,2016-09-20,Honourable Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
384980,2016-09-20,Honourable Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
384986,2016-09-27,Honourable Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
249824,2012-12-03,Honourable Leona Aglukkaq,"Minister, Health Canada",1,Leona Aglukkaq,"Minister, Health Canada",Leona Aglukkaq,"Minister, Health"
94198,2009-01-08,Honourable Lisa Raitt,Minister,1,Lisa Raitt,Minister,Lisa Raitt,Minister
262289,2013-02-07,"Honourable Lisa Raitt, P.C., M.P.","Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
262290,2013-02-19,"Honourable Lisa Raitt, P.C., M.P.","Minister, Labour",1,Lisa Raitt,"Minister, Labour",Lisa Raitt,Minister
189669,2011-09-27,Honourable Lynne Yelich,Member of Parliament,1,Lynne Yelich,Member of Parliament,Lynne Yelich,Member of Parliament
312031,2013-11-20,Honourable Lynne Yelich,"Minister of State, Foreign Affairs and Consular",1,Lynne Yelich,"Minister of State, Foreign Affairs and Consular",Lynne Yelich,Member of Parliament
312032,2013-11-20,Honourable Lynne Yelich,"Minister of State, Foreign Affairs and Consular",1,Lynne Yelich,"Minister of State, Foreign Affairs and Consular",Lynne Yelich,Member of Parliament
312033,2013-11-20,Honourable Lynne Yelich,"Minister of State, Foreign Affairs and Consular",1,Lynne Yelich,"Minister of State, Foreign Affairs and Consular",Lynne Yelich,Member of Parliament
312034,2013-11-20,Honourable Lynne Yelich,"Minister of State, Foreign Affairs and Consular",1,Lynne Yelich,"Minister of State, Foreign Affairs and Consular",Lynne Yelich,Member of Parliament
312035,2013-11-20,Honourable Lynne Yelich,"Minister of State, Foreign Affairs and Consular",1,Lynne Yelich,"Minister of State, Foreign Affairs and Consular",Lynne Yelich,Member of Parliament
