comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2
173551,2011-05-02,Dr. Ken Scott,"Senior Medical Advisor to Assistant Deputy Minister, IDPC",1,Ken Scott,"Senior Medical Advisor to Assistant Deputy Minister, IDPC",Ken Scott,"Senior Medical Advisor to Assistant Deputy Minister, IDPC"
173549,2011-05-06,Dr. Ken Scott,"Senior Medical Advisor to Assistant Deputy Minister, IDPC",1,Ken Scott,"Senior Medical Advisor to Assistant Deputy Minister, IDPC",Ken Scott,"Senior Medical Advisor to Assistant Deputy Minister, IDPC"
487507,2020-10-07,Dr. Kirsten Hillman,Ambassador,1,Kirsten Hillman,Ambassador,Kirsten Hillman,Associate Assistant Deputy Minister
227909,2012-06-20,Dr Kirsty Duncan,Member of Parliament,1,Kirsty Duncan,Member of Parliament,Kirsty Duncan,Member of Parliament
227301,2012-05-14,Dr. Kirsty Duncan,Member of Parliament,1,Kirsty Duncan,Member of Parliament,Kirsty Duncan,Member of Parliament
350802,2015-04-01,Dr. Kirsty Duncan,Member of Parliament,1,Kirsty Duncan,Member of Parliament,Kirsty Duncan,Member of Parliament
382056,2016-07-13,Dr. Kirsty Duncan,"Minister, Science",1,Kirsty Duncan,"Minister, Science",Kirsty Duncan,Member of Parliament
342088,2014-09-22,Dr K Kellie Leitch,Minister of Labour | Minister of Status of Women,1,K Kellie Leitch,Minister of Labour | Minister of Status of Women,Kellie Leitch,Member of Parliament
263591,2013-02-14,Dr. K. Kellie Leitch,Parliamentary Secretary,1,K. Kellie Leitch,Parliamentary Secretary,Kellie Leitch,Member of Parliament
312811,2013-12-16,Hon. Dr. Kellie Leitch,Minister of Labour | Minister of Status of Women,1,Kellie Leitch,Minister of Labour | Minister of Status of Women,Kellie Leitch,Member of Parliament
343218,2014-12-19,"Hon. Dr. Kellie Leitch, P.C., M.P.","Minister, Labour and Housing",1,Kellie Leitch,"Minister, Labour and Housing",Kellie Leitch,Member of Parliament
350617,2015-02-13,"Hon. Dr. Kellie Leitch, P.C., M.P.",Minister,1,Kellie Leitch,Minister,Kellie Leitch,Member of Parliament
350619,2015-02-19,"Hon. Dr. Kellie Leitch, P.C., M.P.",Minister,1,Kellie Leitch,Minister,Kellie Leitch,Member of Parliament
350620,2015-02-20,"Hon. Dr. Kellie Leitch, P.C., M.P.",Minister,1,Kellie Leitch,Minister,Kellie Leitch,Member of Parliament
343207,2014-12-02,"Hon. Dr. Kellie Leitch, P.C.,M.P.",Minister,1,Kellie Leitch,Minister,Kellie Leitch,Member of Parliament
468370,2020-02-05,Hon. Hon Kerry-Lynne D Findlay,"Shadow Minister, Environment and Climate Change",1,Kerry-lynne D Findlay,"Shadow Minister, Environment and Climate Change",Kerry-lynne Findlay,Member of Parliament
619120,2024-10-24,Hon. Kamal Khera ,"Minister, Diversity, Inclusion and Persons with Disabilities",1,Kamal Khera,"Minister, Diversity, Inclusion and Persons with Disabilities",Kamal Khera,Member of Parliament
536085,2022-06-06,Hon. Karen Sorensen,Senator,1,Karen Sorensen,Senator,Karen Sorensen,Senator
539224,2022-07-12,Hon. Karen Sorensen,Senator,1,Karen Sorensen,Senator,Karen Sorensen,Senator
407591,2017-08-17,Hon. Karina Gould,Member of Parliament,1,Karina Gould,Member of Parliament,Karina Gould,Member of Parliament
476252,2020-06-22,Hon. Karina Gould,Member of Parliament,1,Karina Gould,Member of Parliament,Karina Gould,Member of Parliament
150354,2010-06-03,Hon. Keith Ashfield,"Minister, Atlantic Canada Opportunities Agency",1,Keith Ashfield,"Minister, Atlantic Canada Opportunities Agency",Keith Ashfield,Minister
151240,2010-06-28,Hon. Keith Ashfield,"Minister, Atlantic Canada Opportunities Agency and Atlantic Gateway",1,Keith Ashfield,"Minister, Atlantic Canada Opportunities Agency and Atlantic Gateway",Keith Ashfield,Minister
170031,2011-03-24,Hon. Keith Ashfield,Minister,1,Keith Ashfield,Minister,Keith Ashfield,Minister
191614,2011-10-04,Hon. Keith Ashfield,Minister,1,Keith Ashfield,Minister,Keith Ashfield,Minister
207107,2012-01-31,Hon. Keith Ashfield,"Minister, Fisheries and Oceans",1,Keith Ashfield,"Minister, Fisheries and Oceans",Keith Ashfield,Minister
158539,2010-10-19,Hon. Keith Martin,Member of Parliament,1,Keith Martin,Member of Parliament,Keith Martin,Member of Parliament
351620,2015-03-09,Hon Kellie,Leitch,1,Kellie,Leitch,Kellie,Leitch
304357,2013-10-25,Hon. Kellie Leitch,"Minister, Labour",1,Kellie Leitch,"Minister, Labour",Kellie Leitch,Member of Parliament
313034,2013-12-16,Hon. Kellie Leitch,"Minister, Labour",1,Kellie Leitch,"Minister, Labour",Kellie Leitch,Member of Parliament
323649,2014-04-29,Hon. Kellie Leitch,"Minister, Labour",1,Kellie Leitch,"Minister, Labour",Kellie Leitch,Member of Parliament
341644,2014-12-09,Hon. Kellie Leitch,Minister of Labour | Minister of Status of Women,1,Kellie Leitch,Minister of Labour | Minister of Status of Women,Kellie Leitch,Member of Parliament
349324,2015-02-17,Hon. Kellie Leitch,Minister of Labour | Minister for Status of Women,1,Kellie Leitch,Minister of Labour | Minister for Status of Women,Kellie Leitch,Member of Parliament
351628,2015-03-23,Hon. Kellie Leitch,Minister,1,Kellie Leitch,Minister,Kellie Leitch,Member of Parliament
302315,2013-10-17,"Hon. Kellie Leitch, P.C., M.P.",Minister,1,Kellie Leitch,Minister,Kellie Leitch,Member of Parliament
348369,2015-02-17,"Hon. Kellie Leitch, P.C., M.P.",Minister,1,Kellie Leitch,Minister,Kellie Leitch,Member of Parliament
156993,2010-09-30,Hon. Kelvin Ogilvie,Senator,1,Kelvin Ogilvie,Senator,Kelvin Ogilvie,Senator
372121,2016-02-18,Hon. Kelvin Ogilvie,Senator,1,Kelvin Ogilvie,Senator,Kelvin Ogilvie,Senator
164928,2011-01-31,Hon. Ken Dryden,Member of Parliament,1,Ken Dryden,Member of Parliament,Ken Dryden,Member of Parliament
452929,2019-04-09,Hon. kent Hehr,Member of Parliament,1,Kent Hehr,Member of Parliament,Kent Hehr,Member of Parliament
435517,2018-09-19,Hon Kent Hehr,Member of Parliament,1,Kent Hehr,Member of Parliament,Kent Hehr,Member of Parliament
443538,2018-12-04,Hon Kent Hehr,Member of Parliament,1,Kent Hehr,Member of Parliament,Kent Hehr,Member of Parliament
366776,2015-12-17,Hon. Kent Hehr,"Minister, Veterans Affairs",1,Kent Hehr,"Minister, Veterans Affairs",Kent Hehr,Member of Parliament
374330,2016-03-11,Hon. Kent Hehr,Member of Parliament,1,Kent Hehr,Member of Parliament,Kent Hehr,Member of Parliament
380190,2016-06-01,Hon. Kent Hehr,"Minister, Veterans Affairs",1,Kent Hehr,"Minister, Veterans Affairs",Kent Hehr,Member of Parliament
383745,2016-08-18,Hon. Kent Hehr,Member of Parliament,1,Kent Hehr,Member of Parliament,Kent Hehr,Member of Parliament
393054,2017-01-25,Hon. Kent Hehr,Member of Parliament,1,Kent Hehr,Member of Parliament,Kent Hehr,Member of Parliament
417898,2017-12-12,Hon. Kent Hehr,"Minister, Sport and Persons with Disabilities",1,Kent Hehr,"Minister, Sport and Persons with Disabilities",Kent Hehr,Member of Parliament
432077,2018-07-20,Hon. Kent Hehr,Member of Parliament,1,Kent Hehr,Member of Parliament,Kent Hehr,Member of Parliament
457756,2019-04-01,Hon. Kent Hehr,Member of Parliament,1,Kent Hehr,Member of Parliament,Kent Hehr,Member of Parliament
296551,2013-09-13,Hon. Kerry-Lynne Findlay,"Minister, National Revenue",1,Kerry-lynne Findlay,"Minister, National Revenue",Kerry-lynne Findlay,Member of Parliament
314152,2013-11-06,Hon. Kerry-Lynne Findlay,Member of Parliament,1,Kerry-lynne Findlay,Member of Parliament,Kerry-lynne Findlay,Member of Parliament
337863,2014-10-21,Hon. Kerry-Lynne Findlay,Minister of National Revenue,1,Kerry-lynne Findlay,Minister of National Revenue,Kerry-lynne Findlay,Member of Parliament
311771,2013-10-18,Hon. Kevin Sorenson,"Minister of State, Finance",1,Kevin Sorenson,"Minister of State, Finance",Kevin Sorenson,Member of Parliament
311793,2013-10-18,Hon. Kevin Sorenson,"Minister of State, Finance",1,Kevin Sorenson,"Minister of State, Finance",Kevin Sorenson,Member of Parliament
329916,2014-06-17,Hon. Kevin Sorenson,"Minister of State, Finance",1,Kevin Sorenson,"Minister of State, Finance",Kevin Sorenson,Member of Parliament
334611,2014-09-23,Hon. Kevin Sorenson,"Minister of State, Finance",1,Kevin Sorenson,"Minister of State, Finance",Kevin Sorenson,Member of Parliament
354162,2015-04-28,Hon. Kevin Sorenson,Member of Parliament,1,Kevin Sorenson,Member of Parliament,Kevin Sorenson,Member of Parliament
385673,2016-09-22,Hon. Kevin Sorenson,Member of Parliament,1,Kevin Sorenson,Member of Parliament,Kevin Sorenson,Member of Parliament
398308,2017-03-21,Hon. Kevin Sorenson,Member of Parliament,1,Kevin Sorenson,Member of Parliament,Kevin Sorenson,Member of Parliament
411765,2017-11-07,Hon. Kevin Sorenson,Member of Parliament,1,Kevin Sorenson,Member of Parliament,Kevin Sorenson,Member of Parliament
441492,2018-11-06,Hon. Kevin Sorenson,Member of Parliament,1,Kevin Sorenson,Member of Parliament,Kevin Sorenson,Member of Parliament
406924,2017-07-25,Hon Kirsty Duncan,Member of Parliament,1,Kirsty Duncan,Member of Parliament,Kirsty Duncan,Member of Parliament
417531,2017-12-14,Hon Kirsty Duncan,Minister,1,Kirsty Duncan,Minister,Kirsty Duncan,Member of Parliament
432963,2018-08-21,Hon Kirsty Duncan,Minister,1,Kirsty Duncan,Minister,Kirsty Duncan,Member of Parliament
441030,2018-11-14,Hon Kirsty Duncan,"Minister, Science and Sport",1,Kirsty Duncan,"Minister, Science and Sport",Kirsty Duncan,Member of Parliament
371949,2016-02-23,Hon. Kirsty Duncan,"Minister, Science",1,Kirsty Duncan,"Minister, Science",Kirsty Duncan,Member of Parliament
373446,2016-03-17,Hon. Kirsty Duncan,Member of Parliament,1,Kirsty Duncan,Member of Parliament,Kirsty Duncan,Member of Parliament
392086,2017-01-04,Hon. Kirsty Duncan,Member of Parliament,1,Kirsty Duncan,Member of Parliament,Kirsty Duncan,Member of Parliament
423869,2018-03-06,Hon. Kirsty Duncan,"Minister, Science",1,Kirsty Duncan,"Minister, Science",Kirsty Duncan,Member of Parliament
545067,2022-11-01,Hon. Kirsty Duncan,"Member of Parliament | Chair, House of Commons Science and Research Committee",1,Kirsty Duncan,"Member of Parliament | Chair, House of Commons Science and Research Committee",Kirsty Duncan,Member of Parliament
548631,2022-11-29,Hon. Kirsty Duncan,Member of Parliament,1,Kirsty Duncan,Member of Parliament,Kirsty Duncan,Member of Parliament
636994,2025-05-18,Hon. Kody Blois,Member of Parliament,1,Kody Blois,Member of Parliament,Kody Blois,Member of Parliament
383266,2016-06-10,Hon. Kristy Duncan,"Minister, Science",1,Kristy Duncan,"Minister, Science",Kristy Duncan,Member of Parliament
392461,2017-01-10,Hon. Kristy Duncan,Minister,1,Kristy Duncan,Minister,Kristy Duncan,Member of Parliament
150720,2010-06-01,Honourable Keith Ashfield,"Minister, Revenue Canada",1,Keith Ashfield,"Minister, Revenue Canada",Keith Ashfield,Minister
230674,2012-06-21,Honourable Keith Ashfield,"Minister, Fisheries and Oceans",1,Keith Ashfield,"Minister, Fisheries and Oceans",Keith Ashfield,Minister
432429,2018-07-25,Honourable Kirsty Duncan,"Minister, Science and Sport",1,Kirsty Duncan,"Minister, Science and Sport",Kirsty Duncan,Member of Parliament
618387,2024-09-18,Kabir Bains,Assistant Deputy Minister,1,Kabir Bains,Assistant Deputy Minister,Kabir Bains,Assistant Deputy Minister
512150,2021-07-21,Kacie Turner,Administrative Assistant,1,Kacie Turner,Administrative Assistant,Kacie Turner,Program Officer
515294,2021-10-12,Kacie Turner,Program Officer,1,Kacie Turner,Program Officer,Kacie Turner,Program Officer
612506,2024-07-18,Kadri Bayan,Policy Advisor,1,Kadri Bayan,Policy Advisor,Kadri Bayan,Policy Advisor
625780,2024-11-19,Kaelyn Van Gardener,Parliamentary Assistant,1,Kaelyn Van Gardener,Parliamentary Assistant,Kaelyn Van Gardener,Parliamentary Assistant
427161,2018-05-23,Kahlil Cappuccino,Director,1,Kahlil Cappuccino,Director,Kahlil Cappuccino,Director
442347,2018-11-14,Kahlil Cappuccino,"Director, Copyright Policy",1,Kahlil Cappuccino,"Director, Copyright Policy",Kahlil Cappuccino,Director
455565,2019-05-07,Kahlil Cappuccino,Director,1,Kahlil Cappuccino,Director,Kahlil Cappuccino,Director
451926,2019-05-13,Kahlil Cappuccino,Director,1,Kahlil Cappuccino,Director,Kahlil Cappuccino,Director
455099,2019-05-13,Kahlil Cappuccino,Director,1,Kahlil Cappuccino,Director,Kahlil Cappuccino,Director
458400,2019-07-11,Kahlil Cappuccino,"Director, Copyright Policy",1,Kahlil Cappuccino,"Director, Copyright Policy",Kahlil Cappuccino,Director
460411,2019-11-05,Kahlil Cappuccino,"Director, Copyright Policy",1,Kahlil Cappuccino,"Director, Copyright Policy",Kahlil Cappuccino,Director
278510,2013-05-10,Kaila Mintz,Senior Development Policy Officer,1,Kaila Mintz,Senior Development Policy Officer,Kaila Mintz,Senior Development Policy Officer
543088,2022-09-28,Kaila Rosenhek,Chief of Staff,1,Kaila Rosenhek,Chief of Staff,Kaila Rosenhek,Chief of Staff
543922,2022-09-28,Kaila Rosenhek,Chief of Staff,1,Kaila Rosenhek,Chief of Staff,Kaila Rosenhek,Chief of Staff
545886,2022-10-14,Kaila Rosenhek,Chief of Staff,1,Kaila Rosenhek,Chief of Staff,Kaila Rosenhek,Chief of Staff
549123,2022-11-22,Kaila Rosenhek,Chief of Staff,1,Kaila Rosenhek,Chief of Staff,Kaila Rosenhek,Chief of Staff
564545,2023-05-02,Kaila Rosenhek,"Chief of Staff to the Deputy Secretary to Cabinet, Operations",1,Kaila Rosenhek,"Chief of Staff to the Deputy Secretary to Cabinet, Operations",Kaila Rosenhek,Chief of Staff
625016,2024-11-19,Kaila Rosenhek,Chief of Staff,1,Kaila Rosenhek,Chief of Staff,Kaila Rosenhek,Chief of Staff
342279,2014-12-04,Kaileigh Richter,Assistant to Member,1,Kaileigh Richter,Assistant to Member,Kaileigh Richter,Assistant to Member
342238,2014-12-04,Kaileigh Richter,Staffer,1,Kaileigh Richter,Staffer,Kaileigh Richter,Assistant to Member
312811,2013-12-16,Kailey Fisher,Policy Advisor,1,Kailey Fisher,Policy Advisor,Kailey Fisher,Policy Advisor
515521,2021-10-21,Kailie Levesque,Assistant Secretary to the Cabinet,1,Kailie Levesque,Assistant Secretary to the Cabinet,Kailie Levesque,"Assistant Secretary, Economic and Regional Development Policy"
529832,2022-03-21,Kailie Levesque,Assistant Secretary,1,Kailie Levesque,Assistant Secretary,Kailie Levesque,"Assistant Secretary, Economic and Regional Development Policy"
528508,2022-03-21,Kailie Levesque,"Assistant Secretary, Economic and Regional Development Policy",1,Kailie Levesque,"Assistant Secretary, Economic and Regional Development Policy",Kailie Levesque,"Assistant Secretary, Economic and Regional Development Policy"
597774,2024-02-08,Kaili  Lavesque,Deputy Secretary,1,Kaili Lavesque,Deputy Secretary,Kaili Lavesque,Deputy Secretary
554118,2022-12-16,Kaili Levesqu,Deputy Secretary to the Cabinet,1,Kaili Levesqu,Deputy Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
413362,2017-10-18,Kaili levesque,Senior Director,1,Kaili Levesque,Senior Director,Kaili Levesque,Assistant Secretary to the Cabinet
635342,2025-03-31,Kaili   Levesque ,Associate Deputy Minister,1,Kaili Levesque,Associate Deputy Minister,Kaili Levesque,Assistant Secretary to the Cabinet
515342,2021-10-08,Kaili  Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
518983,2021-12-07,Kaili  Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
534929,2022-05-18,Kaili  Levesque,"Assistant Secretary to the Cabinet, Economic and Regional Development Policy",1,Kaili Levesque,"Assistant Secretary to the Cabinet, Economic and Regional Development Policy",Kaili Levesque,Assistant Secretary to the Cabinet
537044,2022-07-08,Kaili  Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
561617,2022-08-29,Kaili  Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
543640,2022-09-06,Kaili  Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
551321,2022-11-01,Kaili  Levesque,Deputy Secretary to the Cabinet,1,Kaili Levesque,Deputy Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
625016,2024-11-19,Kaili  Levesque,Associate Deputy Minister,1,Kaili Levesque,Associate Deputy Minister,Kaili Levesque,Assistant Secretary to the Cabinet
372831,2016-02-04,Kaili Levesque,Director,1,Kaili Levesque,Director,Kaili Levesque,Assistant Secretary to the Cabinet
377067,2016-04-28,Kaili Levesque,"Director, SIF",1,Kaili Levesque,"Director, SIF",Kaili Levesque,Assistant Secretary to the Cabinet
443954,2018-12-11,Kaili Levesque,,1,Kaili Levesque,,Kaili Levesque,Assistant Secretary to the Cabinet
477222,2020-06-15,Kaili Levesque,"Executive Director, Strategic Policy",1,Kaili Levesque,"Executive Director, Strategic Policy",Kaili Levesque,Assistant Secretary to the Cabinet
480245,2020-07-02,Kaili Levesque,"Executive Director, Strategic Policy",1,Kaili Levesque,"Executive Director, Strategic Policy",Kaili Levesque,Assistant Secretary to the Cabinet
480224,2020-07-02,Kaili Levesque,"Executive Director, Strategy Policy",1,Kaili Levesque,"Executive Director, Strategy Policy",Kaili Levesque,Assistant Secretary to the Cabinet
487582,2020-10-15,Kaili Levesque,Assistant Deputy Minister,1,Kaili Levesque,Assistant Deputy Minister,Kaili Levesque,Assistant Secretary to the Cabinet
495369,2021-01-13,Kaili Levesque,Assistant Deputy Minister,1,Kaili Levesque,Assistant Deputy Minister,Kaili Levesque,Assistant Secretary to the Cabinet
500576,2021-03-10,Kaili Levesque,Assistant Deputy Minister,1,Kaili Levesque,Assistant Deputy Minister,Kaili Levesque,Assistant Secretary to the Cabinet
500579,2021-03-22,Kaili Levesque,Assistant Deputy Minister,1,Kaili Levesque,Assistant Deputy Minister,Kaili Levesque,Assistant Secretary to the Cabinet
507996,2021-05-05,Kaili Levesque,"Assistant Deputy Minister, Medical Countermeasures and Research Initiatives",1,Kaili Levesque,"Assistant Deputy Minister, Medical Countermeasures and Research Initiatives",Kaili Levesque,Assistant Secretary to the Cabinet
514530,2021-09-07,Kaili Levesque,"Assistant Secretary to the Cabinet, Economic and Regional Development Policy",1,Kaili Levesque,"Assistant Secretary to the Cabinet, Economic and Regional Development Policy",Kaili Levesque,Assistant Secretary to the Cabinet
515931,2021-10-06,Kaili Levesque,Acting Assistant Deputy Minister,1,Kaili Levesque,Acting Assistant Deputy Minister,Kaili Levesque,Assistant Secretary to the Cabinet
514826,2021-10-08,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
514858,2021-10-21,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
515984,2021-10-21,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
515751,2021-10-25,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
515901,2021-10-25,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
515848,2021-10-28,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
515936,2021-10-29,Kaili Levesque,Acting Assistant Deputy Minister,1,Kaili Levesque,Acting Assistant Deputy Minister,Kaili Levesque,Assistant Secretary to the Cabinet
515356,2021-10-29,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
515989,2021-11-01,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
518186,2021-11-01,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
518413,2021-11-01,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
515017,2021-11-03,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
518189,2021-11-04,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
516352,2021-11-09,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
518228,2021-11-09,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
518211,2021-11-10,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
517609,2021-11-15,Kaili Levesque,Assistant Secretary,1,Kaili Levesque,Assistant Secretary,Kaili Levesque,Assistant Secretary to the Cabinet
516982,2021-11-15,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
516561,2021-11-16,Kaili Levesque,Assistant Deputy Minister,1,Kaili Levesque,Assistant Deputy Minister,Kaili Levesque,Assistant Secretary to the Cabinet
517957,2021-11-16,Kaili Levesque,Assistant Deputy Minister,1,Kaili Levesque,Assistant Deputy Minister,Kaili Levesque,Assistant Secretary to the Cabinet
517155,2021-11-16,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
517958,2021-11-16,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
516058,2021-11-18,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
516886,2021-11-29,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
516931,2021-11-29,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
517062,2021-11-29,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
518879,2021-11-29,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
519959,2021-12-01,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
519001,2021-12-07,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
519178,2021-12-07,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
519931,2021-12-07,Kaili Levesque,"Assistant Secretary to the Cabinet, Economic and Regional Development Policy",1,Kaili Levesque,"Assistant Secretary to the Cabinet, Economic and Regional Development Policy",Kaili Levesque,Assistant Secretary to the Cabinet
520343,2021-12-08,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
519829,2021-12-09,Kaili Levesque,Assistant Secretary to the Cabinet,1,Kaili Levesque,Assistant Secretary to the Cabinet,Kaili Levesque,Assistant Secretary to the Cabinet
