comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2,CleanName_version3,CleanTitle_version3
492207,2020-12-18,Mr. Terry Beech,Member of Parliament,1,Terry Beech,Member of Parliament,Terry Beech,Member of Parliament,Terry Beech,Member of Parliament
93422,2009-01-21,Mr. Terry Williston,Director General,1,Terry Williston,Director General,Terry Williston,Director General,Terry Williston,Director General
157951,2010-10-21,Mr. Tom Scrimger,Assistant Deputy Minister,1,Tom Scrimger,Assistant Deputy Minister,Tom Scrimger,Assistant Deputy Minister,Tom Scrimger,Assistant Deputy Minister
403380,2017-05-05,Senator Terry Mercer,Senator,1,Terry Mercer,Senator,Terry Mercer,Senator,Terry Mercer,Senator
422481,2018-02-14,Senator Terry Mercer,Senator,1,Terry Mercer,Senator,Terry Mercer,Senator,Terry Mercer,Senator
436103,2018-09-18,SENATOR TERRY MERCER,"Staffer, Liberal Party of Canada",1,Terry Mercer,"Staffer, Liberal Party of Canada",Terry Mercer,Senator,Terry Mercer,Senator
557016,2023-02-14,Taako Von Popta,Member of Parliament,1,Taako Von Popta,Member of Parliament,Tako Van Popta,Member of Parliament,Tako Van Popta,Member of Parliament
296856,2013-09-19,Taayo Simmonds,Policy Advisor to the Minister,1,Taayo Simmonds,Policy Advisor to the Minister,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
313099,2013-10-28,Taayo Simmonds,Policy Advisor to Minister of Justice,1,Taayo Simmonds,Policy Advisor to Minister of Justice,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
306569,2013-11-14,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
309229,2013-11-14,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
310789,2013-11-14,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
318084,2014-01-24,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
318831,2014-03-07,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
325034,2014-04-14,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
326614,2014-06-04,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
335786,2014-09-23,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
345977,2015-01-29,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
350404,2015-03-05,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
331404,2014-07-10,Tab Borden,Deputy Director,1,Tab Borden,Deputy Director,Tab Borden,Deputy Director,Tab Borden,Deputy Director
196874,2011-11-15,Tabitha Bernard,Parliamentary Assistant,1,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
326473,2014-05-14,Tabitha Bernard,Member of Parliament Assistant,1,Tabitha Bernard,Member of Parliament Assistant,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
349117,2015-02-05,Tabitha Bernard,Parliamentary Assistant,1,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
348582,2015-02-24,Tabitha Bernard,Staffer,1,Tabitha Bernard,Staffer,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
348096,2015-02-26,Tabitha Bernard,Parliamentary Assistant,1,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
349218,2015-02-26,Tabitha Bernard,Parliamentary Assistant,1,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
351774,2015-02-26,Tabitha Bernard,Parliamentary Assistant,1,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
506555,2021-05-18,Tabitha Takeda,"Chief, Policy and Program Development",1,Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development"
508874,2021-05-31,Tabitha Takeda,"Chief, Policy and Program Development",1,Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development"
513315,2021-07-16,Tabitha Takeda,"Chief, Policy and Program Development",1,Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development"
513782,2021-08-06,Tabitha Takeda,"Chief, Policy and Program Development",1,Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development"
508089,2021-05-11,Tabitha Takedo,"Chief, Policy and Program Development",1,Tabitha Takedo,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development"
591659,2024-01-26,Tafu Seguchi,Program Technical Support Officer,1,Tafu Seguchi,Program Technical Support Officer,Tafu Seguchi,Program Technical Support Officer,Tafu Seguchi,Program Technical Support Officer
269619,2013-03-02,Taguchi Joel,"Director, Communications",1,Taguchi Joel,"Director, Communications",Taguchi Joel,"Director, Communications",Taguchi Joel,"Director, Communications"
548829,2022-11-21,Tahara Ochora Briggs,Constituency Assistant,1,Tahara Ochora Briggs,Constituency Assistant,Tahara Ochora Briggs,Constituency Assistant,Tahara Ochora Briggs,Constituency Assistant
542852,2022-09-09,Taheer Mohamed,Manager,1,Taheer Mohamed,Manager,Taheer Mohamed,Manager,Taheer Mohamed,Manager
613663,2024-08-13,Taher Assem,Policy Analyst,1,Taher Assem,Policy Analyst,Taher Assem,Policy Analyst,Taher Assem,Policy Analyst
442874,2018-12-12,Tahiha Bakht,"Senior Manager, Operations",1,Tahiha Bakht,"Senior Manager, Operations",Tahiha Bakht,"Senior Manager, Operations",Tahiha Bakht,"Senior Manager, Operations"
468979,2020-03-17,Tahiya Bahkt,Senior Advisor,1,Tahiya Bahkt,Senior Advisor,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
478609,2020-04-02,Tahiya Bahkt,"Senior Advisor, Minister of Health",1,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
474474,2020-04-08,Tahiya Bahkt,Policy Advisor,1,Tahiya Bahkt,Policy Advisor,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
473334,2020-04-17,Tahiya Bahkt,"Senior Advisor, Minister of Health",1,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
473347,2020-04-24,Tahiya Bahkt,"Senior Advisor, Minister of Health",1,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
475615,2020-05-07,Tahiya Bahkt,"Senior Advisor, Minister of Health",1,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
486139,2020-09-17,Tahiya Bahkt,Policy Advisor,1,Tahiya Bahkt,Policy Advisor,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
495156,2021-01-18,Tahiya Bahkt,Senior Policy Advisor,1,Tahiya Bahkt,Senior Policy Advisor,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
500532,2021-03-17,Tahiya Bahkt,Director of Policy,1,Tahiya Bahkt,Director of Policy,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
516305,2021-11-23,Tahiya  Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
385952,2016-09-20,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
392165,2016-12-01,Tahiya Bakht,Special Assistant,1,Tahiya Bakht,Special Assistant,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
391863,2016-12-09,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
391940,2016-12-09,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
397089,2017-02-09,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
395965,2017-02-13,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
396498,2017-03-09,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
397273,2017-03-16,Tahiya Bakht,Special Assistant,1,Tahiya Bakht,Special Assistant,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
401382,2017-05-16,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
401449,2017-05-24,Tahiya Bakht,Special Advisor,1,Tahiya Bakht,Special Advisor,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
403283,2017-05-30,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
404071,2017-06-07,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
404498,2017-06-07,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
402764,2017-06-09,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
402771,2017-06-09,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
418042,2017-12-05,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
418085,2017-12-08,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
417290,2017-12-21,Tahiya Bakht,Policy Advisor,1,Tahiya Bakht,Policy Advisor,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
432300,2018-07-03,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
432301,2018-07-12,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
431870,2018-07-19,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
432302,2018-07-19,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
432492,2018-07-19,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
431528,2018-07-20,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
436545,2018-10-17,Tahiya Bakht,"Senior Manager, Operations",1,Tahiya Bakht,"Senior Manager, Operations",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
436543,2018-10-25,Tahiya Bakht,Special Assistant,1,Tahiya Bakht,Special Assistant,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
442392,2018-11-19,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
442381,2018-11-19,Tahiya Bakht,Senior Manager of Operations,1,Tahiya Bakht,Senior Manager of Operations,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
440598,2018-11-27,Tahiya Bakht,"Senior Advisor to the Minister, Employment, Workforce Development and Labour",1,Tahiya Bakht,"Senior Advisor to the Minister, Employment, Workforce Development and Labour",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
442350,2018-11-29,Tahiya Bakht,"Senior Manager, Operations",1,Tahiya Bakht,"Senior Manager, Operations",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
442332,2018-11-30,Tahiya Bakht,"Senior Manager, Operations",1,Tahiya Bakht,"Senior Manager, Operations",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
442887,2018-12-14,Tahiya Bakht,Policy Advisor,1,Tahiya Bakht,Policy Advisor,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
442888,2018-12-14,Tahiya Bakht,Policy Advisor,1,Tahiya Bakht,Policy Advisor,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
450409,2019-04-15,Tahiya Bakht,"Senior Manager, Operations",1,Tahiya Bakht,"Senior Manager, Operations",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
453706,2019-05-01,Tahiya Bakht,"Senior Manager, Operations",1,Tahiya Bakht,"Senior Manager, Operations",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
455992,2019-05-07,Tahiya Bakht,Senior Advisor,1,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
453707,2019-05-27,Tahiya Bakht,"Senior Manager, Operations",1,Tahiya Bakht,"Senior Manager, Operations",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
457875,2019-07-18,Tahiya Bakht,Senior Advisor to the Minister,1,Tahiya Bakht,Senior Advisor to the Minister,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
458229,2019-07-18,Tahiya Bakht,"Senior Advisor to the Minister of Employment, Workforce Development and Labour",1,Tahiya Bakht,"Senior Advisor to the Minister of Employment, Workforce Development and Labour",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
459397,2019-08-27,Tahiya Bakht,Senior Advisor,1,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
459380,2019-08-27,Tahiya Bakht,"Senior Advisor to the Minister of Employment, Workforce Development and Labour",1,Tahiya Bakht,"Senior Advisor to the Minister of Employment, Workforce Development and Labour",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
459474,2019-08-27,Tahiya Bakht,"Senior Manager, Operations",1,Tahiya Bakht,"Senior Manager, Operations",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
459477,2019-08-28,Tahiya Bakht,"Senior Manager, Operations",1,Tahiya Bakht,"Senior Manager, Operations",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
459398,2019-08-29,Tahiya Bakht,Senior Advisor,1,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
459399,2019-08-30,Tahiya Bakht,Senior Advisor,1,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
459396,2019-09-03,Tahiya Bakht,Senior Advisor,1,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
468166,2020-02-11,Tahiya Bakht,Senior Policy Advisor to the Minister,1,Tahiya Bakht,Senior Policy Advisor to the Minister,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
