comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2,CleanName_version3,CleanTitle_version3
569647,2023-05-31,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
570644,2023-06-05,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
573706,2023-07-19,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
574605,2023-07-19,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
573806,2023-07-20,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
576945,2023-08-28,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
579084,2023-09-11,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
576530,2023-09-12,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
579748,2023-09-15,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
580661,2023-10-03,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
583827,2023-10-06,Hadeel April Aziz,Special Assistant,1,Hadeel April Aziz,Special Assistant,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
577870,2023-10-06,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
578464,2023-10-12,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
584205,2023-10-12,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
583290,2023-10-13,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
585109,2023-11-28,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
586285,2023-12-07,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
590219,2023-12-21,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
590977,2024-01-08,Hadeel April Aziz,Policy Advisor,1,Hadeel April Aziz,Policy Advisor,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
589802,2024-01-09,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
594385,2024-01-09,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
591126,2024-01-12,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
599839,2024-03-26,Hadeel April Aziz,Special Assistant,1,Hadeel April Aziz,Special Assistant,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
602915,2024-04-30,Hadeel April Aziz,Regional Advisor,1,Hadeel April Aziz,Regional Advisor,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
603842,2024-04-30,Hadeel April Aziz,Regional Advisor,1,Hadeel April Aziz,Regional Advisor,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
603478,2024-04-30,Hadeel April Aziz,Special Assistant,1,Hadeel April Aziz,Special Assistant,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
604062,2024-04-30,Hadeel April Aziz,Special Assistant,1,Hadeel April Aziz,Special Assistant,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
604405,2024-04-30,Hadeel April Aziz,Special Assistant,1,Hadeel April Aziz,Special Assistant,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
605279,2024-05-27,Hadeel April Aziz,Ontario Desk,1,Hadeel April Aziz,Ontario Desk,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
605553,2024-05-31,Hadeel April Aziz,Regional Advisor,1,Hadeel April Aziz,Regional Advisor,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
614003,2024-09-06,Hadeel April Aziz,"Regional Advisor, Ontario",1,Hadeel April Aziz,"Regional Advisor, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
617288,2024-09-24,Hadeel April Aziz,Regional Advisor,1,Hadeel April Aziz,Regional Advisor,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
617891,2024-10-03,Hadeel April Aziz,"Regional Advisor, Ontario",1,Hadeel April Aziz,"Regional Advisor, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
620194,2024-10-03,Hadeel April Aziz,"Regional Advisor, Ontario and Outreach",1,Hadeel April Aziz,"Regional Advisor, Ontario and Outreach",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
616262,2024-10-07,Hadeel April Aziz,"Regional Advisor, Ontario",1,Hadeel April Aziz,"Regional Advisor, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
623789,2024-10-08,Hadeel April Aziz,Policy Advisor,1,Hadeel April Aziz,Policy Advisor,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
622910,2024-10-22,Hadeel April Aziz,Regional Advisor,1,Hadeel April Aziz,Regional Advisor,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
622941,2024-10-29,Hadeel April Aziz,Regional Advisor,1,Hadeel April Aziz,Regional Advisor,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
621756,2024-11-06,Hadeel April Aziz,Regional Advisor,1,Hadeel April Aziz,Regional Advisor,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
624323,2024-11-07,Hadeel April Aziz,"Regional Advisor, Ontario and Outreach",1,Hadeel April Aziz,"Regional Advisor, Ontario and Outreach",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
623805,2024-11-21,Hadeel April Aziz,"Regional Advisor, Ontario",1,Hadeel April Aziz,"Regional Advisor, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
624760,2024-11-27,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
625077,2024-12-09,Hadeel April Aziz,"Regional Advisor, Ontario",1,Hadeel April Aziz,"Regional Advisor, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
625121,2024-12-09,Hadeel April Aziz,"Special Assistant, Ontario",1,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
630548,2025-01-22,Hadeel April Aziz,Director of Outreach,1,Hadeel April Aziz,Director of Outreach,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
631480,2025-01-31,Hadeel April Aziz,Director of Outreach,1,Hadeel April Aziz,Director of Outreach,Hadeel April Aziz,"Special Assistant, Ontario",Hadeel April Aziz,"Special Assistant, Ontario"
597949,2024-02-29,Hadeel  Aziz,Regional Advisor,1,Hadeel Aziz,Regional Advisor,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
604819,2024-04-30,Hadeel  Aziz,Regional Advisor,1,Hadeel Aziz,Regional Advisor,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
516571,2021-12-06,Hadeel Aziz,Legislative Assistant,1,Hadeel Aziz,Legislative Assistant,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
553748,2022-12-13,Hadeel Aziz,"Special Assistant, Ontario",1,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
552561,2022-12-13,Hadeel Aziz,"Special Assistant, Ontario Desk",1,Hadeel Aziz,"Special Assistant, Ontario Desk",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
553364,2023-01-11,Hadeel Aziz,"Special Assistant, Ontario",1,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
553366,2023-01-11,Hadeel Aziz,"Special Assistant, Ontario",1,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
553367,2023-01-11,Hadeel Aziz,"Special Assistant, Ontario",1,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
556057,2023-01-11,Hadeel Aziz,"Special Assistant, Ontario",1,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
554759,2023-01-24,Hadeel Aziz,Special Assistant,1,Hadeel Aziz,Special Assistant,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
554760,2023-01-24,Hadeel Aziz,Special Assistant,1,Hadeel Aziz,Special Assistant,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
554761,2023-01-24,Hadeel Aziz,Special Assistant,1,Hadeel Aziz,Special Assistant,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
556541,2023-01-24,Hadeel Aziz,"Special Assistant, Ontario",1,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
556544,2023-01-24,Hadeel Aziz,"Special Assistant, Ontario",1,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
556546,2023-01-24,Hadeel Aziz,"Special Assistant, Ontario",1,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
555972,2023-01-24,Hadeel Aziz,"Special Assistant, Ontario Desk",1,Hadeel Aziz,"Special Assistant, Ontario Desk",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
556142,2023-02-14,Hadeel Aziz,Special Assistant,1,Hadeel Aziz,Special Assistant,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
560610,2023-03-22,Hadeel Aziz,"Special Assistant, Ontario",1,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
575216,2023-08-17,Hadeel Aziz,Special Assistant,1,Hadeel Aziz,Special Assistant,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
586284,2023-12-07,Hadeel Aziz,"Special Assistant, Ontario Desk",1,Hadeel Aziz,"Special Assistant, Ontario Desk",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
604425,2024-04-30,Hadeel Aziz,Regional Advisor,1,Hadeel Aziz,Regional Advisor,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
611936,2024-07-25,Hadeel Aziz,"Regional Advisor, Ontario",1,Hadeel Aziz,"Regional Advisor, Ontario",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
623480,2024-10-08,Hadeel Aziz,"Regional Advisor, Ontario",1,Hadeel Aziz,"Regional Advisor, Ontario",Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
631045,2025-01-28,Hadeel Aziz,Director of Outreach,1,Hadeel Aziz,Director of Outreach,Hadeel Aziz,"Special Assistant, Ontario",Hadeel Aziz,"Special Assistant, Ontario"
562745,2023-03-01,Hadell Aziz,Regional Advisor,1,Hadell Aziz,Regional Advisor,Hadell Aziz,Regional Advisor,Hadell Aziz,Regional Advisor
204369,2012-01-13,Hafeez A Shaikh,Industrial Technology Advisor,1,Hafeez A Shaikh,Industrial Technology Advisor,Hafeez A Shaikh,Industrial Technology Advisor,Hafeez A Shaikh,Industrial Technology Advisor
578553,2023-09-01,Haidn Barbara,"Senior Advisor, Policy and Partnership",1,Haidn Barbara,"Senior Advisor, Policy and Partnership",Haidn Barbara,"Senior Advisor, Policy and Partnership",Haidn Barbara,"Senior Advisor, Policy and Partnership"
399699,2017-04-04,Haidy Tadros,Director General,1,Haidy Tadros,Director General,Haidy Tadros,Director General,Haidy Tadros,Director General
576957,2023-08-16,Haig McCarrell,Director,1,Haig Mccarrell,Director,Haig Mccarrell,Director,Haig Mccarrell,Director
402270,2017-05-30,Hailey Rumbolt,Staffer,1,Hailey Rumbolt,Staffer,Hailey Rumbolt,Staffer,Hailey Rumbolt,Staffer
579051,2023-09-06,Hailey Short,Senior Communications Advisor,1,Hailey Short,Senior Communications Advisor,Hailey Short,Senior Communications Advisor,Hailey Short,Senior Communications Advisor
586580,2023-11-14,Hailey Short,Senior Communications Advisor,1,Hailey Short,Senior Communications Advisor,Hailey Short,Senior Communications Advisor,Hailey Short,Senior Communications Advisor
418064,2017-12-08,Hajaleh Hersi,Policy Advisor,1,Hajaleh Hersi,Policy Advisor,Hujaleh Hersi,Policy Advisor,Hujaleh Hersi,Policy Advisor
428985,2018-05-01,Hajdu Patricia,"Minister, Employment, Workforce Development and Labour",1,Hajdu Patricia,"Minister, Employment, Workforce Development and Labour",Patty Hajdu,Minister,Patty Hajdu,Minister
547720,2022-10-19,Hajdu Patty,Minister,1,Hajdu Patty,Minister,Patty Hajdu,Minister,Patty Hajdu,Minister
521149,2022-01-17,Haley  Hodgson,Press Secretary,1,Haley Hodgson,Press Secretary,Haley Hodgson,Press Secretary,Haley Hodgson,Press Secretary
545083,2022-10-21,Haley Hodgson,Press Secretary,1,Haley Hodgson,Press Secretary,Haley Hodgson,Press Secretary,Haley Hodgson,Press Secretary
564859,2023-04-13,Haley Hodgson,Press Secretary,1,Haley Hodgson,Press Secretary,Haley Hodgson,Press Secretary,Haley Hodgson,Press Secretary
604965,2024-05-10,Haley  Juniper,Communications Advisor,1,Haley Juniper,Communications Advisor,Haley Juniper,Communications Advisor,Haley Juniper,Communications Advisor
521322,2022-01-12,Haley Juniper,"Manager, Communications and Community Engagement",1,Haley Juniper,"Manager, Communications and Community Engagement",Haley Juniper,Communications Advisor,Haley Juniper,Communications Advisor
540510,2022-08-26,Haley Juniper,Constituency Assistant,1,Haley Juniper,Constituency Assistant,Haley Juniper,Communications Advisor,Haley Juniper,Communications Advisor
592038,2024-01-23,Haley Juniper,"Manager, Communications and Community Engagement",1,Haley Juniper,"Manager, Communications and Community Engagement",Haley Juniper,Communications Advisor,Haley Juniper,Communications Advisor
596905,2024-03-06,Haley Juniper,Advisor,1,Haley Juniper,Advisor,Haley Juniper,Communications Advisor,Haley Juniper,Communications Advisor
605391,2024-05-10,Haley Juniper,Communications Advisor,1,Haley Juniper,Communications Advisor,Haley Juniper,Communications Advisor,Haley Juniper,Communications Advisor
542147,2022-09-20,Haley Maziarski,Policy Analyst,1,Haley Maziarski,Policy Analyst,Haley Maziarski,Policy Analyst,Haley Maziarski,Policy Analyst
529879,2022-01-14,Haley Quipp,Staffer,1,Haley Quipp,Staffer,Haley Quipp,Staffer,Haley Quipp,Staffer
558197,2023-02-20,Halima Meyers,Investment Analyst,1,Halima Meyers,Investment Analyst,Halima Meyers,Investment Analyst,Halima Meyers,Investment Analyst
612245,2024-07-24,Halima Meyers,Investment Analyst,1,Halima Meyers,Investment Analyst,Halima Meyers,Investment Analyst,Halima Meyers,Investment Analyst
559659,2023-02-09,Hallan Jasraj Singh,Member of Parliament,1,Hallan Jasraj Singh,Member of Parliament,Hallan Jasraj Singh,Member of Parliament,Hallan Jasraj Singh,Member of Parliament
509580,2021-06-28,Halleh Koleyni,Deputy Director,1,Halleh Koleyni,Deputy Director,Halleh Koleyni,"Deputy Director, G20",Halleh Koleyni,"Deputy Director, G20"
513852,2021-08-31,Halleh Koleyni,"Deputy Director, G20",1,Halleh Koleyni,"Deputy Director, G20",Halleh Koleyni,"Deputy Director, G20",Halleh Koleyni,"Deputy Director, G20"
563099,2023-04-03,Hallie Stacey-Sullivan,"Advisor, Issues and Parliamentary Affairs",1,Hallie Stacey-sullivan,"Advisor, Issues and Parliamentary Affairs",Hallie Stacey-sullivan,"Advisor, Issues and Parliamentary Affairs",Hallie Stacey-sullivan,"Advisor, Issues and Parliamentary Affairs"
