comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1
490034,2020-11-27,Gabriel Cyr,"Policy Advisor, Quebec",1,Gabriel Cyr
490035,2020-11-30,Gabriel Cyr,"Policy Advisor, Quebec",1,Gabriel Cyr
492960,2020-12-01,Gabriel Cyr,"Policy Advisor, Quebec Regions",1,Gabriel Cyr
492961,2020-12-02,Gabriel Cyr,"Policy Advisor, Quebec Regions",1,Gabriel Cyr
492052,2020-12-17,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
492141,2020-12-21,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
495943,2020-12-23,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
493984,2021-01-22,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
496904,2021-01-22,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
494358,2021-01-28,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
498544,2021-02-04,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
498552,2021-02-05,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
496263,2021-02-08,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
498548,2021-02-18,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
502438,2021-03-19,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
505901,2021-03-19,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
500033,2021-03-22,Gabriel Cyr,"Regional Advisor, Quebec",1,Gabriel Cyr
500700,2021-03-25,Gabriel Cyr,Policy Advisor to the Minister of Economic Development and Official Languages,1,Gabriel Cyr
500134,2021-03-25,Gabriel Cyr,Quebec Regional Advisor,1,Gabriel Cyr
500276,2021-03-29,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
505893,2021-04-01,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
504444,2021-04-13,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
503974,2021-05-07,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
506224,2021-05-07,Gabriel Cyr,"Policy Advisor, Quebec Regions",1,Gabriel Cyr
509179,2021-05-20,Gabriel Cyr,"Policy Advisor, Quebec",1,Gabriel Cyr
507249,2021-06-10,Gabriel Cyr,"Policy Advisor, Quebec Regions",1,Gabriel Cyr
511285,2021-06-22,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
511344,2021-06-23,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
512056,2021-07-02,Gabriel Cyr,"Senior Advisor, Quebec",1,Gabriel Cyr
510085,2021-07-12,Gabriel Cyr,"Regional Advisor, Quebec",1,Gabriel Cyr
510094,2021-07-12,Gabriel Cyr,"Regional Advisor, Quebec",1,Gabriel Cyr
512951,2021-07-22,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
512117,2021-07-28,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
513486,2021-08-09,Gabriel Cyr,Senior Advisor,1,Gabriel Cyr
513190,2021-08-12,Gabriel Cyr,"Policy Advisor, Quebec Regions",1,Gabriel Cyr
518321,2021-11-16,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
519850,2021-12-17,Gabriel Cyr,"Director of Policy | Director, Parliamentary Affairs",1,Gabriel Cyr
521364,2022-01-18,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
521923,2022-02-10,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
525903,2022-02-25,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
527716,2022-03-25,Gabriel Cyr,Policy Advisor and Quebec Lead to the Minister of Economic Development and Official Languages,1,Gabriel Cyr
530204,2022-04-19,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
530205,2022-04-21,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
531006,2022-04-27,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
532172,2022-04-27,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
530532,2022-04-28,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
530932,2022-05-10,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
532764,2022-05-25,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
532839,2022-05-27,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
534179,2022-06-13,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
541777,2022-08-09,Gabriel Cyr,Policy Advisor,1,Gabriel Cyr
541346,2022-08-10,Gabriel Cyr,Director of Policy and Parliamentary Affairs,1,Gabriel Cyr
542469,2022-09-22,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
542569,2022-10-04,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
549847,2022-12-12,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
554688,2023-01-23,Gabriel Cyr,Director of Policy,1,Gabriel Cyr
559574,2023-02-08,Gabriel Cyr,Chief of Staff,1,Gabriel Cyr
560126,2023-03-09,Gabriel Cyr,Acting Chief of Staff,1,Gabriel Cyr
576531,2023-09-12,Gabriel Cyr,Deputy Chief of Staff,1,Gabriel Cyr
578188,2023-09-22,Gabriel Cyr,Director of Policy and Parliamentary Affairs,1,Gabriel Cyr
578193,2023-09-22,Gabriel Cyr,Director of Policy and Parliamentary Affairs,1,Gabriel Cyr
579463,2023-09-25,Gabriel Cyr,Director of Policy and Parliamentary Affairs,1,Gabriel Cyr
579464,2023-09-27,Gabriel Cyr,Director of Policy and Parliamentary Affairs,1,Gabriel Cyr
629705,2024-11-29,Gabriel  Delorme,Advisor,1,Gabriel Delorme
454095,2018-10-02,Gabriel Delorme,Advisor,1,Gabriel Delorme
454096,2018-12-12,Gabriel Delorme,Advisor,1,Gabriel Delorme
454097,2019-04-02,Gabriel Delorme,Advisor,1,Gabriel Delorme
517081,2021-11-23,Gabriel Frost,Officer,1,Gabriel Frost
517095,2021-11-23,Gabriel Frost,Officer,1,Gabriel Frost
519133,2021-12-02,Gabriel Frost,Officer,1,Gabriel Frost
459194,2019-08-21,Gabriel Gosselin,Policy Officer,1,Gabriel Gosselin
635803,2025-04-09,Gabriel Guay,"Supervisor, Data Collection Operations",1,Gabriel Guay
637066,2025-06-10,Gabriel Hardy,Member of Parliament,1,Gabriel Hardy
634834,2025-03-19,Gabriella de Jagr,Acting Director,1,Gabriella De Jagr
600405,2024-03-26,Gabrielle allard,"Section Head, Environmental Protection",1,Gabrielle Allard
537243,2022-06-27,Gabrielle Allard,Section Head,1,Gabrielle Allard
595092,2024-02-08,Gabrielle Allard,"Section Head, HDV Regulatory Sector",1,Gabrielle Allard
614402,2024-09-06,Gabrielle Allard,Section Head,1,Gabrielle Allard
589327,2023-12-18,Gabrielle Bardall,Senior Policy Advisor,1,Gabrielle Bardall
216768,2012-03-06,Gabrielle Berard,Senior Special Assistant,1,Gabrielle Berard
228131,2012-06-20,Gabrielle Berard,Parliamentary Secretary,1,Gabrielle Berard
291109,2013-08-23,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
297111,2013-09-04,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
295931,2013-09-10,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
296034,2013-09-16,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
302669,2013-10-04,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
301309,2013-10-18,Gabrielle Berard,Policy Advisor to Minister,1,Gabrielle Berard
303372,2013-10-21,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
310479,2013-10-22,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
302805,2013-10-24,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
310788,2013-10-25,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
300831,2013-10-25,Gabrielle Berard,"Policy Advisor, Ministry of Finance",1,Gabrielle Berard
303949,2013-10-29,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
308409,2013-11-05,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
309617,2013-11-28,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
313553,2013-12-17,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
317973,2014-02-25,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
319913,2014-02-26,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
319917,2014-02-26,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
325790,2014-04-30,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
323577,2014-05-02,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
327171,2014-05-27,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
326190,2014-05-30,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
329476,2014-06-03,Gabrielle Berard,Policy Advisor to the Minister of Finance,1,Gabrielle Berard
329474,2014-06-26,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
329598,2014-06-26,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
333316,2014-08-07,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
331929,2014-08-18,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
332229,2014-08-18,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
332290,2014-08-18,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
333251,2014-08-27,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
335948,2014-09-16,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
335662,2014-09-29,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
335630,2014-10-02,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
338356,2014-10-30,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
338950,2014-10-30,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
341882,2014-11-06,Gabrielle Berard,Policy Advisor,1,Gabrielle Berard
330157,2014-06-11,Gabrielle Berrard,Senior Policy Advisor,1,Gabrielle Berrard
585021,2023-11-02,Gabrielle Bibeau,Competition Law Advisor,1,Gabrielle Bibeau
289071,2013-08-27,Gabrielle Brerard,Policy Advisor,1,Gabrielle Brerard
632210,2025-03-03,Gabrielle Dallaporta,Director,1,Gabrielle Dallaporta
359658,2015-07-26,Gabrielle Dolgoy,Trade Policy Officer,1,Gabrielle Dolgoy
359662,2015-07-29,Gabrielle Dolgoy,Trade Policy Officer,1,Gabrielle Dolgoy
359667,2015-07-31,Gabrielle Dolgoy,Trade Policy Officer,1,Gabrielle Dolgoy
418796,2018-01-26,Gabrielle Dolgoy,Trade Policy Officer,1,Gabrielle Dolgoy
420459,2018-01-26,Gabrielle Dolgoy,Trade Policy Officer,1,Gabrielle Dolgoy
547280,2022-10-03,Gabrielle   Dubuis,Director of Policy,1,Gabrielle Dubuis
169869,2011-03-14,Gabrielle Duschner,Senior Advisor,1,Gabrielle Duschner
486660,2020-10-26,Gabrielle FitzGerald,"Director, Research and Data",1,Gabrielle Fitzgerald
488443,2020-10-26,Gabrielle FitzGerald,"Director, Research and Data",1,Gabrielle Fitzgerald
