comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1
564555,2023-05-09,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel
571915,2023-06-20,Udita Samuel,Stakeholder Relations Advisor,1,Udita Samuel
580624,2023-10-26,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel
581046,2023-11-02,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel
586956,2023-11-02,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel
586342,2023-11-06,Udita Samuel,Deputy Director,1,Udita Samuel
586546,2023-11-07,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel
587849,2023-11-07,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel
583100,2023-11-07,Udita Samuel,"Director, Operations and Outreach",1,Udita Samuel
588173,2023-11-22,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel
584860,2023-11-22,Udita Samuel,"Director, Operations and Outreach",1,Udita Samuel
585547,2023-12-04,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel
591125,2024-01-11,Udita Samuel,Stakeholder Relations Advisor,1,Udita Samuel
592422,2024-01-15,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel
591166,2024-01-22,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel
593782,2024-01-22,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel
592010,2024-01-22,Udita Samuel,Political Attaché,1,Udita Samuel
597433,2024-02-27,Udita Samuel,Operations,1,Udita Samuel
599091,2024-03-21,Udita Samuel,Operations,1,Udita Samuel
604343,2024-05-01,Udita Samuel,Operations,1,Udita Samuel
608998,2024-05-14,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel
608597,2024-05-28,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel
609649,2024-06-06,Udita Samuel,Regional Advisor,1,Udita Samuel
613235,2024-07-11,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel
614042,2024-08-21,Udita Samuel,Regional Advisor,1,Udita Samuel
610992,2024-06-11,Udita Samuel ,"Deputy Director, Operations and Outreach",1,Udita Samuel
608151,2024-05-21,Udita Samuels,"Deputy Director, Operations",1,Udita Samuels
373033,2016-03-11,Ugo Therien,"Director, Ministerial Service Communications",1,Ugo Therien
451979,2019-04-02,Ugo Therien,Director,1,Ugo Therien
461955,2019-08-20,Ugo Therien,Director,1,Ugo Therien
612895,2024-07-12,Ugo Therien,"Director General, Planning",1,Ugo Therien
628600,2025-01-10,Ugo Therien,Associate Director General,1,Ugo Therien
161018,2010-08-22,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
157131,2010-09-23,Ujjal Dosanjh,"Health Critic, Official Opposition",1,Ujjal Dosanjh
156819,2010-09-28,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
158254,2010-10-05,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
159296,2010-10-05,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
156189,2010-10-06,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
156250,2010-10-06,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
159029,2010-10-18,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
159374,2010-11-04,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
160268,2010-11-17,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
161671,2010-11-24,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
162368,2010-11-30,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
163992,2010-12-06,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
161356,2010-12-07,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
163445,2010-12-07,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
164246,2010-12-07,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
162982,2010-12-08,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
163867,2010-12-09,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
163994,2010-12-09,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
162739,2010-12-14,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
163184,2010-12-14,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
164367,2010-12-14,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
165581,2011-02-01,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
165596,2011-02-01,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
169006,2011-02-01,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
173829,2011-02-02,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
167500,2011-02-08,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
165550,2011-02-09,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
166146,2011-02-14,Ujjal Dosanjh,Member,1,Ujjal Dosanjh
166210,2011-02-14,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
167507,2011-02-14,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
166226,2011-02-16,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
166509,2011-02-17,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
167505,2011-03-03,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
168571,2011-03-03,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
169126,2011-03-03,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
169228,2011-03-03,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh
153017,2010-07-15,Ujjal Dossanjh,Member of Parliament,1,Ujjal Dossanjh
581376,2023-10-31,Umar Faruqui,Senior Policy Advisor,1,Umar Faruqui
465635,2020-02-11,ùmarie-France Lalonde,Member of Parliament,1,Umarie-france Lalonde
601395,2024-04-09,Umer Farooq  Farooq ,Policy Analyst,1,Umer Farooq Farooq
324507,2014-04-23,Umit Kiziltan,Director General,1,Umit Kiziltan
350564,2015-03-13,Umit Kiziltan,Director General,1,Umit Kiziltan
385506,2016-09-10,Umit Kiziltan,Assistant Deputy Minister,1,Umit Kiziltan
392575,2016-12-02,Umit Kiziltan,Director General,1,Umit Kiziltan
409197,2017-09-21,Umit Kiziltan,Director General,1,Umit Kiziltan
631404,2025-02-14,Unknown Unknown,Unknown,1,Unknown Unknown
631715,2025-02-19,Unknow Unknown,Program Officer,1,Unknow Unknown
561349,2023-03-09,Unnati Vasavada,Manager,1,Unnati Vasavada
564815,2023-04-24,Urmi  Ray ,Program Officer,1,Urmi Ray
207291,2012-01-17,Ursula Beddoes,"Manager, Land Tenure",1,Ursula Beddoes
256510,2013-01-15,Ursula Beddoes,"Manager, Lands Tenure",1,Ursula Beddoes
256511,2013-01-15,Ursula Beddoes,"Manager, Lands Tenure",1,Ursula Beddoes
210167,2012-02-22,Ursula Gobel,Director,1,Ursula Gobel
349282,2015-02-12,Ursula Gobel,Associate Vice President,1,Ursula Gobel
357756,2015-06-16,Ursula Gobel,Associate Vice President,1,Ursula Gobel
368951,2016-01-20,Ursula Gobel,Associate Vice President,1,Ursula Gobel
372465,2016-02-01,Ursula Gobel,"Associate Vice President, Future Challenges",1,Ursula Gobel
379936,2016-05-31,Ursula Gobel,Associate Vice President,1,Ursula Gobel
383773,2016-08-26,Ursula Gobel,Associate Vice President,1,Ursula Gobel
429600,2017-10-03,Ursula Gobel,Associate Vice President,1,Ursula Gobel
408815,2017-10-03,Ursula Gobel,"Associate Vice President, SSHRC Future Challenges Directorate",1,Ursula Gobel
417544,2017-12-15,Ursula Gobel,"Associate Vice President, Future Challenges",1,Ursula Gobel
442418,2018-11-08,Ursula Gobel,"Vice President, Future Challenges",1,Ursula Gobel
448941,2019-03-08,Ursula Gobel,Associate Vice President,1,Ursula Gobel
453004,2019-04-25,Ursula Gobel,"Associate Vice President, Future Challenges",1,Ursula Gobel
454454,2019-05-31,Ursula Gobel,Associate Vice President,1,Ursula Gobel
459492,2019-08-07,Ursula Gobel,Associate Vice President,1,Ursula Gobel
462502,2019-12-05,Ursula Gobel,"Assistant Vice President, Future Challenges",1,Ursula Gobel
472165,2020-04-29,Ursula Gobel,Vice President,1,Ursula Gobel
479303,2020-07-15,Ursula Gobel,Vice President,1,Ursula Gobel
483182,2020-09-01,Ursula Gobel,Associate Vice President,1,Ursula Gobel
481320,2020-09-03,Ursula Gobel,Associate Vice President,1,Ursula Gobel
481324,2020-09-10,Ursula Gobel,Associate Vice President,1,Ursula Gobel
488328,2020-10-21,Ursula Gobel,Associate Vice President,1,Ursula Gobel
489723,2020-11-16,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",1,Ursula Gobel
490545,2020-11-20,Ursula Gobel,Vice President,1,Ursula Gobel
497663,2021-02-17,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",1,Ursula Gobel
509753,2021-06-29,Ursula Gobel,Vice President,1,Ursula Gobel
513689,2021-08-16,Ursula Gobel,Vice President,1,Ursula Gobel
530423,2022-04-14,Ursula Gobel,Vice President,1,Ursula Gobel
530426,2022-04-25,Ursula Gobel,Vice President,1,Ursula Gobel
546377,2022-10-17,Ursula Gobel,Vice President,1,Ursula Gobel
549890,2022-11-29,Ursula Gobel,Vice President,1,Ursula Gobel
559175,2023-02-09,Ursula Gobel,Vice President,1,Ursula Gobel
561913,2023-03-02,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",1,Ursula Gobel
568992,2023-05-30,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",1,Ursula Gobel
574177,2023-07-26,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",1,Ursula Gobel
588489,2023-11-29,Ursula Gobel,Vice President,1,Ursula Gobel
383359,2016-08-26,Ursula Goebel,Associate Vice President,1,Ursula Goebel
84987,2008-10-28,Ursula Menke,Commissioner,1,Ursula Menke
87542,2008-11-07,Ursula Menke,Commissioner,1,Ursula Menke
97424,2009-02-18,Ursula Menke,Commissioner,1,Ursula Menke
124602,2009-09-30,Ursula Menke,Commissioner,1,Ursula Menke
128254,2009-10-16,Ursula Menke,Commissioner,1,Ursula Menke
131816,2009-11-17,Ursula Menke,Commissioner,1,Ursula Menke
147541,2009-11-17,Ursula Menke,Commissioner,1,Ursula Menke
130297,2009-11-17,Ursula Menke,"Commissioner, Financial Consumer Agency of Canada",1,Ursula Menke
133314,2009-11-18,Ursula Menke,Commissioner,1,Ursula Menke
134894,2009-12-08,Ursula Menke,Commissioner,1,Ursula Menke
145843,2010-03-08,Ursula Menke,Commissioner,1,Ursula Menke
147796,2010-04-13,Ursula Menke,Commissioner,1,Ursula Menke
149139,2010-05-04,Ursula Menke,Commissioner,1,Ursula Menke
149161,2010-05-04,Ursula Menke,Commissioner,1,Ursula Menke
148218,2010-05-12,Ursula Menke,Commissioner,1,Ursula Menke
153571,2010-07-22,Ursula Menke,Commissioner,1,Ursula Menke
153560,2010-07-28,Ursula Menke,Commissioner,1,Ursula Menke
158207,2010-10-26,Ursula Menke,Commissioner,1,Ursula Menke
158562,2010-10-26,Ursula Menke,Commissioner,1,Ursula Menke
159151,2010-10-26,Ursula Menke,Commissioner,1,Ursula Menke
164765,2011-01-27,Ursula Menke,Commissioner,1,Ursula Menke
168008,2011-02-09,Ursula Menke,Commissioner,1,Ursula Menke
168958,2011-02-15,Ursula Menke,Commissioner,1,Ursula Menke
170438,2011-03-15,Ursula Menke,Commissioner,1,Ursula Menke
172976,2011-04-06,Ursula Menke,Commissioner,1,Ursula Menke
173617,2011-05-16,Ursula Menke,Commissioner,1,Ursula Menke
180864,2011-07-06,Ursula Menke,Commissioner,1,Ursula Menke
207206,2011-11-22,Ursula Menke,Commissioner,1,Ursula Menke
197439,2011-11-28,Ursula Menke,Commissioner,1,Ursula Menke
197988,2011-11-28,Ursula Menke,Commissioner,1,Ursula Menke
202229,2011-12-07,Ursula Menke,Commissioner,1,Ursula Menke
206823,2012-01-23,Ursula Menke,Commissioner,1,Ursula Menke
212503,2012-02-09,Ursula Menke,"Commissioner, Financial Consumer Agency of Canada",1,Ursula Menke
216809,2012-03-09,Ursula Menke,Commissioner,1,Ursula Menke
217513,2012-03-14,Ursula Menke,Commissioner,1,Ursula Menke
216889,2012-03-16,Ursula Menke,Commissioner,1,Ursula Menke
222947,2012-04-16,Ursula Menke,Commissioner,1,Ursula Menke
222948,2012-04-16,Ursula Menke,Commissioner,1,Ursula Menke
223054,2012-04-18,Ursula Menke,Commissioner,1,Ursula Menke
223933,2012-04-25,Ursula Menke,Commissioner,1,Ursula Menke
252251,2012-11-20,Ursula Menke,Commissioner,1,Ursula Menke
252250,2012-12-17,Ursula Menke,Commissioner,1,Ursula Menke
263230,2013-02-12,Ursula Menke,Commissioner,1,Ursula Menke
263455,2013-02-28,Ursula Menke,Commissioner,1,Ursula Menke
278789,2013-05-14,Ursula Menke,Commissioner,1,Ursula Menke
211275,2012-02-09,URSULA MENKE,Commissioner,1,Ursula Menke
167676,2011-02-15,Ursula Menkes,Commissioner,1,Ursula Menkes
173086,2011-05-17,Ursula Menkes,Commissioner,1,Ursula Menkes
173188,2011-05-17,Ursula Menkes,Commissioner,1,Ursula Menkes
636881,2025-05-28,Ursula Polack,Senior Advisor,1,Ursula Polack
162027,2010-11-04,Ursule Menke,Commissioner,1,Ursule Menke
132290,2009-11-17,Urusla Menke,Commissioner,1,Urusla Menke
132293,2009-11-18,Urusla Menke,Commissioner,1,Urusla Menke
278021,2013-06-06,Urvashi Dhawan-Biswal,Director,1,Urvashi Dhawan-biswal
543642,2022-09-01,Urvashi Dhawan-Biswal,Executive Director,1,Urvashi Dhawan-biswal
579565,2023-09-14,Urvashi Dhawan-Biswal,Executive Director,1,Urvashi Dhawan-biswal
482391,2020-08-31,Usha Mulukutla,Environment Technical Specialist,1,Usha Mulukutla
572104,2023-06-06,Ute Holweger,"Senior Advisor, Water Strategies",1,Ute Holweger
600997,2024-03-14,Ute Holweger,Acting Executive Director,1,Ute Holweger
606760,2024-06-04,Ute Holweger,"Senior Advisor, Water Strategies",1,Ute Holweger
621407,2024-10-01,Ute Holweger,"Senior Advisor, Water Strategies",1,Ute Holweger
617742,2024-10-07,Ute Holweger,"Senior Advisor, Water Strategies",1,Ute Holweger
621420,2024-10-23,Ute Holweger,"Senior Advisor, Water Strategies",1,Ute Holweger
631044,2025-01-09,Ute Holweger,Acting Assistant Deputy Minister,1,Ute Holweger
636827,2025-06-10,Ute Holweger,"Manager, Water Strategies",1,Ute Holweger
625905,2024-11-05,Uthman Lebbe Mohammed Jauhar,"High Commissioner, Democratic Socialist Republic of Sri Lanka",1,Uthman Lebbe Mohammed Jauhar
612155,2023-09-28,Uttara Chauhan,Director General,1,Uttara Chauhan
577596,2023-10-03,Uttara Chauhan,Director General,1,Uttara Chauhan
472946,2020-04-07,Uyen Hoang,Chief of Staff,1,Uyen Hoang
581364,2023-11-02,Uzair Muhammad,Policy Advisor,1,Uzair Muhammad
