comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2
341856,2014-11-27,Olaf Jensen,"Manager, Protected Areas Coordination",1,Olaf Jensen,"Manager, Protected Areas Coordination",Olaf Jensen,Director
453035,2019-05-08,Olaf Jensen,"Director, Protected Areas Strategy",1,Olaf Jensen,"Director, Protected Areas Strategy",Olaf Jensen,Director
455775,2019-05-08,Olaf Jensen,Manager,1,Olaf Jensen,Manager,Olaf Jensen,Director
511320,2021-06-28,Olaf Jensen,Director,1,Olaf Jensen,Director,Olaf Jensen,Director
552089,2022-11-02,Olaf Jensen,Director,1,Olaf Jensen,Director,Olaf Jensen,Director
561853,2023-03-29,Olaf Jensen,Director,1,Olaf Jensen,Director,Olaf Jensen,Director
572346,2023-06-01,Olaf Jensen,Director,1,Olaf Jensen,Director,Olaf Jensen,Director
572351,2023-06-02,Olaf Jensen,Director,1,Olaf Jensen,Director,Olaf Jensen,Director
590885,2023-12-06,Olaf Jensen,"Director, Protected Areas Program",1,Olaf Jensen,"Director, Protected Areas Program",Olaf Jensen,Director
592033,2024-01-19,Olaf Jensen,Director,1,Olaf Jensen,Director,Olaf Jensen,Director
608520,2024-05-28,Olaf  Kjelsen,Ambassador of Switzerland to Canada,1,Olaf Kjelsen,Ambassador of Switzerland to Canada,Olaf Kjelsen,Ambassador of Switzerland to Canada
615531,2024-09-09,Olalekan  Edwards,Special Assistant,1,Olalekan Edwards,Special Assistant,Olalekan Edwards,Special Assistant
135829,2009-11-24,Old Hendrickson,Scientific Advisor,1,Old Hendrickson,Scientific Advisor,Old Hendrickson,Scientific Advisor
636989,2025-05-27,Olesia Bissett,Policy Analyst,1,Olesia Bissett,Policy Analyst,Olesia Bissett,Policy Analyst
579226,2023-09-27,Olga  Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
441781,2018-11-15,Olga Radchenko,"Director, Parliamentary Affairs",1,Olga Radchenko,"Director, Parliamentary Affairs",Olga Radchenko,Director of Policy
442578,2018-12-03,Olga Radchenko,"Director, Parliamentary Affairs",1,Olga Radchenko,"Director, Parliamentary Affairs",Olga Radchenko,Director of Policy
444486,2019-01-30,Olga Radchenko,"Director, Parliamentary Affairs",1,Olga Radchenko,"Director, Parliamentary Affairs",Olga Radchenko,Director of Policy
451765,2019-05-02,Olga Radchenko,"Director, Parliamentary Affairs",1,Olga Radchenko,"Director, Parliamentary Affairs",Olga Radchenko,Director of Policy
457430,2019-05-31,Olga Radchenko,Senior Advisor,1,Olga Radchenko,Senior Advisor,Olga Radchenko,Director of Policy
457685,2019-06-25,Olga Radchenko,"Director, Parliamentary Affairs",1,Olga Radchenko,"Director, Parliamentary Affairs",Olga Radchenko,Director of Policy
474653,2020-02-07,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
467087,2020-02-21,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
469147,2020-03-20,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
469149,2020-03-21,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
469150,2020-03-23,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
469154,2020-03-25,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
469155,2020-03-26,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
470468,2020-03-26,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
488162,2020-03-30,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
472106,2020-04-03,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
472478,2020-04-04,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
472530,2020-04-04,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
472500,2020-04-24,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
475875,2020-05-11,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
474473,2020-05-25,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
474920,2020-05-25,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
474137,2020-05-28,Olga Radchenko,Policy Advisor,1,Olga Radchenko,Policy Advisor,Olga Radchenko,Director of Policy
474138,2020-05-28,Olga Radchenko,Policy Advisor,1,Olga Radchenko,Policy Advisor,Olga Radchenko,Director of Policy
474651,2020-05-29,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
476306,2020-06-05,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
477468,2020-06-05,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
477774,2020-06-11,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
477831,2020-06-15,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
476497,2020-06-22,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
476516,2020-06-22,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
477986,2020-06-22,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
476504,2020-06-30,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
477469,2020-06-30,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
478353,2020-06-30,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
479827,2020-07-08,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
480270,2020-07-21,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
478601,2020-07-23,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
479500,2020-07-23,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
479093,2020-07-28,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
481861,2020-08-07,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
481995,2020-08-17,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
481998,2020-08-20,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
487874,2020-10-20,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
490424,2020-11-04,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
489153,2020-11-17,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
491593,2020-11-17,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
490652,2020-11-23,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
495756,2021-01-15,Olga Radchenko,"Policy Advisor, Minister's Office",1,Olga Radchenko,"Policy Advisor, Minister's Office",Olga Radchenko,Director of Policy
494106,2021-01-20,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
499014,2021-02-08,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
498431,2021-02-10,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
495531,2021-02-12,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
497834,2021-02-26,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
501518,2021-03-09,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
500567,2021-03-17,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
500568,2021-03-18,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
502682,2021-03-25,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
505239,2021-04-13,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
505024,2021-05-14,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
513720,2021-08-31,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
514733,2021-09-30,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
522649,2022-01-14,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
526164,2022-02-23,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
528130,2022-03-08,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
530104,2022-04-21,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
537822,2022-06-02,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
537088,2022-07-11,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
538776,2022-07-25,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
544142,2022-10-04,Olga Radchenko,Chief of Staff,1,Olga Radchenko,Chief of Staff,Olga Radchenko,Director of Policy
547175,2022-10-20,Olga Radchenko,Chief of Staff,1,Olga Radchenko,Chief of Staff,Olga Radchenko,Director of Policy
551067,2022-11-29,Olga Radchenko,Chief of Staff,1,Olga Radchenko,Chief of Staff,Olga Radchenko,Director of Policy
553507,2022-12-01,Olga Radchenko,"Chief of Staff, Immigration, Refugees and Citizenship",1,Olga Radchenko,"Chief of Staff, Immigration, Refugees and Citizenship",Olga Radchenko,Director of Policy
554899,2023-01-26,Olga Radchenko,Chief of Staff,1,Olga Radchenko,Chief of Staff,Olga Radchenko,Director of Policy
577607,2023-09-28,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
578045,2023-09-28,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
579882,2023-10-06,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
582024,2023-10-06,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
579054,2023-10-12,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
582243,2023-10-12,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
583975,2023-10-12,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
584248,2023-10-13,Olga Radchenko,Chief of Staff,1,Olga Radchenko,Chief of Staff,Olga Radchenko,Director of Policy
582269,2023-10-19,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
584109,2023-10-27,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
587158,2023-11-20,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
587208,2023-11-21,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
585668,2023-11-23,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
588267,2023-11-23,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
589190,2023-11-23,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
588302,2023-11-29,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
587209,2023-11-30,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
589633,2023-12-18,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
593783,2024-01-10,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
594113,2024-01-31,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
594192,2024-02-01,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
594598,2024-02-23,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
595595,2024-02-23,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
597498,2024-02-23,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
598654,2024-03-26,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
599316,2024-03-26,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
600991,2024-04-02,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
599961,2024-04-10,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
603744,2024-04-30,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
607605,2024-05-03,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
607920,2024-05-07,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
609989,2024-06-07,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
612605,2024-08-08,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
623668,2024-10-03,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
621671,2024-10-07,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
628006,2024-10-11,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
620924,2024-10-17,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
621719,2024-10-17,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
623672,2024-10-17,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
625848,2024-11-05,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
626589,2024-11-18,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
629602,2024-12-10,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
627881,2024-12-12,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
629059,2024-12-12,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
633946,2025-01-28,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
631005,2025-02-05,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
635200,2025-03-07,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
633951,2025-03-14,Olga Radchenko,Director of Policy,1,Olga Radchenko,Director of Policy,Olga Radchenko,Director of Policy
583057,2023-10-04,Olga Radochenko,Director of Policy,1,Olga Radochenko,Director of Policy,Olga Radchenko,Director of Policy
503555,2021-04-26,Olga Vovk,"Senior Regional Manager, Europe",1,Olga Vovk,"Senior Regional Manager, Europe",Olga Vovk,"Senior Regional Manager, Europe"
211800,2012-02-15,Oline Twiss,Policy and Stakeholder Relations Officer,1,Oline Twiss,Policy and Stakeholder Relations Officer,Oline Twiss,Parliamentary Affairs
230702,2012-06-08,Oline Twiss,Parliamentary Affairs,1,Oline Twiss,Parliamentary Affairs,Oline Twiss,Parliamentary Affairs
231850,2012-07-25,Oline Twiss,Policy and Stakeholder Relations Officer,1,Oline Twiss,Policy and Stakeholder Relations Officer,Oline Twiss,Parliamentary Affairs
243530,2012-10-31,Oline Twiss,Policy and Stakeholder Relations Officer,1,Oline Twiss,Policy and Stakeholder Relations Officer,Oline Twiss,Parliamentary Affairs
286177,2013-07-24,Oline Twiss,Policy Advisor,1,Oline Twiss,Policy Advisor,Oline Twiss,Parliamentary Affairs
286874,2013-07-24,Oline Twiss,Policy and Stakeholder Officer,1,Oline Twiss,Policy and Stakeholder Officer,Oline Twiss,Parliamentary Affairs
293389,2013-09-17,Oline Twiss,Parliamentary Affairs,1,Oline Twiss,Parliamentary Affairs,Oline Twiss,Parliamentary Affairs
302473,2013-09-17,Oline Twiss,Policy Advisor,1,Oline Twiss,Policy Advisor,Oline Twiss,Parliamentary Affairs
306949,2013-11-28,Oline Twiss,Parliamentary Affairs,1,Oline Twiss,Parliamentary Affairs,Oline Twiss,Parliamentary Affairs
484895,2020-10-05,Oliphant Rob,Member of Parliament,1,Oliphant Rob,Member of Parliament,Oliphant Rob,Member of Parliament
414871,2017-11-15,Oliphant Robert,Member of Parliament,1,Oliphant Robert,Member of Parliament,Oliphant Robert,Member of Parliament
576741,2023-08-22,Olivera Blagojevic,Acting Director,1,Olivera Blagojevic,Acting Director,Olivera Blagojevic,Director
621444,2024-10-09,Olivera Blagojevic,Director,1,Olivera Blagojevic,Director,Olivera Blagojevic,Director
372352,2016-03-09,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
378521,2016-05-31,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
378495,2016-06-07,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
381262,2016-06-14,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
385225,2016-09-12,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
383640,2016-09-12,Oliver Anderson,"Communications Advisor, Ontario Desk",1,Oliver Anderson,"Communications Advisor, Ontario Desk",Oliver Anderson,Communications Advisor
385232,2016-09-15,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
387648,2016-09-23,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
387741,2016-10-14,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
390681,2016-11-15,Oliver Anderson,Policy Advisor to the Minister of Agriculture,1,Oliver Anderson,Policy Advisor to the Minister of Agriculture,Oliver Anderson,Communications Advisor
388734,2016-11-17,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
390664,2016-11-22,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
391966,2016-12-16,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
392564,2016-12-16,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
399536,2017-04-04,Oliver Anderson,Policy Advisor,1,Oliver Anderson,Policy Advisor,Oliver Anderson,Communications Advisor
398258,2017-04-10,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
403510,2017-05-17,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
402572,2017-06-01,Oliver Anderson,"Policy Advisor, Minister of Agriculture and Agri-Food",1,Oliver Anderson,"Policy Advisor, Minister of Agriculture and Agri-Food",Oliver Anderson,Communications Advisor
403895,2017-06-13,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
404159,2017-06-13,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
405980,2017-07-18,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
408165,2017-08-02,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
407399,2017-08-22,Oliver Anderson,Policy and Communication Advisor,1,Oliver Anderson,Policy and Communication Advisor,Oliver Anderson,Communications Advisor
409819,2017-09-12,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
408900,2017-09-13,Oliver Anderson,Policy Advisor to Minister of Agriculture,1,Oliver Anderson,Policy Advisor to Minister of Agriculture,Oliver Anderson,Communications Advisor
410063,2017-09-19,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
408888,2017-09-28,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
408890,2017-09-28,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
408892,2017-09-28,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
408894,2017-09-28,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
413309,2017-10-16,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
411482,2017-10-16,Oliver Anderson,Policy Advisor,1,Oliver Anderson,Policy Advisor,Oliver Anderson,Communications Advisor
413535,2017-10-16,Oliver Anderson,Policy and Communications Advisor,1,Oliver Anderson,Policy and Communications Advisor,Oliver Anderson,Communications Advisor
412442,2017-10-18,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
412452,2017-10-18,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
411433,2017-10-23,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
412209,2017-10-23,Oliver Anderson,Policy and Communications Advisor,1,Oliver Anderson,Policy and Communications Advisor,Oliver Anderson,Communications Advisor
413516,2017-10-26,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
411046,2017-10-31,Oliver Anderson,Communications Advisor,1,Oliver Anderson,Communications Advisor,Oliver Anderson,Communications Advisor
