comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2
338585,2014-10-09,Honourable Senator Percy Mockler,Senator,1,Percy Mockler,Senator,Percy Mockler,Senator
337831,2014-10-21,Honourable Senator Pierre Claude Nolin,Senator,1,Pierre Claude Nolin,Senator,Pierre Claude Nolin,Senator
426867,2018-05-15,Hon Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
399398,2017-04-12,Hon. Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
418658,2018-01-24,Hon. Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
452974,2019-05-14,Hon. Pablo Rodriguez,"Minister, Canadian Heritage",1,Pablo Rodriguez,"Minister, Canadian Heritage",Pablo Rodriguez,Member of Parliament
494753,2021-02-10,Hon. Pablo Rodriguez,Government House Leader,1,Pablo Rodriguez,Government House Leader,Pablo Rodriguez,Member of Parliament
509231,2021-02-10,Hon. Pablo Rodriguez,Government House Leader,1,Pablo Rodriguez,Government House Leader,Pablo Rodriguez,Member of Parliament
563004,2023-03-23,Hon. Pablo Rodriguez,Minister,1,Pablo Rodriguez,Minister,Pablo Rodriguez,Member of Parliament
585903,2023-12-07,Hon. Pablo Rodriguez,"Minister, Transport",1,Pablo Rodriguez,"Minister, Transport",Pablo Rodriguez,Member of Parliament
441487,2018-11-06,Hon. Pamela Wallin,Senator,1,Pamela Wallin,Senator,Pamela Wallin,Senator
575668,2023-09-06,Hon. Pascale St-Onge,Minister,1,Pascale St-onge,Minister,Pascale St-onge,"Minister, Canadian Heritage"
584348,2023-10-11,Hon. Pascale St-Onge,Member of Parliament,1,Pascale St-onge,Member of Parliament,Pascale St-onge,"Minister, Canadian Heritage"
427382,2018-05-29,Hon. Patrice Bovey,Senator,1,Patrice Bovey,Senator,Patricia Bovey,Senator
415302,2017-12-07,Hon. Patricia A. Hajdu,Minister,1,Patricia A. Hajdu,Minister,Patty Hajdu,"Minister, Health"
382594,2016-07-18,Hon. Patricia Hadju,"Minister, Status of Women",1,Patricia Hadju,"Minister, Status of Women",Patty Hajdu,"Minister, Health"
569798,2023-05-03,Hon. Patricia Hajdu,"Minister, Indigenous Services",1,Patricia Hajdu,"Minister, Indigenous Services",Patty Hajdu,"Minister, Health"
468768,2020-03-10,Hon. Patti Laboucane Benson,Member of Parliament,1,Patti Laboucane Benson,Member of Parliament,Patti Laboucane-benson,Senator
368768,2016-02-03,Hon. Patty Haijdu,Member of Parliament,1,Patty Haijdu,Member of Parliament,Patty Haijdu,Member of Parliament
380344,2016-06-16,Hon. Patty Hajdu,Minister of Status of Women,1,Patty Hajdu,Minister of Status of Women,Patty Hajdu,"Minister, Health"
402075,2017-05-29,Hon. Patty Hajdu,Minister,1,Patty Hajdu,Minister,Patty Hajdu,"Minister, Health"
435335,2018-09-05,Hon. Patty Hajdu,Minister,1,Patty Hajdu,Minister,Patty Hajdu,"Minister, Health"
434768,2018-09-23,Hon. Patty Hajdu,Minister,1,Patty Hajdu,Minister,Patty Hajdu,"Minister, Health"
484742,2020-09-30,Hon. Patty Hajdu,"Minister, Health",1,Patty Hajdu,"Minister, Health",Patty Hajdu,"Minister, Health"
498890,2021-02-09,Hon. Patty Hajdu,"Minister, Health",1,Patty Hajdu,"Minister, Health",Patty Hajdu,"Minister, Health"
380492,2016-06-02,"Hon. Patty Hajdu, P.C., M.P.","Minister, Status of Women",1,Patty Hajdu,"Minister, Status of Women",Patty Hajdu,"Minister, Health"
399671,2017-04-10,"Hon. Patty Hajdu, P.C., M.P.","Minister, Employment, Workforce Development and Labour",1,Patty Hajdu,"Minister, Employment, Workforce Development and Labour",Patty Hajdu,"Minister, Health"
536085,2022-06-06,Hon. Paula  Simons,Senator,1,Paula Simons,Senator,Paula Simons,Senator
471600,2020-04-22,Hon. Paula Simons,Senator,1,Paula Simons,Senator,Paula Simons,Senator
558673,2023-03-13,Hon. Paula Simons,Senator,1,Paula Simons,Senator,Paula Simons,Senator
391443,2016-11-30,Hon. Paul J. Massicotte,Senator,1,Paul J. Massicotte,Senator,Paul Massicotte,Senator
391414,2016-11-03,Hon. Paul Massicottee,Senator,1,Paul Massicottee,Senator,Paul Massicotte,Senator
429559,2018-05-08,Hon. Peter Harder,Senator,1,Peter Harder,Senator,Peter Harder,Senator
429294,2018-05-31,Hon. Peter Harder,Senator,1,Peter Harder,Senator,Peter Harder,Senator
434927,2018-09-24,Hon. Peter Harder,Senator,1,Peter Harder,Senator,Peter Harder,Senator
492556,2020-12-10,Hon. Peter Harder,Senator,1,Peter Harder,Senator,Peter Harder,Senator
557138,2023-02-21,Hon. Peter Harder,Senator,1,Peter Harder,Senator,Peter Harder,Senator
158976,2010-10-08,Hon. Peter Kent,Minister of State,1,Peter Kent,Minister of State,Peter Kent,Member of Parliament
158977,2010-10-12,Hon. Peter Kent,Minister of State,1,Peter Kent,Minister of State,Peter Kent,Member of Parliament
207108,2012-01-31,Hon. Peter Kent,"Minister, Environment",1,Peter Kent,"Minister, Environment",Peter Kent,Member of Parliament
222553,2012-04-02,Hon. Peter Kent,Minister,1,Peter Kent,Minister,Peter Kent,Member of Parliament
226643,2012-05-28,Hon. Peter Kent,"Minister, Environment",1,Peter Kent,"Minister, Environment",Peter Kent,Member of Parliament
229989,2012-06-05,Hon. Peter Kent,Minister,1,Peter Kent,Minister,Peter Kent,Member of Parliament
230053,2012-06-05,Hon. Peter Kent,Minister,1,Peter Kent,Minister,Peter Kent,Member of Parliament
263710,2013-02-26,Hon. Peter Kent,Minister,1,Peter Kent,Minister,Peter Kent,Member of Parliament
268176,2013-03-05,Hon. Peter Kent,Minister,1,Peter Kent,Minister,Peter Kent,Member of Parliament
267111,2013-03-14,Hon. Peter Kent,Minister,1,Peter Kent,Minister,Peter Kent,Member of Parliament
342358,2014-11-04,Hon. Peter Kent,Member of Parliament,1,Peter Kent,Member of Parliament,Peter Kent,Member of Parliament
350579,2015-03-03,Hon. Peter Kent,Member of Parliament,1,Peter Kent,Member of Parliament,Peter Kent,Member of Parliament
381461,2016-06-07,Hon. Peter Kent,Member of Parliament,1,Peter Kent,Member of Parliament,Peter Kent,Member of Parliament
444003,2018-12-04,Hon. Peter Kent,Member of Parliament,1,Peter Kent,Member of Parliament,Peter Kent,Member of Parliament
167727,2011-02-09,"Hon. Peter Kent, P.C., M.P.",Minister,1,Peter Kent,Minister,Peter Kent,Member of Parliament
336613,2014-10-03,Hon. Peter Mackay,Minister of Justice,1,Peter Mackay,Minister of Justice,Peter Mackay,Minister
342363,2014-11-06,Hon Peter MacKay,Member of Parliament,1,Peter Mackay,Member of Parliament,Peter Mackay,Minister
351630,2015-03-23,Hon Peter MacKay,Minister,1,Peter Mackay,Minister,Peter Mackay,Minister
101219,2009-03-29,Hon. Peter MacKay,Minister,1,Peter Mackay,Minister,Peter Mackay,Minister
101230,2009-03-29,Hon. Peter MacKay,Minister,1,Peter Mackay,Minister,Peter Mackay,Minister
193495,2011-10-18,Hon. Peter MacKay,"Minister, Defence",1,Peter Mackay,"Minister, Defence",Peter Mackay,Minister
254164,2012-12-17,Hon. Peter MacKay,Minister of National Defence,1,Peter Mackay,Minister of National Defence,Peter Mackay,Minister
273683,2013-04-08,Hon. Peter MacKay,Minister,1,Peter Mackay,Minister,Peter Mackay,Minister
326072,2014-05-02,Hon. Peter MacKay,Minister of Justice,1,Peter Mackay,Minister of Justice,Peter Mackay,Minister
350017,2015-03-27,Hon. Peter MacKay,Minister of Justice and Attorney General,1,Peter Mackay,Minister of Justice and Attorney General,Peter Mackay,Minister
290663,2013-08-19,"Hon. Peter MacKay, PC, MP",Minister of Justice,1,Peter Mackay,Minister of Justice,Peter Mackay,Minister
157147,2010-09-22,Hon. Peter Milliken,Speaker of the House of Commons,1,Peter Milliken,Speaker of the House of Commons,Peter Milliken,Member of Parliament
164884,2010-10-19,Hon. Peter Milliken,Speaker of the House of Commons,1,Peter Milliken,Speaker of the House of Commons,Peter Milliken,Member of Parliament
164885,2010-10-19,Hon. Peter Milliken,Speaker of the House of Commons,1,Peter Milliken,Speaker of the House of Commons,Peter Milliken,Member of Parliament
164886,2010-10-19,Hon. Peter Milliken,Speaker of the House of Commons,1,Peter Milliken,Speaker of the House of Commons,Peter Milliken,Member of Parliament
163553,2010-12-14,Hon. Peter Milliken,Member of Parliament,1,Peter Milliken,Member of Parliament,Peter Milliken,Member of Parliament
170601,2011-03-22,Hon. Peter Milliken,Member of Parliament,1,Peter Milliken,Member of Parliament,Peter Milliken,Member of Parliament
166317,2011-01-27,Hon Peter Van Loan,Minister,1,Peter Van Loan,Minister,Peter Van Loan,Member of Parliament
302344,2013-10-08,Hon Peter Van Loan,House Leader,1,Peter Van Loan,House Leader,Peter Van Loan,Member of Parliament
101014,2009-03-03,Hon. Peter Van Loan,"Minister, Public Safety",1,Peter Van Loan,"Minister, Public Safety",Peter Van Loan,Member of Parliament
113858,2009-06-03,Hon. Peter Van Loan,"Minister, Public Safety Canada",1,Peter Van Loan,"Minister, Public Safety Canada",Peter Van Loan,Member of Parliament
155067,2010-06-17,Hon. Peter Van Loan,"Minister, International Trade",1,Peter Van Loan,"Minister, International Trade",Peter Van Loan,Member of Parliament
295510,2013-09-10,Hon. Peter Van Loan,Leader of the Government in the House of Commons,1,Peter Van Loan,Leader of the Government in the House of Commons,Peter Van Loan,Member of Parliament
373198,2016-03-07,Hon. Peter Van Loan,Member of Parliament,1,Peter Van Loan,Member of Parliament,Peter Van Loan,Member of Parliament
399732,2017-04-11,Hon Peter V. Harder,Government Representative,1,Peter V. Harder,Government Representative,Peter Harder,Senator
402058,2017-05-10,Hon. Peter V. Harder,Senator,1,Peter V. Harder,Senator,Peter Harder,Senator
408919,2017-09-27,Hon. Peter V. Harder,Senator,1,Peter V. Harder,Senator,Peter Harder,Senator
441791,2018-11-21,Hon. Peter V. Harder,Senator,1,Peter V. Harder,Senator,Peter Harder,Senator
318569,2014-02-04,Hon Pierette Ringuette,Senator,1,Pierette Ringuette,Senator,Pierrette Ringuette,Senator
355891,2015-05-05,Hon. Pierre Poilievre,"Minister, Employment and Social Development",1,Pierre Poilievre,"Minister, Employment and Social Development",Pierre Poilievre,Member of Parliament
354769,2015-05-26,Hon. Pierre Poilievre,Minister,1,Pierre Poilievre,Minister,Pierre Poilievre,Member of Parliament
413177,2017-10-02,Hon. Pierre Poilievre,Member of Parliament,1,Pierre Poilievre,Member of Parliament,Pierre Poilievre,Member of Parliament
432076,2018-07-11,Hon. Pierre Poilivre,Member of Parliament,1,Pierre Poilivre,Member of Parliament,Pierre Poilievre,Member of Parliament
435515,2018-09-19,Hon. Pierre Poilivre,Member of Parliament,1,Pierre Poilivre,Member of Parliament,Pierre Poilievre,Member of Parliament
445656,2019-01-12,Hon. Pierre Poilivre,Member of Parliament,1,Pierre Poilivre,Member of Parliament,Pierre Poilievre,Member of Parliament
455423,2019-05-08,Hon. Pierre Poilivre,"Leader, Official Opposition",1,Pierre Poilivre,"Leader, Official Opposition",Pierre Poilievre,Member of Parliament
455426,2019-05-28,Hon. Pierre Poilivre,"Leader, Official Opposition",1,Pierre Poilivre,"Leader, Official Opposition",Pierre Poilievre,Member of Parliament
458768,2019-07-08,Hon. Pierre Poilivre,"Leader, Official Opposition",1,Pierre Poilivre,"Leader, Official Opposition",Pierre Poilievre,Member of Parliament
109734,2009-05-11,L’honorable Peter Kent,"Minister of State, Foreign Affairs (Americas)",1,Peter Kent,"Minister of State, Foreign Affairs (Americas)",Peter Kent,Member of Parliament
161632,2010-12-09,"Mr. Pablo Rodriguez, MP",Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
492208,2020-12-18,Mr. Patrick Weiler,Member of Parliament,1,Patrick Weiler,Member of Parliament,Patrick Weiler,Member of Parliament
93418,2009-01-21,Mr. Paul Labrosse,Director General,1,Paul Labrosse,Director General,Paul Labrosse,Director General
95878,2009-02-10,Mr. Peter Julian,Member of Parliament,1,Peter Julian,Member of Parliament,Peter Julian,Member of Parliament
419100,2018-02-06,Mr. Peter Julian,Member of Parliament,1,Peter Julian,Member of Parliament,Peter Julian,Member of Parliament
497071,2021-03-01,Mr. Peter Julian,Member of Parliament,1,Peter Julian,Member of Parliament,Peter Julian,Member of Parliament
394799,2017-02-21,Mr. Peter M. Boehm,"Deputy Minister, International Development",1,Peter M. Boehm,"Deputy Minister, International Development",Peter M. Boehm,Senator
157949,2010-10-21,Mr. Peter Stoffer,Member of Parliament,1,Peter Stoffer,Member of Parliament,Peter Stoffer,Member of Parliament
249267,2012-11-29,"Mr. Peter Stoffer, M.P.",Member of Parliament,1,Peter Stoffer,Member of Parliament,Peter Stoffer,Member of Parliament
306430,2013-11-05,"Mr. Peter Stoffer, M.P.",Member of Parliament,1,Peter Stoffer,Member of Parliament,Peter Stoffer,Member of Parliament
337235,2014-10-21,"Mr. Peter Stoffer, M.P.",Member of Parliament,1,Peter Stoffer,Member of Parliament,Peter Stoffer,Member of Parliament
157939,2010-10-19,Mr. Philip Welford,Chief of Staff,1,Philip Welford,Chief of Staff,Philip Welford,Chief of Staff
337289,2014-10-21,"Mr. Pierre Lemieux, M.P.",Member of Parliament,1,Pierre Lemieux,Member of Parliament,Pierre Lemieux,Member of Parliament
608520,2024-05-28,Pablo Castagnino,"Counsellor, Argentina Embassy in Canada",1,Pablo Castagnino,"Counsellor, Argentina Embassy in Canada",Pablo Castagnino,"Counsellor, Argentina Embassy in Canada"
542542,2022-09-21,Pablo Concilio,Senior Trade Policy Officer,1,Pablo Concilio,Senior Trade Policy Officer,Pablo Concilio,Senior Trade Policy Officer
483714,2020-09-02,Pablo Jacubovich,Policy Analyst,1,Pablo Jacubovich,Policy Analyst,Pablo Jacubovich,Policy Analyst
483718,2020-09-09,Pablo Jacubovich,Policy Analyst,1,Pablo Jacubovich,Policy Analyst,Pablo Jacubovich,Policy Analyst
416667,2017-11-15,Pablo Prodriguez,Member of Parliament,1,Pablo Prodriguez,Member of Parliament,Pablo Prodriguez,Member of Parliament
378135,2016-05-19,Pablo Rodreguez,Member of Parliament,1,Pablo Rodreguez,Member of Parliament,Pablo Prodriguez,Member of Parliament
162284,2010-11-19,Pablo Rodrigues,Member of Parliament,1,Pablo Rodrigues,Member of Parliament,Pablo Rodrigues,Member of Parliament
382243,2016-08-08,Pablo Rodrigues,Member of Parliament,1,Pablo Rodrigues,Member of Parliament,Pablo Rodrigues,Member of Parliament
470516,2020-03-23,Pablo Rodrigues,"Minister, Government House Leader",1,Pablo Rodrigues,"Minister, Government House Leader",Pablo Rodrigues,Member of Parliament
372552,2016-02-04,pablo rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
370056,2016-02-12,pablo rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
397537,2017-03-10,pablo rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
397544,2017-03-27,pablo rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
458964,2019-08-20,pablo rodriguez,"Advisor, P. Rodriguez",1,Pablo Rodriguez,"Advisor, P. Rodriguez",Pablo Rodriguez,Member of Parliament
150511,2010-05-10,Pablo Rodriguez,"Official Opposition Critic, Canadian Heritage",1,Pablo Rodriguez,"Official Opposition Critic, Canadian Heritage",Pablo Rodriguez,Member of Parliament
157090,2010-09-13,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
156971,2010-09-27,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
156226,2010-09-28,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
157071,2010-09-29,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
156887,2010-10-06,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
157440,2010-10-06,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
157648,2010-10-06,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
158908,2010-10-06,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
170478,2010-10-19,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
159309,2010-10-20,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
159759,2010-10-25,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
159436,2010-10-28,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
160938,2010-11-15,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
160939,2010-11-16,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
161178,2010-11-16,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
160495,2010-11-19,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
176584,2010-11-19,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
176628,2010-11-19,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
176748,2010-11-19,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
177364,2010-11-19,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
160667,2010-11-23,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
161166,2010-11-23,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
162971,2010-11-25,Pablo Rodriguez,"Culture Critic, Liberal Party",1,Pablo Rodriguez,"Culture Critic, Liberal Party",Pablo Rodriguez,Member of Parliament
161145,2010-11-25,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
161167,2010-11-25,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
161964,2010-11-25,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
162605,2010-11-30,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
163968,2010-12-07,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
163627,2010-12-14,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
165066,2011-01-19,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
165911,2011-01-19,Pablo Rodriguez,"Opposition Critic, Canadian Heritage and Official Languages",1,Pablo Rodriguez,"Opposition Critic, Canadian Heritage and Official Languages",Pablo Rodriguez,Member of Parliament
166244,2011-02-02,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
167465,2011-02-08,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
167468,2011-02-08,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
168765,2011-02-15,Pablo Rodriguez,"Vice Chair, Heritage Committee | Member, C32 Committee | Heritage Critic",1,Pablo Rodriguez,"Vice Chair, Heritage Committee | Member, C32 Committee | Heritage Critic",Pablo Rodriguez,Member of Parliament
169846,2011-03-01,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
169847,2011-03-01,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
167555,2011-03-03,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
171325,2011-03-21,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
171327,2011-03-21,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
169923,2011-03-23,Pablo Rodriguez,"Chair, Standing Committee on Canadian Heritage",1,Pablo Rodriguez,"Chair, Standing Committee on Canadian Heritage",Pablo Rodriguez,Member of Parliament
366679,2015-12-08,Pablo Rodriguez,Parliamentary Secretary,1,Pablo Rodriguez,Parliamentary Secretary,Pablo Rodriguez,Member of Parliament
369525,2016-01-12,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
370672,2016-02-01,Pablo Rodriguez,Parliamentary Secretary,1,Pablo Rodriguez,Parliamentary Secretary,Pablo Rodriguez,Member of Parliament
371896,2016-02-02,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
370674,2016-02-03,Pablo Rodriguez,Parliamentary Secretary,1,Pablo Rodriguez,Parliamentary Secretary,Pablo Rodriguez,Member of Parliament
372402,2016-02-04,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
374693,2016-02-04,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
369322,2016-02-04,Pablo Rodriguez,Parliamentary Secretary,1,Pablo Rodriguez,Parliamentary Secretary,Pablo Rodriguez,Member of Parliament
368695,2016-02-10,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
368696,2016-02-10,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
370815,2016-02-16,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
370152,2016-02-23,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
371047,2016-02-23,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
371215,2016-03-10,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
371675,2016-03-10,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
372898,2016-03-14,Pablo Rodriguez,Parliamentary Secretary,1,Pablo Rodriguez,Parliamentary Secretary,Pablo Rodriguez,Member of Parliament
374018,2016-03-21,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
374339,2016-04-07,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
376025,2016-04-12,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
376577,2016-04-12,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
377373,2016-04-14,Pablo Rodriguez,Parliamentary Secretary,1,Pablo Rodriguez,Parliamentary Secretary,Pablo Rodriguez,Member of Parliament
375166,2016-04-19,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
375624,2016-05-04,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
376071,2016-05-10,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
377716,2016-05-10,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
378305,2016-05-12,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
378428,2016-05-12,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
376660,2016-05-12,Pablo Rodriguez,Parliamentary Secretary,1,Pablo Rodriguez,Parliamentary Secretary,Pablo Rodriguez,Member of Parliament
378895,2016-05-17,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
379405,2016-05-17,Pablo Rodriguez,Member of Parliament,1,Pablo Rodriguez,Member of Parliament,Pablo Rodriguez,Member of Parliament
