comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2
630541,2025-01-10,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director
630324,2025-01-23,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director
630342,2025-01-24,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director
630339,2025-01-24,Zachary Archambault,Director General,1,Zachary Archambault,Director General,Zachary Archambault,Director
633279,2025-02-03,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director
634442,2025-03-28,Zachary Archambault,Deputy Director,1,Zachary Archambault,Deputy Director,Zachary Archambault,Director
635675,2025-04-04,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director
408554,2017-09-26,Zachary Armchambault,Deputy Director,1,Zachary Armchambault,Deputy Director,Zachary Armchambault,Deputy Director
412547,2017-10-13,Zachary Armchambault,Deputy Director,1,Zachary Armchambault,Deputy Director,Zachary Armchambault,Deputy Director
589898,2023-12-19,Zachary Bensemana,Policy Analyst,1,Zachary Bensemana,Policy Analyst,Zachary Bensemana,Policy Analyst
434437,2018-10-02,Zachary Caldwell,Parliamentary Affairs and Issues Advisor,1,Zachary Caldwell,Parliamentary Affairs and Issues Advisor,Zachary Caldwell,Parliamentary Affairs and Issues Advisor
444211,2018-11-22,Zachary Caldwell,Parliamentary Affairs and Issues Advisor,1,Zachary Caldwell,Parliamentary Affairs and Issues Advisor,Zachary Caldwell,Parliamentary Affairs and Issues Advisor
529808,2022-03-29,Zachary Caldwell,Director of Communications,1,Zachary Caldwell,Director of Communications,Zachary Caldwell,Parliamentary Affairs and Issues Advisor
609420,2024-06-19,Zachary Campbell,Trade Commissioner,1,Zachary Campbell,Trade Commissioner,Zachary Campbell,Trade Commissioner
402190,2017-05-29,Zachary Cocek,Constituency Assistant,1,Zachary Cocek,Constituency Assistant,Zachary Cocek,Parliamentary Assistant
416226,2017-12-04,Zachary Cocek,Parliamentary Assistant,1,Zachary Cocek,Parliamentary Assistant,Zachary Cocek,Parliamentary Assistant
423608,2018-03-26,Zachary Cocek,Parliamentary Assistant,1,Zachary Cocek,Parliamentary Assistant,Zachary Cocek,Parliamentary Assistant
429362,2018-05-01,Zachary Cocek,Policy Advisor,1,Zachary Cocek,Policy Advisor,Zachary Cocek,Parliamentary Assistant
414878,2017-11-29,Zachary Dayler,Constituency Assistant,1,Zachary Dayler,Constituency Assistant,Zachary Dayler,Director
418820,2018-01-22,Zachary Dayler,"Director, Office of the Hon. Catherine McKenna",1,Zachary Dayler,"Director, Office of the Hon. Catherine McKenna",Zachary Dayler,Director
419983,2018-02-09,Zachary Dayler,"Director, Ottawa Centre Community Office",1,Zachary Dayler,"Director, Ottawa Centre Community Office",Zachary Dayler,Director
420658,2018-02-15,Zachary Dayler,Director,1,Zachary Dayler,Director,Zachary Dayler,Director
611318,2024-06-06,Zachary Euler,Analyst,1,Zachary Euler,Analyst,Zachary Euler,Analyst
451051,2019-04-24,Zachary Fentiman,Tax Policy Officer,1,Zachary Fentiman,Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
456878,2019-07-08,Zachary Fentiman,"Tax Policy Officer, Personal Income Tax Division",1,Zachary Fentiman,"Tax Policy Officer, Personal Income Tax Division",Zachary Fentiman,Senior Tax Policy Officer
599122,2024-03-27,Zachary Fentiman,Senior Tax Policy Officer,1,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
599123,2024-03-27,Zachary Fentiman,Senior Tax Policy Officer,1,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
602705,2024-05-01,Zachary Fentiman,"Senior Policy Advisor, Tax",1,Zachary Fentiman,"Senior Policy Advisor, Tax",Zachary Fentiman,Senior Tax Policy Officer
604120,2024-05-08,Zachary Fentiman,Senior Tax Policy Officer,1,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
604127,2024-05-08,Zachary Fentiman,Senior Tax Policy Officer,1,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
604124,2024-05-10,Zachary Fentiman,Senior Tax Policy Officer,1,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
604128,2024-05-10,Zachary Fentiman,Senior Tax Policy Officer,1,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
614076,2024-08-07,Zachary Fentiman,Senior Tax Policy Advisor,1,Zachary Fentiman,Senior Tax Policy Advisor,Zachary Fentiman,Senior Tax Policy Officer
614077,2024-08-15,Zachary Fentiman,"Senior Policy Advisor, Tax",1,Zachary Fentiman,"Senior Policy Advisor, Tax",Zachary Fentiman,Senior Tax Policy Officer
97371,2009-02-11,Zachary Healy,Legislative Advisor,1,Zachary Healy,Legislative Advisor,Zachary Healy,Policy Advisor
96731,2009-02-11,Zachary Healy,Policy Advisor,1,Zachary Healy,Policy Advisor,Zachary Healy,Policy Advisor
95556,2009-02-24,Zachary Healy,Legislative Advisor,1,Zachary Healy,Legislative Advisor,Zachary Healy,Policy Advisor
135833,2009-11-24,Zachary Healy,Policy Advisor,1,Zachary Healy,Policy Advisor,Zachary Healy,Policy Advisor
548588,2022-11-09,Zachary Laframboise,Biologist,1,Zachary Laframboise,Biologist,Zachary Laframboise,Biologist
200988,2011-12-19,Zachary Nichols,Parliamentary Secretary's Assistant,1,Zachary Nichols,Parliamentary Secretary's Assistant,Zachary Nichols,Parliamentary Secretary's Assistant
489020,2020-11-17,zachary nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
524220,2022-03-03,Zachary  Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
529936,2022-04-19,Zachary  Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
534112,2022-05-09,Zachary  Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
550740,2022-11-29,Zachary  Nixon,Senior Policy Advisor,1,Zachary Nixon,Senior Policy Advisor,Zachary Nixon,Senior Advisor
582308,2023-11-07,Zachary  Nixon,"Director of Operations, Office of the Minister of Small Business",1,Zachary Nixon,"Director of Operations, Office of the Minister of Small Business",Zachary Nixon,Senior Advisor
589547,2023-12-12,Zachary  Nixon,Director of Operations,1,Zachary Nixon,Director of Operations,Zachary Nixon,Senior Advisor
594227,2024-01-25,Zachary  Nixon,Director of Operations,1,Zachary Nixon,Director of Operations,Zachary Nixon,Senior Advisor
598696,2024-03-12,Zachary  Nixon,Director of Operations,1,Zachary Nixon,Director of Operations,Zachary Nixon,Senior Advisor
613380,2024-07-23,Zachary  Nixon,"Regional Advisor, Ontario",1,Zachary Nixon,"Regional Advisor, Ontario",Zachary Nixon,Senior Advisor
528613,2022-03-18,Zachary  Nixon ,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
536101,2022-06-15,Zachary  Nixon ,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
573848,2023-07-13,Zachary  Nixon ,Senior Advisor,1,Zachary Nixon,Senior Advisor,Zachary Nixon,Senior Advisor
581794,2023-11-07,Zachary  Nixon ,"Director of Operations, Office of the Minister of Small Business",1,Zachary Nixon,"Director of Operations, Office of the Minister of Small Business",Zachary Nixon,Senior Advisor
451665,2019-04-01,Zachary Nixon,Parliamentary Assistant,1,Zachary Nixon,Parliamentary Assistant,Zachary Nixon,Senior Advisor
451681,2019-04-01,Zachary Nixon,Parliamentary Assistant,1,Zachary Nixon,Parliamentary Assistant,Zachary Nixon,Senior Advisor
451933,2019-04-01,Zachary Nixon,Parliamentary Assistant,1,Zachary Nixon,Parliamentary Assistant,Zachary Nixon,Senior Advisor
465625,2020-02-26,Zachary Nixon,Policy Advisor,1,Zachary Nixon,Policy Advisor,Zachary Nixon,Senior Advisor
470066,2020-03-03,Zachary Nixon,"Special Assistant, Regional Affairs",1,Zachary Nixon,"Special Assistant, Regional Affairs",Zachary Nixon,Senior Advisor
473041,2020-05-01,Zachary Nixon,Advisor,1,Zachary Nixon,Advisor,Zachary Nixon,Senior Advisor
477420,2020-07-03,Zachary Nixon,"Special Assistant, Regional Affairs",1,Zachary Nixon,"Special Assistant, Regional Affairs",Zachary Nixon,Senior Advisor
477427,2020-07-10,Zachary Nixon,"Special Assistant, Regional Affairs",1,Zachary Nixon,"Special Assistant, Regional Affairs",Zachary Nixon,Senior Advisor
480091,2020-07-22,Zachary Nixon,"Special Assistant, Regional Affairs",1,Zachary Nixon,"Special Assistant, Regional Affairs",Zachary Nixon,Senior Advisor
482277,2020-08-19,Zachary Nixon,"Special Assistant, Ontario Desk",1,Zachary Nixon,"Special Assistant, Ontario Desk",Zachary Nixon,Senior Advisor
486079,2020-10-16,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
486948,2020-10-29,Zachary Nixon,Special Advisor,1,Zachary Nixon,Special Advisor,Zachary Nixon,Senior Advisor
487299,2020-10-29,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
490072,2020-11-03,Zachary Nixon,Special Assistant,1,Zachary Nixon,Special Assistant,Zachary Nixon,Senior Advisor
490847,2020-11-03,Zachary Nixon,"Special Assistant, Regional Affairs",1,Zachary Nixon,"Special Assistant, Regional Affairs",Zachary Nixon,Senior Advisor
489912,2020-11-23,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
488849,2020-11-27,Zachary Nixon,Advisor,1,Zachary Nixon,Advisor,Zachary Nixon,Senior Advisor
489915,2020-11-28,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
489919,2020-11-28,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
493203,2020-12-10,Zachary Nixon,Special Assistant,1,Zachary Nixon,Special Assistant,Zachary Nixon,Senior Advisor
495593,2021-01-07,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
495597,2021-01-21,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
497036,2021-02-05,Zachary Nixon,"Regional Affairs Advisor, Ontario",1,Zachary Nixon,"Regional Affairs Advisor, Ontario",Zachary Nixon,Senior Advisor
494544,2021-02-08,Zachary Nixon,Special Assistant,1,Zachary Nixon,Special Assistant,Zachary Nixon,Senior Advisor
498592,2021-02-11,Zachary Nixon,Special Assistant,1,Zachary Nixon,Special Assistant,Zachary Nixon,Senior Advisor
497996,2021-02-19,Zachary Nixon,"Special Assistant, Regional",1,Zachary Nixon,"Special Assistant, Regional",Zachary Nixon,Senior Advisor
496721,2021-02-23,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
501852,2021-03-18,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
502539,2021-03-22,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
500460,2021-04-01,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
503163,2021-04-13,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
508531,2021-05-28,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
512794,2021-07-19,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
513079,2021-07-20,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
512856,2021-07-22,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
518259,2021-11-03,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
516981,2021-11-15,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
516215,2021-11-16,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
518419,2021-11-16,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
516953,2021-11-18,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
517802,2021-11-18,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
518562,2021-11-18,Zachary Nixon,Stakeholder Relations Advisor,1,Zachary Nixon,Stakeholder Relations Advisor,Zachary Nixon,Senior Advisor
517809,2021-11-19,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
517827,2021-11-19,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
517021,2021-11-22,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
518418,2021-11-22,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
517847,2021-11-22,Zachary Nixon,"Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
518255,2021-11-25,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
516224,2021-11-29,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
516307,2021-11-29,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
519865,2021-12-02,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
518607,2021-12-03,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
516700,2021-12-06,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
519604,2021-12-07,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
519671,2021-12-07,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
520044,2021-12-07,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
520242,2021-12-07,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
518686,2021-12-08,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
518400,2021-12-09,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
518047,2021-12-10,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
520163,2021-12-10,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
517755,2021-12-10,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
519792,2021-12-10,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
519033,2021-12-11,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
517520,2021-12-13,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
524423,2021-12-13,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
518117,2021-12-14,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
518608,2021-12-14,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
518912,2021-12-14,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
519037,2021-12-17,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
519148,2022-01-05,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
520728,2022-01-13,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
519450,2022-01-13,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
523808,2022-01-13,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
519888,2022-01-14,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
520297,2022-01-17,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
521810,2022-01-18,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
523260,2022-01-19,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
520901,2022-01-21,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
520902,2022-01-25,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
523200,2022-01-27,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",1,Zachary Nixon,"Senior Special Assistant, Stakeholder Relations and Regional Affairs",Zachary Nixon,Senior Advisor
520747,2022-01-28,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
521024,2022-01-28,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
521885,2022-01-28,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
522037,2022-01-28,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
523336,2022-02-01,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
526285,2022-02-01,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
535957,2022-02-03,Zachary Nixon,Special Assistant,1,Zachary Nixon,Special Assistant,Zachary Nixon,Senior Advisor
521539,2022-02-03,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
522797,2022-02-03,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",1,Zachary Nixon,"Special Assistant, Regional Affairs Ontario",Zachary Nixon,Senior Advisor
