comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2
482123,2020-08-17,Udita Samuel,"Policy Advisor, Diversity Inclusion and Youth",1,Udita Samuel,"Policy Advisor, Diversity Inclusion and Youth",Udita Samuel,"Regional Advisor, Ontario"
494814,2021-01-29,Udita Samuel,"Parliamentary Secretary | Assistant, Operations",1,Udita Samuel,"Parliamentary Secretary | Assistant, Operations",Udita Samuel,"Regional Advisor, Ontario"
495781,2021-01-29,Udita Samuel,Policy Advisor,1,Udita Samuel,Policy Advisor,Udita Samuel,"Regional Advisor, Ontario"
513319,2021-07-07,Udita Samuel,"Parliamentary Secretary | Assistant, Operations",1,Udita Samuel,"Parliamentary Secretary | Assistant, Operations",Udita Samuel,"Regional Advisor, Ontario"
530396,2022-02-03,Udita Samuel,Director of Operations,1,Udita Samuel,Director of Operations,Udita Samuel,"Regional Advisor, Ontario"
530395,2022-03-10,Udita Samuel,Exempt Staff,1,Udita Samuel,Exempt Staff,Udita Samuel,"Regional Advisor, Ontario"
527584,2022-03-15,Udita Samuel,Director of Operations,1,Udita Samuel,Director of Operations,Udita Samuel,"Regional Advisor, Ontario"
530431,2022-04-28,Udita Samuel,Director of Operations,1,Udita Samuel,Director of Operations,Udita Samuel,"Regional Advisor, Ontario"
537455,2022-06-20,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
541775,2022-08-24,Udita Samuel,Regional Advisor,1,Udita Samuel,Regional Advisor,Udita Samuel,"Regional Advisor, Ontario"
541776,2022-08-26,Udita Samuel,Regional Advisor,1,Udita Samuel,Regional Advisor,Udita Samuel,"Regional Advisor, Ontario"
544220,2022-09-07,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
541997,2022-09-08,Udita Samuel,"Staffer, Prime Minister's Office",1,Udita Samuel,"Staffer, Prime Minister's Office",Udita Samuel,"Regional Advisor, Ontario"
544079,2022-09-13,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
547633,2022-10-14,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
544510,2022-10-18,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
545755,2022-10-18,Udita Samuel,Senior Advisor,1,Udita Samuel,Senior Advisor,Udita Samuel,"Regional Advisor, Ontario"
545814,2022-10-25,Udita Samuel,Regional Advisor,1,Udita Samuel,Regional Advisor,Udita Samuel,"Regional Advisor, Ontario"
547879,2022-10-25,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
553000,2022-12-07,Udita Samuel,Regional Advisor,1,Udita Samuel,Regional Advisor,Udita Samuel,"Regional Advisor, Ontario"
560351,2023-02-01,Udita Samuel,Policy Advisor,1,Udita Samuel,Policy Advisor,Udita Samuel,"Regional Advisor, Ontario"
558297,2023-02-01,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
557319,2023-02-16,Udita Samuel,Regional Advisor,1,Udita Samuel,Regional Advisor,Udita Samuel,"Regional Advisor, Ontario"
559215,2023-02-16,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
557194,2023-02-22,Udita Samuel,Stakeholder Relations Advisor,1,Udita Samuel,Stakeholder Relations Advisor,Udita Samuel,"Regional Advisor, Ontario"
557584,2023-03-02,Udita Samuel,Regional Advisor,1,Udita Samuel,Regional Advisor,Udita Samuel,"Regional Advisor, Ontario"
557683,2023-03-03,Udita Samuel,Stakeholder Relations Advisor,1,Udita Samuel,Stakeholder Relations Advisor,Udita Samuel,"Regional Advisor, Ontario"
563823,2023-04-21,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
564555,2023-05-09,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
571915,2023-06-20,Udita Samuel,Stakeholder Relations Advisor,1,Udita Samuel,Stakeholder Relations Advisor,Udita Samuel,"Regional Advisor, Ontario"
580624,2023-10-26,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
581046,2023-11-02,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
586956,2023-11-02,Udita Samuel,"Regional Advisor, Ontario",1,Udita Samuel,"Regional Advisor, Ontario",Udita Samuel,"Regional Advisor, Ontario"
586342,2023-11-06,Udita Samuel,Deputy Director,1,Udita Samuel,Deputy Director,Udita Samuel,"Regional Advisor, Ontario"
586546,2023-11-07,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel,"Deputy Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
587849,2023-11-07,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel,"Deputy Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
583100,2023-11-07,Udita Samuel,"Director, Operations and Outreach",1,Udita Samuel,"Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
588173,2023-11-22,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel,"Deputy Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
584860,2023-11-22,Udita Samuel,"Director, Operations and Outreach",1,Udita Samuel,"Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
585547,2023-12-04,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel,"Deputy Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
591125,2024-01-11,Udita Samuel,Stakeholder Relations Advisor,1,Udita Samuel,Stakeholder Relations Advisor,Udita Samuel,"Regional Advisor, Ontario"
592422,2024-01-15,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel,"Deputy Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
591166,2024-01-22,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel,"Deputy Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
593782,2024-01-22,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel,"Deputy Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
592010,2024-01-22,Udita Samuel,Political Attaché,1,Udita Samuel,Political Attaché,Udita Samuel,"Regional Advisor, Ontario"
597433,2024-02-27,Udita Samuel,Operations,1,Udita Samuel,Operations,Udita Samuel,"Regional Advisor, Ontario"
599091,2024-03-21,Udita Samuel,Operations,1,Udita Samuel,Operations,Udita Samuel,"Regional Advisor, Ontario"
604343,2024-05-01,Udita Samuel,Operations,1,Udita Samuel,Operations,Udita Samuel,"Regional Advisor, Ontario"
608998,2024-05-14,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel,"Deputy Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
608597,2024-05-28,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel,"Deputy Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
609649,2024-06-06,Udita Samuel,Regional Advisor,1,Udita Samuel,Regional Advisor,Udita Samuel,"Regional Advisor, Ontario"
613235,2024-07-11,Udita Samuel,"Deputy Director, Operations and Outreach",1,Udita Samuel,"Deputy Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
614042,2024-08-21,Udita Samuel,Regional Advisor,1,Udita Samuel,Regional Advisor,Udita Samuel,"Regional Advisor, Ontario"
610992,2024-06-11,Udita Samuel ,"Deputy Director, Operations and Outreach",1,Udita Samuel,"Deputy Director, Operations and Outreach",Udita Samuel,"Regional Advisor, Ontario"
608151,2024-05-21,Udita Samuels,"Deputy Director, Operations",1,Udita Samuels,"Deputy Director, Operations",Udita Samuels,"Deputy Director, Operations"
373033,2016-03-11,Ugo Therien,"Director, Ministerial Service Communications",1,Ugo Therien,"Director, Ministerial Service Communications",Ugo Therien,Director
451979,2019-04-02,Ugo Therien,Director,1,Ugo Therien,Director,Ugo Therien,Director
461955,2019-08-20,Ugo Therien,Director,1,Ugo Therien,Director,Ugo Therien,Director
612895,2024-07-12,Ugo Therien,"Director General, Planning",1,Ugo Therien,"Director General, Planning",Ugo Therien,Director
628600,2025-01-10,Ugo Therien,Associate Director General,1,Ugo Therien,Associate Director General,Ugo Therien,Director
161018,2010-08-22,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
157131,2010-09-23,Ujjal Dosanjh,"Health Critic, Official Opposition",1,Ujjal Dosanjh,"Health Critic, Official Opposition",Ujjal Dosanjh,Member of Parliament
156819,2010-09-28,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
158254,2010-10-05,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
159296,2010-10-05,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
156189,2010-10-06,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
156250,2010-10-06,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
159029,2010-10-18,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
159374,2010-11-04,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
160268,2010-11-17,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
161671,2010-11-24,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
162368,2010-11-30,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
163992,2010-12-06,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
161356,2010-12-07,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
163445,2010-12-07,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
164246,2010-12-07,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
162982,2010-12-08,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
163867,2010-12-09,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
163994,2010-12-09,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
162739,2010-12-14,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
163184,2010-12-14,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
164367,2010-12-14,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
165581,2011-02-01,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
165596,2011-02-01,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
169006,2011-02-01,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
173829,2011-02-02,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
167500,2011-02-08,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
165550,2011-02-09,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
166146,2011-02-14,Ujjal Dosanjh,Member,1,Ujjal Dosanjh,Member,Ujjal Dosanjh,Member of Parliament
166210,2011-02-14,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
167507,2011-02-14,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
166226,2011-02-16,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
166509,2011-02-17,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
167505,2011-03-03,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
168571,2011-03-03,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
169126,2011-03-03,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
169228,2011-03-03,Ujjal Dosanjh,Member of Parliament,1,Ujjal Dosanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
153017,2010-07-15,Ujjal Dossanjh,Member of Parliament,1,Ujjal Dossanjh,Member of Parliament,Ujjal Dosanjh,Member of Parliament
581376,2023-10-31,Umar Faruqui,Senior Policy Advisor,1,Umar Faruqui,Senior Policy Advisor,Umar Faruqui,Senior Policy Advisor
465635,2020-02-11,ùmarie-France Lalonde,Member of Parliament,1,Umarie-france Lalonde,Member of Parliament,Umarie-france Lalonde,Member of Parliament
601395,2024-04-09,Umer Farooq  Farooq ,Policy Analyst,1,Umer Farooq Farooq,Policy Analyst,Umer Farooq Farooq,Policy Analyst
324507,2014-04-23,Umit Kiziltan,Director General,1,Umit Kiziltan,Director General,Umit Kiziltan,Director General
350564,2015-03-13,Umit Kiziltan,Director General,1,Umit Kiziltan,Director General,Umit Kiziltan,Director General
385506,2016-09-10,Umit Kiziltan,Assistant Deputy Minister,1,Umit Kiziltan,Assistant Deputy Minister,Umit Kiziltan,Director General
392575,2016-12-02,Umit Kiziltan,Director General,1,Umit Kiziltan,Director General,Umit Kiziltan,Director General
409197,2017-09-21,Umit Kiziltan,Director General,1,Umit Kiziltan,Director General,Umit Kiziltan,Director General
631404,2025-02-14,Unknown Unknown,Unknown,1,Unknown Unknown,Unknown,Unknown Unknown,Unknown
631715,2025-02-19,Unknow Unknown,Program Officer,1,Unknow Unknown,Program Officer,Unknow Unknown,Program Officer
561349,2023-03-09,Unnati Vasavada,Manager,1,Unnati Vasavada,Manager,Unnati Vasavada,Manager
564815,2023-04-24,Urmi  Ray ,Program Officer,1,Urmi Ray,Program Officer,Urmi Ray,Program Officer
207291,2012-01-17,Ursula Beddoes,"Manager, Land Tenure",1,Ursula Beddoes,"Manager, Land Tenure",Ursula Beddoes,"Manager, Lands Tenure"
256510,2013-01-15,Ursula Beddoes,"Manager, Lands Tenure",1,Ursula Beddoes,"Manager, Lands Tenure",Ursula Beddoes,"Manager, Lands Tenure"
256511,2013-01-15,Ursula Beddoes,"Manager, Lands Tenure",1,Ursula Beddoes,"Manager, Lands Tenure",Ursula Beddoes,"Manager, Lands Tenure"
210167,2012-02-22,Ursula Gobel,Director,1,Ursula Gobel,Director,Ursula Gobel,Associate Vice President
349282,2015-02-12,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
357756,2015-06-16,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
368951,2016-01-20,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
372465,2016-02-01,Ursula Gobel,"Associate Vice President, Future Challenges",1,Ursula Gobel,"Associate Vice President, Future Challenges",Ursula Gobel,Associate Vice President
379936,2016-05-31,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
383773,2016-08-26,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
429600,2017-10-03,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
408815,2017-10-03,Ursula Gobel,"Associate Vice President, SSHRC Future Challenges Directorate",1,Ursula Gobel,"Associate Vice President, SSHRC Future Challenges Directorate",Ursula Gobel,Associate Vice President
417544,2017-12-15,Ursula Gobel,"Associate Vice President, Future Challenges",1,Ursula Gobel,"Associate Vice President, Future Challenges",Ursula Gobel,Associate Vice President
442418,2018-11-08,Ursula Gobel,"Vice President, Future Challenges",1,Ursula Gobel,"Vice President, Future Challenges",Ursula Gobel,Associate Vice President
448941,2019-03-08,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
453004,2019-04-25,Ursula Gobel,"Associate Vice President, Future Challenges",1,Ursula Gobel,"Associate Vice President, Future Challenges",Ursula Gobel,Associate Vice President
454454,2019-05-31,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
459492,2019-08-07,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
462502,2019-12-05,Ursula Gobel,"Assistant Vice President, Future Challenges",1,Ursula Gobel,"Assistant Vice President, Future Challenges",Ursula Gobel,Associate Vice President
472165,2020-04-29,Ursula Gobel,Vice President,1,Ursula Gobel,Vice President,Ursula Gobel,Associate Vice President
479303,2020-07-15,Ursula Gobel,Vice President,1,Ursula Gobel,Vice President,Ursula Gobel,Associate Vice President
483182,2020-09-01,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
481320,2020-09-03,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
481324,2020-09-10,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
488328,2020-10-21,Ursula Gobel,Associate Vice President,1,Ursula Gobel,Associate Vice President,Ursula Gobel,Associate Vice President
489723,2020-11-16,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",1,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",Ursula Gobel,Associate Vice President
490545,2020-11-20,Ursula Gobel,Vice President,1,Ursula Gobel,Vice President,Ursula Gobel,Associate Vice President
497663,2021-02-17,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",1,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",Ursula Gobel,Associate Vice President
509753,2021-06-29,Ursula Gobel,Vice President,1,Ursula Gobel,Vice President,Ursula Gobel,Associate Vice President
513689,2021-08-16,Ursula Gobel,Vice President,1,Ursula Gobel,Vice President,Ursula Gobel,Associate Vice President
530423,2022-04-14,Ursula Gobel,Vice President,1,Ursula Gobel,Vice President,Ursula Gobel,Associate Vice President
530426,2022-04-25,Ursula Gobel,Vice President,1,Ursula Gobel,Vice President,Ursula Gobel,Associate Vice President
546377,2022-10-17,Ursula Gobel,Vice President,1,Ursula Gobel,Vice President,Ursula Gobel,Associate Vice President
549890,2022-11-29,Ursula Gobel,Vice President,1,Ursula Gobel,Vice President,Ursula Gobel,Associate Vice President
559175,2023-02-09,Ursula Gobel,Vice President,1,Ursula Gobel,Vice President,Ursula Gobel,Associate Vice President
561913,2023-03-02,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",1,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",Ursula Gobel,Associate Vice President
568992,2023-05-30,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",1,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",Ursula Gobel,Associate Vice President
574177,2023-07-26,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",1,Ursula Gobel,"Vice President, Stakeholder Engagement and Advancement of Society",Ursula Gobel,Associate Vice President
588489,2023-11-29,Ursula Gobel,Vice President,1,Ursula Gobel,Vice President,Ursula Gobel,Associate Vice President
383359,2016-08-26,Ursula Goebel,Associate Vice President,1,Ursula Goebel,Associate Vice President,Ursula Goebel,Associate Vice President
84987,2008-10-28,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
87542,2008-11-07,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
97424,2009-02-18,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
124602,2009-09-30,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
128254,2009-10-16,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
131816,2009-11-17,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
147541,2009-11-17,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
130297,2009-11-17,Ursula Menke,"Commissioner, Financial Consumer Agency of Canada",1,Ursula Menke,"Commissioner, Financial Consumer Agency of Canada",Ursula Menke,Commissioner
133314,2009-11-18,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
134894,2009-12-08,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
145843,2010-03-08,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
147796,2010-04-13,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
149139,2010-05-04,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
149161,2010-05-04,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
148218,2010-05-12,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
153571,2010-07-22,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
153560,2010-07-28,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
158207,2010-10-26,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
158562,2010-10-26,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
159151,2010-10-26,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
164765,2011-01-27,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
168008,2011-02-09,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
168958,2011-02-15,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
170438,2011-03-15,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
172976,2011-04-06,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
173617,2011-05-16,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
180864,2011-07-06,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
207206,2011-11-22,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
197439,2011-11-28,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
197988,2011-11-28,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
202229,2011-12-07,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
206823,2012-01-23,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
212503,2012-02-09,Ursula Menke,"Commissioner, Financial Consumer Agency of Canada",1,Ursula Menke,"Commissioner, Financial Consumer Agency of Canada",Ursula Menke,Commissioner
216809,2012-03-09,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
217513,2012-03-14,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
216889,2012-03-16,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
222947,2012-04-16,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
222948,2012-04-16,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
223054,2012-04-18,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
223933,2012-04-25,Ursula Menke,Commissioner,1,Ursula Menke,Commissioner,Ursula Menke,Commissioner
