dpoh_id,comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2,CleanName_version3,CleanTitle_version3
b4da8c28b9b64677,483094,2020-09-11,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,483095,2020-09-11,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,483149,2020-09-11,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,483150,2020-09-11,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,483151,2020-09-11,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,483153,2020-09-11,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,483154,2020-09-18,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,487910,2020-10-01,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,488306,2020-11-12,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,488307,2020-11-12,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,488308,2020-11-12,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,488911,2020-11-18,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,490433,2020-11-26,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,492544,2020-12-03,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,494514,2021-01-12,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,494227,2021-01-29,Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,434148,2018-09-12,Hon Wayne Easter PC,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,420381,2018-02-05,Hon. Wayne Easter PC,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,389440,2016-11-29,"Hon. Wayne Easter, P.C., M.P.",Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
bc285a0e67fe41c0,370526,2016-02-01,HON. WAYNE STETSKI,Member of Parliament,1,Wayne Stetski,Member of Parliament,Wayne Stetski,Member of Parliament,Wayne Stetski,Member of Parliament
e246967af7a443bb,156995,2010-09-30,Hon. Wilfred Moore,Senator,1,Wilfred Moore,Senator,Wilfred Moore,Senator,Wilfred Moore,Senator
e246967af7a443bb,204967,2012-01-25,Hon. Wilfred Moore,Senator,1,Wilfred Moore,Senator,Wilfred Moore,Senator,Wilfred Moore,Senator
e246967af7a443bb,391414,2016-11-03,Hon. Wilfred Moore,Senator,1,Wilfred Moore,Senator,Wilfred Moore,Senator,Wilfred Moore,Senator
fea2d54ac3434e97,433476,2018-08-20,Hon. William (Bill) Morneau,Minister,1,William Morneau,Minister,William Morneau,"Minister, Finance",William Morneau,"Minister, Finance"
fea2d54ac3434e97,433325,2018-08-24,Hon. William (Bill) Morneau,Minister,1,William Morneau,Minister,William Morneau,"Minister, Finance",William Morneau,"Minister, Finance"
e246967af7a443bb,204108,2012-01-14,senator Wilfred Moore,Senator,1,Wilfred Moore,Senator,Wilfred Moore,Senator,Wilfred Moore,Senator
e246967af7a443bb,310399,2013-11-07,Sen. Wilfred Moore,Senator,1,Wilfred Moore,Senator,Wilfred Moore,Senator,Wilfred Moore,Senator
e246967af7a443bb,249281,2012-11-29,The Honourable Senator Wilfred Moore,Senator,1,Wilfred Moore,Senator,Wilfred Moore,Senator,Wilfred Moore,Senator
b4da8c28b9b64677,320029,2014-02-04,The Honourable Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,417683,2017-12-12,The Honourable Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,431058,2018-06-12,The Honourable Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,468859,2020-03-10,The Honourable Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,488946,2020-11-26,The Honourable Wayne Easter,"Member of Parliament | Chair, Standing Committee on Finance",1,Wayne Easter,"Member of Parliament | Chair, Standing Committee on Finance",Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,441001,2018-12-06,"The Honourable Wayne Easter, M.P.",Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,370704,2016-02-04,"The Honourable Wayne Easter, P.C.",Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,395273,2017-02-23,"The Honourable Wayne Easter, P.C.",Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,395277,2017-02-23,"The Honourable Wayne Easter, P.C.",Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,404073,2017-06-08,"The Honourable Wayne Easter, P.C.",Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,160737,2010-11-23,"The Honourable Wayne Easter, P.C., M.P.","Member, Access to Information and Privacy and Ethics Committee",1,Wayne Easter,"Member, Access to Information and Privacy and Ethics Committee",Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,350124,2015-03-30,"The Honourable Wayne Easter, P.C., M.P.",Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,375361,2016-04-21,"The Honourable Wayne Easter, P.C., M.P.","Chair, House of Commons Standing Committee on Finance",1,Wayne Easter,"Chair, House of Commons Standing Committee on Finance",Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,337230,2014-10-21,"The Honourable Wayne Easter, P.C., M.P.,",Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
e246967af7a443bb,306491,2013-11-05,The Hon. Senator Wilfred Moore,Senator,1,Wilfred Moore,Senator,Wilfred Moore,Senator,Wilfred Moore,Senator
b4da8c28b9b64677,170866,2011-03-03,The Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,328009,2014-06-11,The Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,340610,2014-11-25,The Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,340666,2014-11-25,The Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,371133,2016-02-17,The Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,389262,2016-11-22,The Hon. Wayne Easter,Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,162313,2010-11-16,"The Hon. Wayne Easter, M.P.",Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,306430,2013-11-05,"The Hon. Wayne Easter, P.C., M.P.",Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
b4da8c28b9b64677,306494,2013-11-05,"The Hon. Wayne Easter, P.C., M.P.",Member of Parliament,1,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament,Wayne Easter,Member of Parliament
e246967af7a443bb,197273,2011-11-15,The Hon. Wilfred Moore,Senator,1,Wilfred Moore,Senator,Wilfred Moore,Senator,Wilfred Moore,Senator
00d22e0cb60e40cb,165791,2011-01-25,Waddell Erik,"Director, Communications",1,Waddell Erik,"Director, Communications",Waddell Erik,"Director, Communications",Waddell Erik,"Director, Communications"
3b496cbaef1d4a1c,611114,2024-07-10,Wade Aucoin,Director General,1,Wade Aucoin,Director General,Wade Aucoin,"Acting Vice President, Policy, Programs and Communication",Wade Aucoin,"Acting Vice President, Policy, Programs and Communication"
3b496cbaef1d4a1c,608853,2024-05-23,Wade  AuCoin,"Acting Vice President, Policy, Programs and Communication",1,Wade Aucoin,"Acting Vice President, Policy, Programs and Communication",Wade Aucoin,"Acting Vice President, Policy, Programs and Communication",Wade Aucoin,"Acting Vice President, Policy, Programs and Communication"
3b496cbaef1d4a1c,608856,2024-05-29,Wade AuCoin,"Acting Vice President, Policy, Programs and Communication",1,Wade Aucoin,"Acting Vice President, Policy, Programs and Communication",Wade Aucoin,"Acting Vice President, Policy, Programs and Communication",Wade Aucoin,"Acting Vice President, Policy, Programs and Communication"
085e649b3e224329,449034,2019-03-07,Wade Coulter,Advisor,1,Wade Coulter,Advisor,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor
085e649b3e224329,399213,2017-02-28,WADE COULTER,Industrial Technology Advisor,1,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor
085e649b3e224329,399214,2017-03-02,WADE COULTER,Industrial Technology Advisor,1,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor
085e649b3e224329,399215,2017-03-03,WADE COULTER,Industrial Technology Advisor,1,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor
085e649b3e224329,399216,2017-03-22,WADE COULTER,Industrial Technology Advisor,1,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor
085e649b3e224329,399217,2017-03-27,WADE COULTER,Industrial Technology Advisor,1,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor
085e649b3e224329,399218,2017-03-29,WADE COULTER,Industrial Technology Advisor,1,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor,Wade Coulter,Industrial Technology Advisor
00a4ba2e629a41a5,294910,2013-09-13,Wade Daley,Chief Technology Officer,1,Wade Daley,Chief Technology Officer,Wade Daley,Chief Technology Officer,Wade Daley,Chief Technology Officer
00a4ba2e629a41a5,324934,2014-04-10,Wade Daley,"Chief Technology Officer, Government of Canada",1,Wade Daley,"Chief Technology Officer, Government of Canada",Wade Daley,Chief Technology Officer,Wade Daley,Chief Technology Officer
00a4ba2e629a41a5,338083,2014-10-29,Wade Daley,"Chief Technology Officer, Government of Canada",1,Wade Daley,"Chief Technology Officer, Government of Canada",Wade Daley,Chief Technology Officer,Wade Daley,Chief Technology Officer
00a4ba2e629a41a5,340970,2014-11-21,Wade Daley,Chief Technology Officer,1,Wade Daley,Chief Technology Officer,Wade Daley,Chief Technology Officer,Wade Daley,Chief Technology Officer
00a4ba2e629a41a5,360242,2015-07-01,Wade Daley,Chief Technology Officer,1,Wade Daley,Chief Technology Officer,Wade Daley,Chief Technology Officer,Wade Daley,Chief Technology Officer
00a4ba2e629a41a5,374333,2016-03-16,Wade Daley,Chief Technology Officer,1,Wade Daley,Chief Technology Officer,Wade Daley,Chief Technology Officer,Wade Daley,Chief Technology Officer
633783b6e0c94b29,394079,2017-01-27,Wade McMahon,Principal Analyst,1,Wade Mcmahon,Principal Analyst,Wade Mcmahon,Principal Analyst,Wade Mcmahon,Principal Analyst
007ec0e511404b12,296352,2013-09-13,Wade Myall,Assistant,1,Wade Myall,Assistant,Wade Myall,Committee Coordinator,Wade Myall,Committee Coordinator
007ec0e511404b12,621447,2024-10-17,Wade Myall,Committee Coordinator,1,Wade Myall,Committee Coordinator,Wade Myall,Committee Coordinator,Wade Myall,Committee Coordinator
244f2600762843ea,330966,2014-07-07,Wade Spurrel,Director General,1,Wade Spurrel,Director General,Wade Spurrel,Director General,Wade Spurrel,Director General
427e62ad0ce44ab3,365040,2015-11-30,Wade Spurrell,Assistant Commissioner,1,Wade Spurrell,Assistant Commissioner,Wade Spurrell,Assistant Commissioner,Wade Spurrell,Assistant Commissioner
45e1c03ae50c4abc,209148,2011-11-30,Wae Young,Member of Parliament,1,Wae Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
d19c978aea6b4d1d,445796,2019-02-15,Wafa Raslan,Trade Commissioner,1,Wafa Raslan,Trade Commissioner,Wafa Raslan,Trade Commissioner,Wafa Raslan,Trade Commissioner
bb0751c503694e6d,546256,2022-10-06,Wahiba Rachedi,Team Leader and Policy Analyst,1,Wahiba Rachedi,Team Leader and Policy Analyst,Wahiba Rachedi,Team Leader and Policy Analyst,Wahiba Rachedi,Team Leader and Policy Analyst
bb0751c503694e6d,546474,2022-10-06,Wahiba Rachedi,Team Leader and Policy Analyst,1,Wahiba Rachedi,Team Leader and Policy Analyst,Wahiba Rachedi,Team Leader and Policy Analyst,Wahiba Rachedi,Team Leader and Policy Analyst
93fd1ad39dbc4f8b,539354,2022-03-15,Wahid Abdullah,Specialist,1,Wahid Abdullah,Specialist,Wahid Abdullah,Specialist,Wahid Abdullah,Specialist
f2052dd9d3924598,296702,2013-08-25,Wai Cooper,Member of Parliament,1,Wai Cooper,Member of Parliament,Wai Cooper,Member of Parliament,Wai Cooper,Member of Parliament
45e1c03ae50c4abc,351471,2015-03-11,Wai Yougn,Member of Parliament,1,Wai Yougn,Member of Parliament,Wai Yougn,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,244389,2012-10-23,wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,188347,2011-09-21,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,193558,2011-10-25,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,200320,2011-11-02,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,200197,2011-11-03,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,200053,2011-11-22,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,201207,2011-11-29,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,201227,2011-11-29,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,209267,2011-11-30,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,206192,2012-02-08,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,211792,2012-02-09,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,212127,2012-02-17,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,216068,2012-03-05,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,216071,2012-03-05,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
45e1c03ae50c4abc,216090,2012-03-05,Wai Young,Member of Parliament,1,Wai Young,Member of Parliament,Wai Young,Member of Parliament,Wai Young,Member of Parliament
