dpoh_id,comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2,CleanName_version3,CleanTitle_version3
433e203ec1b34ffe,109306,2009-05-18,Hon. Tony Clement,"Minister, Industry",1,Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
433e203ec1b34ffe,110014,2009-05-18,Hon. Tony Clement,"Minister, Industry",1,Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
433e203ec1b34ffe,109746,2009-05-26,Hon. Tony Clement,"Minister, Industry",1,Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
433e203ec1b34ffe,154368,2010-08-16,Hon. Tony Clement,"Minister, Industry",1,Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
433e203ec1b34ffe,154373,2010-08-26,Hon. Tony Clement,"Minister, Industry",1,Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
433e203ec1b34ffe,156278,2010-09-30,Hon. Tony Clement,Minister,1,Tony Clement,Minister,Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
433e203ec1b34ffe,163383,2010-12-13,Hon. Tony Clement,Minister,1,Tony Clement,Minister,Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
433e203ec1b34ffe,165901,2011-01-27,Hon. Tony Clement,"Minister, Industry",1,Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
433e203ec1b34ffe,185544,2011-08-09,Hon. Tony Clement,President,1,Tony Clement,President,Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
433e203ec1b34ffe,321471,2014-03-24,Hon. Tony Clement,"President, Treasury Board",1,Tony Clement,"President, Treasury Board",Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
433e203ec1b34ffe,349409,2015-02-04,Hon. Tony Clement,President,1,Tony Clement,President,Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
433e203ec1b34ffe,380126,2016-05-04,Hon. Tony Clement,Foreign Affairs Critic,1,Tony Clement,Foreign Affairs Critic,Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
433e203ec1b34ffe,381461,2016-06-07,Hon. Tony Clement,Member of Parliament,1,Tony Clement,Member of Parliament,Tony Clement,"Minister, Industry",Tony Clement,"Minister, Industry"
3543c026304b4c78,370530,2016-02-02,HON. TRACEY RAMSEY,Member of Parliament,1,Tracey Ramsey,Member of Parliament,Tracey Ramsey,Member of Parliament,Tracey Ramsey,Member of Parliament
daf380aef231467c,263811,2013-02-05,"Mrs Tilley O,neil",Member of Parliament,1,Tilley O Neil,Member of Parliament,Tilley O Neil,Member of Parliament,Tilley O Neil,Member of Parliament
84ebfbfce5124cbe,337234,2014-10-21,"Mr. Ted Falk, M.P.",Member of Parliament,1,Ted Falk,Member of Parliament,Ted Falk,Member of Parliament,Ted Falk,Member of Parliament
4f36778ad3bb4c2d,161685,2010-12-09,"Mr. Ted Menzies, MP",Member of Parliament,1,Ted Menzies,Member of Parliament,Ted Menzies,"Minister of State, Finance",Ted Menzies,"Minister of State, Finance"
e68f1c7109814d42,492207,2020-12-18,Mr. Terry Beech,Member of Parliament,1,Terry Beech,Member of Parliament,Terry Beech,Member of Parliament,Terry Beech,Member of Parliament
40e84629d837446c,93422,2009-01-21,Mr. Terry Williston,Director General,1,Terry Williston,Director General,Terry Williston,Director General,Terry Williston,Director General
2706670b285e4b3e,157951,2010-10-21,Mr. Tom Scrimger,Assistant Deputy Minister,1,Tom Scrimger,Assistant Deputy Minister,Tom Scrimger,Assistant Deputy Minister,Tom Scrimger,Assistant Deputy Minister
c8848c9c897a4103,403380,2017-05-05,Senator Terry Mercer,Senator,1,Terry Mercer,Senator,Terry Mercer,Senator,Terry Mercer,Senator
c8848c9c897a4103,422481,2018-02-14,Senator Terry Mercer,Senator,1,Terry Mercer,Senator,Terry Mercer,Senator,Terry Mercer,Senator
c8848c9c897a4103,436103,2018-09-18,SENATOR TERRY MERCER,"Staffer, Liberal Party of Canada",1,Terry Mercer,"Staffer, Liberal Party of Canada",Terry Mercer,Senator,Terry Mercer,Senator
9f35a0fb883f42e0,557016,2023-02-14,Taako Von Popta,Member of Parliament,1,Taako Von Popta,Member of Parliament,Tako Van Popta,Member of Parliament,Tako Van Popta,Member of Parliament
e531210cf5d8402f,296856,2013-09-19,Taayo Simmonds,Policy Advisor to the Minister,1,Taayo Simmonds,Policy Advisor to the Minister,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
e531210cf5d8402f,313099,2013-10-28,Taayo Simmonds,Policy Advisor to Minister of Justice,1,Taayo Simmonds,Policy Advisor to Minister of Justice,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
e531210cf5d8402f,306569,2013-11-14,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
e531210cf5d8402f,309229,2013-11-14,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
e531210cf5d8402f,310789,2013-11-14,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
e531210cf5d8402f,318084,2014-01-24,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
e531210cf5d8402f,318831,2014-03-07,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
e531210cf5d8402f,325034,2014-04-14,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
e531210cf5d8402f,326614,2014-06-04,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
e531210cf5d8402f,335786,2014-09-23,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
e531210cf5d8402f,345977,2015-01-29,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
e531210cf5d8402f,350404,2015-03-05,Taayo Simmonds,Policy Advisor,1,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor,Taayo Simmonds,Policy Advisor
cac6cadc86594a29,331404,2014-07-10,Tab Borden,Deputy Director,1,Tab Borden,Deputy Director,Tab Borden,Deputy Director,Tab Borden,Deputy Director
f7e80bfa6f3f41a8,196874,2011-11-15,Tabitha Bernard,Parliamentary Assistant,1,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
f7e80bfa6f3f41a8,326473,2014-05-14,Tabitha Bernard,Member of Parliament Assistant,1,Tabitha Bernard,Member of Parliament Assistant,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
f7e80bfa6f3f41a8,349117,2015-02-05,Tabitha Bernard,Parliamentary Assistant,1,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
f7e80bfa6f3f41a8,348582,2015-02-24,Tabitha Bernard,Staffer,1,Tabitha Bernard,Staffer,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
f7e80bfa6f3f41a8,348096,2015-02-26,Tabitha Bernard,Parliamentary Assistant,1,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
f7e80bfa6f3f41a8,349218,2015-02-26,Tabitha Bernard,Parliamentary Assistant,1,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
f7e80bfa6f3f41a8,351774,2015-02-26,Tabitha Bernard,Parliamentary Assistant,1,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant,Tabitha Bernard,Parliamentary Assistant
2aaff1fbea5b4cfb,506555,2021-05-18,Tabitha Takeda,"Chief, Policy and Program Development",1,Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development"
2aaff1fbea5b4cfb,508874,2021-05-31,Tabitha Takeda,"Chief, Policy and Program Development",1,Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development"
2aaff1fbea5b4cfb,513315,2021-07-16,Tabitha Takeda,"Chief, Policy and Program Development",1,Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development"
2aaff1fbea5b4cfb,513782,2021-08-06,Tabitha Takeda,"Chief, Policy and Program Development",1,Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development"
2aaff1fbea5b4cfb,508089,2021-05-11,Tabitha Takedo,"Chief, Policy and Program Development",1,Tabitha Takedo,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development",Tabitha Takeda,"Chief, Policy and Program Development"
775cbed4629241e5,591659,2024-01-26,Tafu Seguchi,Program Technical Support Officer,1,Tafu Seguchi,Program Technical Support Officer,Tafu Seguchi,Program Technical Support Officer,Tafu Seguchi,Program Technical Support Officer
87a28f76f9694da9,269619,2013-03-02,Taguchi Joel,"Director, Communications",1,Taguchi Joel,"Director, Communications",Taguchi Joel,"Director, Communications",Taguchi Joel,"Director, Communications"
1197ac345bdb4846,548829,2022-11-21,Tahara Ochora Briggs,Constituency Assistant,1,Tahara Ochora Briggs,Constituency Assistant,Tahara Ochora Briggs,Constituency Assistant,Tahara Ochora Briggs,Constituency Assistant
9d44f9b1d7ca42d5,542852,2022-09-09,Taheer Mohamed,Manager,1,Taheer Mohamed,Manager,Taheer Mohamed,Manager,Taheer Mohamed,Manager
7daa12ea084846b5,613663,2024-08-13,Taher Assem,Policy Analyst,1,Taher Assem,Policy Analyst,Taher Assem,Policy Analyst,Taher Assem,Policy Analyst
09e7cfaf030843bf,442874,2018-12-12,Tahiha Bakht,"Senior Manager, Operations",1,Tahiha Bakht,"Senior Manager, Operations",Tahiha Bakht,"Senior Manager, Operations",Tahiha Bakht,"Senior Manager, Operations"
72c782d578d44522,468979,2020-03-17,Tahiya Bahkt,Senior Advisor,1,Tahiya Bahkt,Senior Advisor,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
72c782d578d44522,478609,2020-04-02,Tahiya Bahkt,"Senior Advisor, Minister of Health",1,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
72c782d578d44522,474474,2020-04-08,Tahiya Bahkt,Policy Advisor,1,Tahiya Bahkt,Policy Advisor,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
72c782d578d44522,473334,2020-04-17,Tahiya Bahkt,"Senior Advisor, Minister of Health",1,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
72c782d578d44522,473347,2020-04-24,Tahiya Bahkt,"Senior Advisor, Minister of Health",1,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
72c782d578d44522,475615,2020-05-07,Tahiya Bahkt,"Senior Advisor, Minister of Health",1,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
72c782d578d44522,486139,2020-09-17,Tahiya Bahkt,Policy Advisor,1,Tahiya Bahkt,Policy Advisor,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
72c782d578d44522,495156,2021-01-18,Tahiya Bahkt,Senior Policy Advisor,1,Tahiya Bahkt,Senior Policy Advisor,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
72c782d578d44522,500532,2021-03-17,Tahiya Bahkt,Director of Policy,1,Tahiya Bahkt,Director of Policy,Tahiya Bahkt,"Senior Advisor, Minister of Health",Tahiya Bakht,Senior Advisor
72c782d578d44522,516305,2021-11-23,Tahiya  Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,385952,2016-09-20,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,392165,2016-12-01,Tahiya Bakht,Special Assistant,1,Tahiya Bakht,Special Assistant,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,391863,2016-12-09,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,391940,2016-12-09,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,397089,2017-02-09,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,395965,2017-02-13,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,396498,2017-03-09,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,397273,2017-03-16,Tahiya Bakht,Special Assistant,1,Tahiya Bakht,Special Assistant,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,401382,2017-05-16,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,401449,2017-05-24,Tahiya Bakht,Special Advisor,1,Tahiya Bakht,Special Advisor,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,403283,2017-05-30,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,404071,2017-06-07,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,404498,2017-06-07,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,402764,2017-06-09,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,402771,2017-06-09,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,418042,2017-12-05,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,418085,2017-12-08,Tahiya Bakht,"Special Assistant, Ontario",1,Tahiya Bakht,"Special Assistant, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,417290,2017-12-21,Tahiya Bakht,Policy Advisor,1,Tahiya Bakht,Policy Advisor,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,432300,2018-07-03,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,432301,2018-07-12,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,431870,2018-07-19,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,432302,2018-07-19,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,432492,2018-07-19,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,431528,2018-07-20,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,436545,2018-10-17,Tahiya Bakht,"Senior Manager, Operations",1,Tahiya Bakht,"Senior Manager, Operations",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,436543,2018-10-25,Tahiya Bakht,Special Assistant,1,Tahiya Bakht,Special Assistant,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,442392,2018-11-19,Tahiya Bakht,"Regional Advisor, Ontario",1,Tahiya Bakht,"Regional Advisor, Ontario",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,442381,2018-11-19,Tahiya Bakht,Senior Manager of Operations,1,Tahiya Bakht,Senior Manager of Operations,Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,440598,2018-11-27,Tahiya Bakht,"Senior Advisor to the Minister, Employment, Workforce Development and Labour",1,Tahiya Bakht,"Senior Advisor to the Minister, Employment, Workforce Development and Labour",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,442350,2018-11-29,Tahiya Bakht,"Senior Manager, Operations",1,Tahiya Bakht,"Senior Manager, Operations",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
72c782d578d44522,442332,2018-11-30,Tahiya Bakht,"Senior Manager, Operations",1,Tahiya Bakht,"Senior Manager, Operations",Tahiya Bakht,Senior Advisor,Tahiya Bakht,Senior Advisor
